Mean Feature,Variance Feature,Standard Deviation Feature,RMS Feature,diabetic_retinopathy
0.261943889,0.264157848,0.42219969,0.310753506,2
0.498783815,0.342554904,0.50458516,0.520670534,2
0.45164671,0.243190983,0.398565863,0.45613872,1
0.361911995,0.334872956,0.494913159,0.411558854,2
0.325469923,0.205031737,0.353085479,0.341724027,1
0.340364244,0.261164478,0.41895048,0.371016201,1
0.526571913,0.431093622,0.587081265,0.564686586,2
0.375806862,0.315253785,0.476953332,0.414954334,2
0.342623273,0.199066142,0.345444383,0.353775856,2
0.489230149,0.392138505,0.552402485,0.525417487,1
0.619937305,0.494763161,0.643465979,0.654191812,1
0.388248541,0.229834665,0.383003429,0.400286131,2
0.255382914,0.148048503,0.274834894,0.265566309,2
0.383662401,0.254277169,0.411046908,0.403620296,2
0.372663121,0.235853309,0.390063291,0.389362104,1
0.530397531,0.35285306,0.514703836,0.548928595,2
0.393362143,0.182168795,0.324108333,0.390510156,2
0.32610839,0.199242662,0.345893057,0.340412026,1
0.59010417,0.191127094,0.331277354,0.562286344,2
0.341641455,0.330023505,0.492026176,0.392578157,1
0.44154659,0.274882457,0.434112505,0.456442233,1
0.440209668,0.337402711,0.498292778,0.47235993,2
0.562844629,0.449094829,0.604112826,0.59801895,1
0.250967726,0.148439522,0.27809516,0.262606524,2
0.320623509,0.222107269,0.373833503,0.343206388,1
0.498375555,0.427521401,0.584887658,0.541459777,2
0.370632069,0.287242013,0.440748277,0.401071317,2
0.509199312,0.586168953,0.717539067,0.587865653,1
0.294678826,0.134177469,0.258381047,0.293348634,1
0.635343532,0.358400176,0.520171378,0.636785383,2
0.326877405,0.276578897,0.435922022,0.365114215,2
0.434040827,0.23502041,0.388595303,0.439358463,2
0.648560249,0.390201992,0.550587155,0.654773829,1
0.402491318,0.243464418,0.398880623,0.41583739,1
0.307646228,0.179001108,0.31857203,0.318589287,2
0.280768928,0.187973451,0.331646064,0.300150043,1
0.301715747,0.141420161,0.259039951,0.299816313,2
0.469049268,0.245898779,0.401676406,0.471276714,1
0.386521118,0.246524293,0.40042155,0.403264947,2
0.486295131,0.368688165,0.530143111,0.517176188,1
0.213049946,0.116746281,0.232360907,0.21996796,1
0.425619727,0.281361339,0.441131115,0.445414941,2
0.515639059,0.246814492,0.402725071,0.510349551,1
0.495680284,0.537699626,0.678979965,0.566056044,1
0.752928819,0.429881537,0.586531812,0.749979722,2
0.18650633,0.15489576,0.287735231,0.213401943,1
0.481853204,0.363312299,0.524952606,0.512249598,1
0.550829903,0.481368828,0.631901189,0.595918197,2
0.450453136,0.468817957,0.621321418,0.514304868,1
0.54182263,0.532654881,0.674876415,0.600651868,1
0.470976338,0.274250038,0.433420685,0.48038026,1
0.453919188,0.222791659,0.374651199,0.452476057,1
0.303100809,0.137443664,0.257203784,0.300326536,2
0.235826501,0.193647273,0.338860714,0.266420895,1
0.457684878,0.218232823,0.369184712,0.454374539,1
0.458591234,0.346626171,0.508621871,0.489299007,1
0.293070175,0.178816589,0.313047316,0.305297756,2
0.363545253,0.197305931,0.343468055,0.370379838,1
0.441435271,0.320558136,0.481839379,0.468895191,2
0.60718148,0.336720673,0.498763565,0.608444871,1
0.399019836,0.325518403,0.487460365,0.436170043,1
0.472779356,0.380611613,0.541537175,0.509392393,1
0.477570846,0.28990748,0.447502882,0.489938587,2
0.313034286,0.309686531,0.471192511,0.364427457,1
0.382139886,0.234188263,0.38811865,0.396571507,1
0.223078923,0.129912969,0.252134784,0.233093155,1
0.516284111,0.343182771,0.504764778,0.535023213,2
0.527428388,0.321788857,0.483659673,0.538898892,1
0.417436309,0.401178558,0.560824442,0.47120002,1
0.451684296,0.350373116,0.512274495,0.484776687,2
0.504914286,0.299169642,0.460186054,0.514752248,2
0.336831341,0.237836641,0.39237223,0.361082464,1
0.696246792,0.649230282,0.765562571,0.747544051,1
0.305763174,0.122487977,0.241077672,0.298632158,1
0.477170086,0.459525137,0.610271835,0.531874922,2
0.284332387,0.168558947,0.302643741,0.296077333,2
0.481108582,0.303565455,0.464606052,0.496309141,2
0.494751609,0.235352126,0.38947855,0.489911777,1
0.371272311,0.377538399,0.538579692,0.42984464,2
0.445063074,0.262989965,0.420374531,0.455976188,2
0.439653395,0.403959737,0.563394991,0.489259003,2
0.362907194,0.21160918,0.361126007,0.374610547,2
0.344708146,0.160015615,0.294150226,0.343246172,2
0.227123336,0.125446131,0.245511227,0.234713211,1
0.511418803,0.428341553,0.585629785,0.552034485,2
0.242674123,0.198171086,0.344131729,0.273685441,2
0.318900903,0.198813594,0.345356639,0.334434721,1
0.329395994,0.323327805,0.484714038,0.385197644,2
0.453079102,0.35745847,0.519225713,0.487711225,2
0.390905795,0.248724474,0.404907131,0.407919427,1
0.257730237,0.15647573,0.289910778,0.270775811,1
0.473204206,0.222635595,0.374464828,0.468529213,1
0.459369038,0.458840423,0.612657804,0.518674523,1
0.270383354,0.121293713,0.23813835,0.268945093,2
0.345955272,0.345974011,0.507976652,0.400573193,1
0.366415625,0.216940105,0.367626107,0.378650428,1
0.45393916,0.27104515,0.429904281,0.465541055,1
0.368571387,0.271851934,0.430791143,0.396658501,1
0.717649584,0.659870399,0.7734478,0.766723931,1
0.276878166,0.260023623,0.41748948,0.320924745,2
0.415653563,0.223380586,0.37535401,0.420920887,1
0.24250879,0.132797235,0.256367494,0.249956056,1
0.561723481,0.504018022,0.651204149,0.609786053,2
0.309028337,0.302671777,0.463853776,0.359200057,2
0.672057791,0.443834589,0.599465784,0.685721644,1
0.2815474,0.274629414,0.431199154,0.328577733,2
0.442416792,0.297368375,0.458194766,0.463206788,2
0.339671139,0.159246822,0.293706219,0.338875506,1
0.385129102,0.238883351,0.393587547,0.400374353,1
0.42353518,0.336843992,0.498880436,0.458727367,2
0.312230471,0.307388928,0.46864664,0.363075119,2
0.383150532,0.241328926,0.396418443,0.399479572,1
0.465313615,0.344715342,0.506729678,0.494256356,2
0.535850755,0.448021355,0.603166494,0.576178997,1
0.415659296,0.19072074,0.335150146,0.411606838,1
0.30183263,0.116753815,0.232372444,0.293403997,1
0.542521037,0.283340603,0.443300451,0.542013638,2
0.461780894,0.344133479,0.496561709,0.489332096,2
0.327221264,0.279611783,0.439264691,0.366257338,1
0.531120706,0.234725311,0.388746505,0.520299705,1
0.578233516,0.508135271,0.654672478,0.623774285,1
0.361907646,0.155103711,0.288022053,0.356096988,1
0.488526433,0.514611408,0.660051345,0.554992794,1
0.216396735,0.166773358,0.302319114,0.240995423,2
0.523234868,0.502399767,0.649882533,0.579055372,1
0.395198057,0.37740722,0.538490804,0.447507364,1
0.377791344,0.202132772,0.349480589,0.38354324,2
0.38815711,0.344505952,0.506522262,0.432912331,1
0.260337772,0.230467777,0.382829895,0.298017456,2
0.350181358,0.211972928,0.361601576,0.363925039,1
0.399451139,0.209868712,0.35903208,0.403675385,1
0.732786891,0.617641966,0.7416153,0.770582175,2
0.315033745,0.18332388,0.325668829,0.326324604,1
0.45765984,0.315418011,0.477122655,0.480379272,2
0.379870122,0.412798285,0.563540377,0.443049851,2
0.303090986,0.16676428,0.303876449,0.311175208,1
0.45274399,0.329390661,0.489444724,0.479651442,2
0.392495514,0.254931696,0.411950454,0.410995115,1
0.200547196,0.119332611,0.236305872,0.210813868,1
0.456217984,0.261620223,0.419459544,0.464882746,1
0.340688611,0.329662446,0.491661259,0.391735848,1
0.453503717,0.311716923,0.470228454,0.475281993,2
0.574886134,0.394055839,0.5541912,0.595023043,2
0.570765336,0.265828498,0.424142551,0.561342949,1
0.461125505,0.286200043,0.446353332,0.475597932,2
0.335750526,0.257673212,0.41503824,0.366292757,1
0.395084702,0.207677332,0.356344966,0.399433962,1
0.42330207,0.212222823,0.361852472,0.424115138,2
0.539401863,0.328029851,0.490009033,0.550274391,1
0.419850015,0.264282619,0.422425955,0.435849973,1
0.343836455,0.199451022,0.346153379,0.354901331,1
0.31840696,0.146982168,0.275569469,0.317027355,2
0.410718001,0.311680342,0.472748166,0.44194393,2
0.29816555,0.216412034,0.358718055,0.321292238,2
0.495312201,0.233115419,0.38686261,0.48979823,1
0.316299011,0.156519902,0.28997148,0.318661088,1
0.590265296,0.370739713,0.531916993,0.602484628,2
0.301456704,0.159683522,0.293988938,0.307421985,2
0.360577754,0.272248457,0.431226613,0.390401172,1
0.442898448,0.215605754,0.366013309,0.441326173,1
0.54492726,0.538275041,0.679446901,0.604371615,1
0.317695391,0.18869148,0.33190779,0.330706037,2
0.502576512,0.4918626,0.641016998,0.560401889,1
0.533031579,0.549270592,0.688325871,0.597638007,1
0.361306576,0.196062774,0.341906433,0.368163304,1
0.597202392,0.515213722,0.660516485,0.640502736,2
0.464862941,0.42249712,0.580355708,0.513774879,1
0.395173921,0.232489991,0.386128058,0.406710273,2
0.34681627,0.219422912,0.370616234,0.363474849,1
0.410112847,0.306521864,0.467545171,0.44223049,2
0.446712521,0.288285411,0.4483852,0.464557574,2
0.514752257,0.117072694,0.231577978,0.476001941,2
0.207754646,0.11149075,0.222318052,0.213220165,2
0.445297889,0.252314638,0.407815974,0.45321101,2
0.382610667,0.238398674,0.393025073,0.398185734,1
0.784316394,0.385118468,0.54580256,0.767671651,1
0.569444161,0.303785401,0.465036944,0.569319494,1
0.381245568,0.205871685,0.354019804,0.387637344,2
0.52453253,0.437828418,0.59412926,0.564736898,1
0.496951011,0.439910944,0.595983318,0.54337267,1
0.239699715,0.066732678,0.148854442,0.223077539,1
0.491305792,0.298667323,0.459656222,0.503424561,1
0.284115952,0.174664971,0.314374872,0.298374631,1
0.319942225,0.261018071,0.41861705,0.35477528,2
0.357014457,0.169560014,0.306701312,0.356554655,2
0.509236026,0.282066942,0.441924556,0.514514895,2
0.337922905,0.225812682,0.377805739,0.358407147,2
0.43633864,0.280029532,0.439717997,0.453598609,1
0.229675271,0.131632811,0.254662781,0.239085361,1
0.430105836,0.311594807,0.473172178,0.457134693,1
0.256800301,0.155982036,0.289094508,0.269911944,2
0.374785013,0.192341569,0.337174393,0.378132228,2
0.555006609,0.214839263,0.365085021,0.535574597,1
0.372030572,0.360385551,0.5221125,0.424819473,1
0.433572419,0.216159769,0.366683428,0.433723341,1
0.455246738,0.410601338,0.569513006,0.503197423,2
0.522733473,0.353716185,0.514089083,0.542528016,2
0.328418746,0.195561131,0.340253025,0.340958081,2
0.363156933,0.286711798,0.446435438,0.396718934,2
0.431937285,0.377543294,0.537109515,0.476107876,2
0.229833643,0.161167937,0.295787681,0.2499143,2
0.477291888,0.3373449,0.499365984,0.502015472,2
0.321414843,0.204344007,0.352235376,0.33822749,1
0.346272531,0.165761413,0.302370815,0.346368342,2
0.476207134,0.316914059,0.478662844,0.495797053,1
0.492945259,0.327178828,0.488557277,0.512057389,2
0.432531097,0.356225468,0.518057986,0.47106359,1
0.417000909,0.323308382,0.48521049,0.449839038,2
0.417480191,0.159880394,0.294570419,0.40424081,1
0.509407736,0.201161807,0.348286678,0.493367751,1
0.411452343,0.196672486,0.342672834,0.40981071,1
0.496817671,0.433380223,0.590100334,0.541670088,2
0.299534764,0.241910083,0.397083284,0.33281117,2
0.446408124,0.194552662,0.340004102,0.438431112,1
0.272132978,0.412828661,0.57155391,0.365490637,1
0.370989715,0.185006841,0.324626121,0.372263452,2
0.554858201,0.380945799,0.541854224,0.575624018,1
0.38853621,0.344336433,0.506354146,0.433161836,1
0.303858723,0.369098233,0.530260293,0.375910185,2
0.35258575,0.188080808,0.331783376,0.358552791,1
0.644230699,0.500416164,0.648194768,0.675121789,2
0.687785316,0.471151674,0.623330937,0.704402069,2
0.619529571,0.34785324,0.509834434,0.621255714,1
0.347735725,0.166413829,0.303370463,0.348045589,2
0.57685672,0.532522599,0.674471015,0.628079928,2
0.456143378,0.344498087,0.506514305,0.486832441,2
0.324332908,0.212097333,0.361753164,0.343034252,1
0.367868467,0.248562734,0.404722623,0.38924353,1
0.306005072,0.240783368,0.395787969,0.337479328,1
0.45109185,0.410871875,0.569755343,0.500001468,2
0.277421928,0.156238102,0.288835316,0.287564915,2
0.316942069,0.16988889,0.307743684,0.323670531,2
0.534767942,0.34897413,0.510940431,0.551565305,1
0.175732867,0.166833247,0.303741674,0.210871372,2
0.501859588,0.225472944,0.376732321,0.493062122,2
0.506111768,0.555366213,0.693212908,0.578269192,1
0.280399167,0.251202455,0.40688004,0.320523813,2
0.370043396,0.232047466,0.385609912,0.386109421,1
0.450948787,0.269268605,0.427947438,0.462612929,1
0.485513592,0.392622695,0.552833509,0.522583211,2
0.538344362,0.322909803,0.484699674,0.548133467,2
0.543272866,0.281074943,0.440851126,0.542006624,1
0.40214174,0.186717143,0.33003688,0.39917241,1
0.307111861,0.264429676,0.422589435,0.345815236,1
0.440839982,0.123800828,0.243050032,0.413765512,1
0.381370948,0.249294347,0.397913104,0.398538716,2
0.203843109,0.119578654,0.231997355,0.212390775,2
0.598287262,0.337445813,0.499489527,0.601211128,1
0.280310842,0.108381854,0.21938547,0.272490483,2
0.320866789,0.23761519,0.391086886,0.34802708,2
0.48240528,0.206615527,0.355038814,0.471978781,1
0.322920193,0.170014275,0.308218059,0.328485413,1
0.324881781,0.183905619,0.326419951,0.334542297,1
0.2231299,0.09845464,0.201427844,0.220853046,2
0.487049161,0.352566014,0.514474105,0.513704586,2
0.400736818,0.205950858,0.354155067,0.403588146,2
0.435221229,0.334896602,0.496919229,0.467503247,2
0.438511147,0.283013336,0.442947409,0.456176099,1
0.436248187,0.310126541,0.471633165,0.461681802,2
0.432636217,0.294550261,0.455298971,0.454546847,2
0.39816791,0.201029353,0.346953374,0.39977763,2
0.443190166,0.429096817,0.586038203,0.498570304,2
0.505637834,0.239547201,0.393958711,0.500026539,2
0.281994731,0.220509711,0.371920729,0.311948581,1
0.369118141,0.136859171,0.259906005,0.356014374,2
0.276678022,0.225043493,0.377243654,0.309836649,2
0.252932914,0.140618878,0.267636225,0.261299689,2
0.317213241,0.233749485,0.387605237,0.34414715,1
0.550901874,0.284916854,0.44489035,0.549355612,2
0.29201992,0.165912335,0.302584068,0.301866822,2
0.614564672,0.38142935,0.542312759,0.624702936,1
0.518067477,0.282879663,0.442802857,0.521545439,2
0.309519531,0.206342706,0.354694191,0.329280181,2
0.404994459,0.192940592,0.336769913,0.40351031,2
0.42072487,0.333180188,0.495209195,0.455493551,1
0.406035686,0.304468619,0.465752252,0.435892357,1
0.521347436,0.50608475,0.65294328,0.579407118,2
0.43406223,0.413534228,0.572199338,0.487389354,1
0.440417934,0.21295571,0.362798103,0.438526528,1
0.189485268,0.125195034,0.242697639,0.203939793,2
0.450917444,0.326225835,0.486342998,0.477370995,2
0.279191185,0.113297907,0.227052491,0.273275709,1
0.5028057,0.220192175,0.371539861,0.492729184,1
0.3709753,0.231759723,0.385271984,0.386780462,1
0.503765936,0.417795527,0.576086974,0.543352445,2
0.221204311,0.174400759,0.31402683,0.248009597,1
0.380229581,0.244993093,0.400637614,0.398180404,1
0.501158277,0.283656133,0.443640808,0.507694949,2
0.493662206,0.253281884,0.410085518,0.493664371,1
0.191605038,0.115327198,0.228962782,0.201707032,2
0.455369427,0.24635311,0.400927099,0.459775014,2
0.533028638,0.396135799,0.556137043,0.561546881,1
0.361311211,0.276036834,0.428074218,0.390252974,2
0.492035509,0.356045257,0.517881879,0.518606381,2
0.556093409,0.424247768,0.581859417,0.586834076,2
0.531007182,0.480522634,0.631378762,0.580009486,1
0.517485225,0.301985074,0.463124891,0.525793258,2
0.416233835,0.277149274,0.436586682,0.436494344,1
0.285352526,0.244212009,0.399736713,0.322342382,2
0.491066808,0.261068237,0.418842932,0.493528127,1
0.478714886,0.401828451,0.561426619,0.519483601,2
0.673894173,0.352772005,0.514676276,0.667802262,1
0.39818074,0.310172394,0.471697052,0.431221999,1
0.424467139,0.228992261,0.382004061,0.429917087,2
0.276965585,0.166898571,0.303310127,0.289918816,2
0.497165382,0.33655115,0.498593752,0.517844299,1
0.503483522,0.263946584,0.422052248,0.504581043,1
0.285637754,0.164048834,0.300135071,0.296037733,2
0.282277568,0.19930919,0.345753971,0.305351098,2
0.390004356,0.418713445,0.57692207,0.454786593,1
0.474225006,0.24528163,0.398465194,0.475247992,2
0.555799453,0.374766027,0.535971217,0.574928346,2
0.298969164,0.197552301,0.343777068,0.317944419,1
0.311404585,0.197845795,0.344142043,0.328064813,2
0.457153773,0.160374249,0.29524313,0.438032095,2
0.318020055,0.385749075,0.546207123,0.39163868,2
0.572199313,0.383915891,0.544666596,0.590471334,1
0.501733376,0.227341302,0.380060934,0.493682921,1
0.362664529,0.310841361,0.472391174,0.403345074,1
0.489760688,0.272333755,0.431320254,0.495366408,1
0.224535347,0.126033076,0.241532176,0.231644852,2
0.503602293,0.291618528,0.452180207,0.511738053,1
0.436669129,0.396809667,0.55676496,0.485048176,1
0.152108849,0.152459889,0.284340346,0.185672483,2
0.420877906,0.352335066,0.514247377,0.460800095,1
0.327351786,0.243365826,0.398767147,0.355220319,1
0.384766631,0.208329586,0.355376082,0.390774608,2
0.479585681,0.27369727,0.432795558,0.487327021,2
0.211677709,0.115920195,0.231094342,0.218534125,1
0.478863202,0.238559113,0.392679349,0.477383747,2
0.247481795,0.163340795,0.299255417,0.265102639,2
0.434852434,0.308806315,0.470017147,0.460150154,2
0.489733038,0.42062656,0.578650802,0.532918741,2
0.260205362,0.165394097,0.302036196,0.275894204,1
0.288204067,0.156269851,0.289509208,0.295469106,2
0.514761669,0.435916087,0.592352436,0.556507685,2
0.509792606,0.497975237,0.64617035,0.567496768,1
0.376424566,0.155445796,0.283292084,0.367505069,2
0.411501345,0.286119445,0.446293756,0.435169266,1
0.247652608,0.153144986,0.285309783,0.261482381,2
0.3293062,0.206969161,0.35547413,0.345438343,1
0.213561749,0.174716432,0.314423761,0.242130303,2
0.361488808,0.205043514,0.352578752,0.370951653,2
0.355228875,0.351281376,0.513212113,0.409250425,2
0.423470995,0.263362806,0.421402546,0.438543414,1
0.395864849,0.198358734,0.34462991,0.397324677,2
0.293680424,0.132609692,0.252975558,0.291518191,2
0.408328768,0.333409984,0.495440392,0.44572061,1
0.652262836,0.357713594,0.519510736,0.65075378,1
0.410751654,0.26108779,0.418864783,0.42755689,1
0.333900329,0.223994768,0.376086147,0.354458111,1
0.510389448,0.260563163,0.418278241,0.509464109,1
0.387602144,0.160717579,0.29571033,0.379327141,1
0.536289882,0.377215699,0.53824614,0.559632612,2
0.290746465,0.209343519,0.358389123,0.315221286,1
0.408562367,0.362756242,0.524396361,0.453930793,2
0.409211103,0.268369588,0.426955092,0.428353719,1
0.088391259,0.049656722,0.11624531,0.089452459,1
0.499507997,0.419810713,0.577907547,0.54047452,2
0.255131836,0.143899566,0.272222124,0.264201418,2
0.407256055,0.384847329,0.545546578,0.458903103,1
0.19834984,0.337396009,0.495764884,0.287168002,2
0.511591739,0.298863291,0.459862976,0.520155894,1
0.332539698,0.203028961,0.350606613,0.346823057,2
0.350764551,0.176583195,0.314599357,0.352969198,2
0.651338912,0.305872644,0.466971931,0.638542389,2
0.189052828,0.12066215,0.227338345,0.199302651,2
0.340287333,0.23724364,0.391682716,0.363669696,1
0.467532759,0.164051098,0.300226703,0.447884763,1
0.418885104,0.305743675,0.467085341,0.446531831,1
0.261199823,0.170009931,0.304727247,0.277543781,2
0.540603387,0.477721968,0.62898249,0.586939587,1
0.579496793,0.283904913,0.443908946,0.573000691,2
0.368519678,0.243906758,0.399389502,0.388391475,1
0.495233249,0.203017168,0.350591988,0.481851171,1
0.314364716,0.133964465,0.258070805,0.309644525,1
0.453649039,0.410784912,0.56967127,0.501984439,2
0.250303975,0.214337155,0.364476191,0.284969907,1
0.465395401,0.383252989,0.543904691,0.50418933,2
0.186962214,0.333372641,0.495072453,0.278870234,2
0.46476857,0.225585746,0.376408531,0.461924471,2
0.39632386,0.263169563,0.420649084,0.416456747,2
0.170333469,0.287222818,0.44595599,0.250312922,2
0.167667258,0.294786815,0.455398796,0.251619301,2
0.312818842,0.188107076,0.331814832,0.326069733,2
0.266367653,0.161174381,0.296331346,0.279404968,1
0.450543173,0.432307591,0.589187994,0.505076479,2
0.524853049,0.30415495,0.465423937,0.532417536,1
0.535046322,0.539516867,0.680453831,0.596948746,1
0.595471582,0.050968269,0.118846526,0.530259298,1
0.512806778,0.238519968,0.391969096,0.506685623,2
0.510268969,0.460336876,0.613961082,0.558845485,2
0.39889219,0.171684319,0.31043644,0.39205051,1
0.37105005,0.200727003,0.347685077,0.377622707,2
0.347662465,0.17003117,0.307529758,0.34872353,2
0.217322403,0.131159307,0.253967991,0.228899893,1
0.3203023,0.192246804,0.33686754,0.333625992,2
0.293867351,0.269377793,0.428049455,0.337055465,2
0.438541195,0.180516737,0.322030973,0.427896875,1
0.226110893,0.148408346,0.278712174,0.242395598,1
0.540427906,0.476529805,0.627960529,0.586521745,1
0.243342533,0.24758425,0.395749213,0.288634195,2
0.20597507,0.152030978,0.283768815,0.227672703,1
0.733913016,0.511823261,0.657739419,0.750611847,1
0.709255186,0.436614715,0.593046875,0.714989076,1
0.228965999,0.204237358,0.352103444,0.264811561,1
0.255915493,0.178155012,0.318952982,0.276895372,1
0.383937324,0.421325843,0.579294269,0.45087228,1
0.488662447,0.346390961,0.508389226,0.513441819,1
0.706609339,0.459386615,0.613134265,0.717480812,1
0.40506958,0.434333888,0.588823146,0.470039779,2
0.322985484,0.149391765,0.280089461,0.3218715,1
0.413485441,0.209814579,0.358906183,0.415307667,2
0.352932124,0.234634819,0.388640753,0.373043118,1
0.315871457,0.160734211,0.295542219,0.319760604,2
0.442529138,0.365038045,0.526605186,0.481316301,2
0.45983367,0.443808637,0.599442797,0.515239667,1
0.200583884,0.093120306,0.194699484,0.200560068,2
0.363723453,0.237551104,0.39204031,0.382629068,1
0.283059608,0.216282204,0.366831427,0.311396492,1
0.314649957,0.142838497,0.270727289,0.312807988,2
0.380806866,0.443524949,0.599191468,0.454549559,2
0.598881537,0.556959082,0.694485882,0.650982122,1
0.318507445,0.204540431,0.352478295,0.33594159,1
0.587674543,0.400479112,0.560175864,0.606942499,1
0.36628553,0.187068874,0.330487839,0.369530082,1
0.29329104,0.159010764,0.29337762,0.30066045,2
0.235690208,0.356513543,0.518142294,0.321749216,2
0.558314615,0.335904748,0.497945896,0.567752087,2
0.412762182,0.326366909,0.488322403,0.447303513,1
0.343810581,0.19889229,0.345409815,0.354922545,2
0.568671269,0.227189258,0.379880872,0.550228274,1
0.504814781,0.28244155,0.442326596,0.510405395,2
0.367560428,0.217000223,0.367698675,0.379602269,1
0.183951496,0.125011429,0.2448621,0.199687992,2
0.495246119,0.340367218,0.502039664,0.517340969,2
0.446183301,0.191282517,0.335864185,0.43733453,1
0.604400946,0.37409977,0.535312279,0.614668433,2
0.477684877,0.252508855,0.40920585,0.480240624,2
0.448734291,0.217028393,0.367732675,0.446579753,1
0.294334088,0.208687775,0.357583045,0.317890983,2
0.235979461,0.177363468,0.317917782,0.260755514,1
0.509156968,0.245056952,0.400133819,0.504419643,2
0.318903421,0.203102211,0.350509209,0.335759411,2
0.374273099,0.400445177,0.560144384,0.437755609,2
0.286365062,0.16887903,0.302106182,0.297094115,2
0.463266588,0.272322462,0.426326559,0.472401217,2
0.403672872,0.279361927,0.437277246,0.426527122,2
0.252576422,0.151925124,0.281504933,0.264517789,2
0.332178053,0.190708298,0.332941383,0.342183297,2
0.463306087,0.364476674,0.5260797,0.497701133,1
0.452988846,0.380222152,0.541145424,0.493590642,2
0.279195102,0.255585322,0.41250364,0.321275037,2
0.343422629,0.253508099,0.409493779,0.371058345,2
0.586912117,0.359943727,0.521682873,0.596986239,1
0.473482971,0.443711676,0.599356903,0.525869777,1
0.504379765,0.331394221,0.493409955,0.522418295,1
0.401610268,0.287688907,0.447978687,0.427654317,1
0.399318049,0.224258662,0.376400468,0.407728413,1
0.503293893,0.34885143,0.510819437,0.525907739,1
0.399091803,0.3137569,0.475407176,0.43294958,2
0.47466244,0.233395988,0.386032059,0.472555278,2
0.421023798,0.372424902,0.533731291,0.466317543,1
0.357087227,0.196269811,0.342166394,0.364763847,2
0.387818711,0.269197408,0.427868902,0.41131705,1
0.402150771,0.263652227,0.421724727,0.421303656,1
0.244208844,0.239181243,0.393925332,0.288754108,2
0.463239956,0.31247295,0.474081405,0.484113239,1
0.457049733,0.380931184,0.541840361,0.496975545,1
0.446734367,0.469085088,0.621417323,0.511475929,2
0.450602078,0.234127904,0.388001535,0.452808528,2
0.374400099,0.306153972,0.467464632,0.411228989,2
0.508482776,0.268430659,0.427019277,0.509880798,2
0.719429399,0.608964935,0.73493825,0.758089976,2
0.277319078,0.15610571,0.288922502,0.286530762,2
0.23865377,0.171418666,0.310059789,0.26077677,2
0.486901271,0.256817661,0.414076121,0.488965882,1
0.553627175,0.621825574,0.744971706,0.630045605,1
0.48407998,0.427852207,0.585191858,0.530239767,1
0.424745013,0.19718859,0.343320824,0.421036523,1
0.339514934,0.193746039,0.338985547,0.34959905,1
0.233729672,0.165057815,0.301577789,0.254577485,2
0.41637813,0.233747295,0.380612297,0.423175376,2
0.200661425,0.118065407,0.234376833,0.210414172,1
0.421197374,0.225772971,0.378199896,0.426189417,2
0.561358965,0.598799146,0.727342367,0.630864675,1
0.456842241,0.234147223,0.388070646,0.457991489,1
0.663601914,0.527724623,0.670848724,0.696490206,1
0.228239318,0.13642616,0.261645257,0.239693367,1
0.451508851,0.199300598,0.345965452,0.444024279,1
0.446471057,0.411167305,0.570032205,0.496459939,1
0.336312663,0.357578212,0.518680996,0.396632873,2
0.236551782,0.114539773,0.221781279,0.236706931,2
0.412228403,0.234103995,0.388000027,0.421177884,2
0.341784655,0.220501378,0.370305298,0.359927863,2
0.521802257,0.29243657,0.452703139,0.526919545,2
0.415195158,0.246352946,0.40219575,0.427288453,2
0.333919765,0.261865995,0.419733913,0.366120525,1
0.300455378,0.197126944,0.343243461,0.319001276,1
0.486083262,0.379088889,0.540090968,0.519628488,1
0.395318544,0.172188159,0.31110405,0.38920715,2
0.333190967,0.165382285,0.301721266,0.335394416,2
0.355026535,0.234402016,0.388368189,0.374743447,2
0.244064631,0.237921072,0.392454951,0.288211644,2
0.33224847,0.186827941,0.327566884,0.340940114,2
0.487996219,0.444342948,0.599905551,0.537426461,2
0.230218194,0.108149821,0.214478671,0.229715376,2
0.390622705,0.216787854,0.367442291,0.39841926,2
0.266129831,0.108593321,0.219695135,0.260813653,2
0.335260775,0.356308086,0.518131727,0.395447392,2
0.288914876,0.185555143,0.328541505,0.305952312,2
0.370986914,0.195194451,0.340813304,0.375864266,1
0.206851234,0.120394495,0.237916729,0.216329345,1
0.364813792,0.201261492,0.347218595,0.3723297,2
0.401009942,0.463151185,0.616411264,0.475081945,1
0.578861283,0.461985792,0.615398102,0.61383631,1
0.42203195,0.328344669,0.490233599,0.455195165,2
0.358255044,0.19306956,0.337290264,0.364554254,2
0.246153256,0.122173558,0.240604178,0.249077237,1
0.549970605,0.439696819,0.595684994,0.585549336,2
0.451800855,0.36057364,0.521885756,0.4874153,2
0.452178919,0.423285959,0.581069827,0.504042858,1
0.310519664,0.264059636,0.422177996,0.348367182,1
0.522629306,0.19756406,0.343791814,0.503670831,1
0.448128012,0.269056344,0.427713269,0.460245018,1
0.441381332,0.307646663,0.469070478,0.465148772,1
0.225118532,0.148326802,0.278411438,0.241543763,2
0.259662043,0.202194258,0.347695537,0.288110516,2
0.444279468,0.236206761,0.390195309,0.448146273,2
0.374218148,0.375952603,0.537104132,0.430884132,1
0.393006701,0.250488059,0.406915704,0.410132271,1
0.392693891,0.302184287,0.463357901,0.424610243,1
0.349608976,0.169324756,0.30647871,0.350104346,2
0.373292855,0.300962243,0.46194742,0.408913744,2
0.500571882,0.365268161,0.526844936,0.527805441,1
0.452442741,0.247248697,0.403221749,0.457896347,1
