,Contrast Feature,Dissimilarity Feature,Homogeneity Feature,Energy Feature,Correlation Feature,ASM Feature,Mean Feature,Variance Feature,Standard Deviation Feature,RMS Feature,diagnostic
650,0.2107765268468291,0.2063661774211274,0.8972579462320064,0.4799854256141343,0.865728955850539,0.2305258807113524,0.013299853945965,0.0002305955862216,0.0142199596265623,0.2854529389727162,3
377,0.2302377837502017,0.2270505979363791,0.8867929282159208,0.3075725512570866,0.9718557224716824,0.0946833576671518,0.0205722680575327,0.0002725439600705,0.0155421267383995,0.3157448548676333,1
640,0.1059874612581424,0.1034072920917431,0.9485500474861004,0.5600893723505823,0.9219258047550952,0.3137361096512921,0.1542401845830701,0.0593870082842114,0.2429291048999843,0.3845627048584747,3
809,0.2074570841525534,0.1825357144342583,0.911108065271663,0.4161242471131234,0.9630971923359956,0.1732252715817149,0.0321319758555208,0.0015259351488293,0.0381013567102972,0.2871571441044374,4
1072,0.194802141549872,0.1875930304722386,0.9069217927281642,0.4572603732682641,0.9252450978309524,0.2092585502043246,0.0067705559349162,7.655124395818707e-05,0.0078021668722011,0.1562394669908791,4
228,0.2057373453093812,0.1989000998003992,0.9012322628859928,0.3444825758319904,0.9622857416732018,0.118789028551034,0.013401615361088,0.0002051255303506,0.0133579479333908,0.2686280348321307,1
112,0.1313288484368816,0.1303872483065248,0.9349005358597732,0.3398725726253629,0.984727167439868,0.115530287069095,0.0136862253511419,0.0001824481539754,0.0125444119084504,0.2528958178117341,6
920,0.2904900030455382,0.2587502771489396,0.8737855246546615,0.4209013352664653,0.8806030016800301,0.1772822460444341,0.0161683763871149,0.0004342719727383,0.0198703481393321,0.2592498583036841,2
34,0.1431426201439476,0.1430551242319521,0.9284811874752236,0.3104742898481785,0.9866921622344822,0.0964092479216065,0.0671646921674926,0.0034665286290128,0.0579310357463922,0.4632082435126314,4
867,0.2547087214778982,0.2157456488878647,0.895923467255347,0.3803590217325381,0.975165867855175,0.1447436822114926,0.0589299690084105,0.0040840349951641,0.0629646703227079,0.3989837610910197,2
17,0.151386331345378,0.147581466319127,0.9265887595551604,0.3456732093156929,0.9859183479111594,0.1195601209926389,0.1032473844383911,0.0113167785456576,0.1054784253483686,0.4988558176588714,4
104,0.1255680706396038,0.1238821329023494,0.9382258600182464,0.3819139771927735,0.9751654651986756,0.1458779979761744,0.1174724471222894,0.0123063079939012,0.1100362962788999,0.4699966947228475,3
575,0.7703929093694478,0.5294409784041278,0.7587112825019697,0.3073866876519172,0.8509178311951808,0.0949106317470338,0.0069949543878238,5.297889537742537e-05,0.0063417109784037,0.1278046578191443,1
2293,0.1294542219505823,0.1280588168201976,0.9361092177301172,0.335442865422894,0.9826706856049672,0.1125660663827501,0.1743068203550389,0.0299284966528597,0.1721623199844061,0.5171802377940777,3
2180,0.0797297470259464,0.0797263844047803,0.9601371440597264,0.5401885293571769,0.972289559716452,0.2918305212184133,0.3283854975309009,0.1668086997221586,0.40782301826168,0.58258270052344,6
2021,0.1099013486109696,0.1080506773419221,0.946159542147669,0.3261651670201478,0.9930635055415038,0.1064087860407573,0.0896008135378905,0.006751491307332,0.0812424051679294,0.4680592721113883,4
1288,0.1017803260701299,0.1017666110149653,0.9491180659980338,0.4753238884512409,0.9576176643386742,0.2259893747197193,0.1049098828711752,0.017594387598919,0.1317675916811531,0.4095310351475347,1
95,0.1275203494389167,0.1239652337568515,0.9383575679292052,0.3537424698991567,0.9779516931074316,0.1251796200101151,0.0799384915365897,0.0063817604296654,0.0789587325330698,0.3937123321426909,1
1740,0.1920745110009568,0.1767395667417768,0.9131523786285194,0.4452915461836463,0.9136630252954336,0.1984297480571319,0.0236449867896866,0.0008681810164121,0.0284975997912759,0.3019197347145338,1
287,0.2340418347145406,0.2114433056611858,0.8965173478861507,0.4210282164796262,0.9031525517364528,0.1774225879567752,0.0195072176409995,0.000474354497616,0.0208107258220575,0.2402056498968067,3
1343,0.302295951908648,0.2837677711089884,0.8599646284166838,0.3750192029167229,0.903085691950932,0.1408171695445304,0.0226193499314976,0.0005621901811399,0.0227416332826259,0.3247079494216876,3
2286,0.2293688632500725,0.2105337071010424,0.8966034004482465,0.5766746871695472,0.8726756821719215,0.3327203283117341,0.0184697118698632,0.0007082851738785,0.0256452921286036,0.2442823596236693,3
1938,0.0945190931552874,0.089268903149965,0.9558084165931212,0.4634570957439766,0.9763652796581822,0.2148295223947188,0.0611152497521258,0.0073666109792667,0.0849073560325946,0.3459486447706626,4
2268,0.9570619483330888,0.496749611935376,0.7920627850909882,0.2223144230979934,0.94001928873391,0.0495090446889626,0.0091717062438352,4.15565677622916e-05,0.0055176178694066,0.1134886134869325,1
33,0.1482173751584848,0.1417834796486793,0.9297296036208392,0.5906087011675043,0.8524526896824629,0.3489137739443105,0.0085523346497803,0.0001906329354221,0.0128435445622772,0.2561992888650754,1
1379,1.1360300398158245,0.5830667372371411,0.7580103009727215,0.3698233599740727,0.6771082173975236,0.1369062773189564,0.0253808995502166,0.0007676533331855,0.0267385690971666,0.2849932539741306,1
798,0.1039911726189582,0.1039311431926418,0.9480404313463108,0.5221955431872385,0.9673891997747516,0.2727188347625203,0.0225043972750981,0.0006081190156113,0.0236912815039381,0.3659704380260504,5
688,0.2418515003107447,0.1825279813592027,0.9143586906587228,0.3829200468087229,0.9537953121300234,0.146680699229077,0.0283204644087548,0.0011387654192543,0.032780415740352,0.3008836807563655,1
655,0.3389344239730614,0.2749167695635053,0.8687691224342633,0.3474346830528817,0.940157295212086,0.1208610145161386,0.0495143278246624,0.002722475732619,0.0512254777276403,0.3572385720042642,3
2051,0.1059990984162457,0.1030731754477752,0.948753670769096,0.487397858796373,0.951817352351162,0.2375797973173457,0.174630041815023,0.0572980433010978,0.2386003566039244,0.4764581409212253,3
968,0.1479116701210509,0.1437633725361218,0.9285180637297928,0.4313925591180095,0.963905164070558,0.1861660691375464,0.0231092905335474,0.0007792556748764,0.0269472358546913,0.2891478203356699,1
2272,0.1636417451151436,0.1618191685018674,0.9192726734103938,0.3583582595251648,0.9687541477254262,0.1284778435405069,0.0103514988265695,0.0001411138695004,0.0109197525313806,0.2192239616181577,3
852,0.10119936828751,0.1009812659758198,0.9495309756901784,0.352343436660907,0.9879266803237372,0.1241714162794031,0.1007851268517663,0.0112189630250842,0.105017237053937,0.4545128568239228,5
1490,0.8187955976211297,0.457496898785323,0.8031930688730149,0.31066967563726,0.8566370639958815,0.0966700270092934,0.1515393446877168,0.0172275721004584,0.1303762317538992,0.6021900440948765,3
1141,0.283246707132154,0.2555686705126166,0.8748539498262556,0.3560571992246029,0.9430578943744546,0.1268670803466244,0.0682633325272607,0.0047510582010376,0.0679906419194705,0.4382225713452234,1
1725,0.0725058423160197,0.0717984858871065,0.9641702706242756,0.3869090897159217,0.9873271029639666,0.1497188388336748,0.2040988932239904,0.0377078747094852,0.1933700920766193,0.4673277138806802,4
2229,0.2811776833445404,0.2162344676360686,0.8980388280015624,0.4364232176347708,0.8935960238631451,0.1905471499564737,0.0372046995154153,0.0019659583949379,0.0433810509608263,0.3495711218756997,3
1664,0.1840696219140475,0.1830163561158884,0.9085965232717716,0.4794296465622017,0.8927535848607416,0.2300061216478992,0.0099758916730475,0.000138802469567,0.0108223205332984,0.2171150858382715,4
553,0.4307487468725768,0.3531529697701318,0.8310777488973052,0.2611919561478971,0.9547053559029164,0.0684102075215836,0.0040517089421134,1.7817809299696983e-05,0.0033308704969295,0.0672999103737212,4
953,0.130732478390686,0.1299416706588569,0.9351082454437544,0.4019978205347355,0.9636100815961012,0.1616882280165657,0.080490778100463,0.0065058051632969,0.0797321046374446,0.4106768241335778,4
2219,0.3796606677317481,0.325923767238565,0.8422670739457528,0.2735951701682378,0.9523067962261312,0.0750153013400286,0.0141330690028093,0.0001396075140051,0.0108563461751584,0.220339162500213,1
1879,0.2283785866766445,0.2204494380846099,0.8905469566205166,0.3713635234231486,0.9351413247489404,0.1381158058212065,0.026807716825377,0.0007579374936418,0.026562616198942,0.3008015171471101,4
2196,0.8436550981096923,0.4794372935228853,0.793392277997458,0.2910735186715369,0.8761114707316309,0.0848957931007458,0.0456210345429134,0.0014329039053461,0.0368910478124876,0.4020080072555085,3
262,0.2764539265176154,0.2416582714922825,0.8825024390066852,0.3651211221522978,0.9341009807150232,0.1334462292873432,0.0341922218958827,0.00131506846788,0.0353001863074663,0.3454191909825468,6
2052,0.1007400100800434,0.1007384080260901,0.9496309561923502,0.5304735530406195,0.9258905003373524,0.2814425770596523,0.3000514704837805,0.0980462904214322,0.3124279916345578,0.6132226709109275,2
1178,0.2361644578173657,0.2169689875775623,0.8934062808451124,0.3059323403381084,0.97032122582571,0.0936498017027649,0.0321319758555208,0.0008101925516867,0.0274961677365589,0.3519211241127173,3
1055,0.0953258289882976,0.0953258289882976,0.9523370855058512,0.5040020886082123,0.9662579812775508,0.2540343735786385,0.0230126817021546,0.0008085382737037,0.0274670826096038,0.1809158267563156,5
1521,0.5170353744435783,0.3946194043047517,0.8147000341618607,0.3119732783496303,0.9117899631028328,0.0974624593154885,0.0107469236482109,0.0001273268482883,0.0103262032694665,0.2078339320710134,1
489,0.1012409792756571,0.1011986906734808,0.9494048835234772,0.4868272473732723,0.9478009535886062,0.2370563985277539,0.0907346975296449,0.0105753031732987,0.1019309423886788,0.4264574592685706,3
1582,0.1190635959542256,0.1174474589658083,0.9414378842159372,0.5452884573612334,0.9217603099268068,0.2973966302138421,0.0277836901941849,0.0017743197154023,0.0411629584083078,0.2883351119019647,4
1019,0.482287792077786,0.3756775517241477,0.822343343003038,0.2848131535185023,0.9442472978342664,0.0812502576798381,0.01763917012546,0.0002272550262843,0.0141097008747601,0.2859109046362408,3
1304,0.1550286050831603,0.1511597249466154,0.924800301511954,0.3227674273185368,0.9852540965862656,0.1042260192184021,0.1244092300347107,0.0141913629055891,0.1182379937878598,0.5487788367502006,1
548,0.1485707669530636,0.1456564687632545,0.9274615132820332,0.4319937286585172,0.944778057606006,0.1866821185336167,0.042319454480702,0.002790242940196,0.0518714132324491,0.3055061752223739,3
911,0.7617676648976699,0.5317279338479409,0.7562686002393196,0.239220083720665,0.9049984096016048,0.0573992800416696,0.002016373872345,4.727393898394096e-06,0.0013867099647318,0.0281883547577062,3
2071,0.087973963615064,0.0879576528649206,0.9560228046425538,0.4866359447618001,0.9551533353771388,0.236832967189724,0.0456949354593168,0.0023839621559734,0.0478712412362314,0.4028555792598278,3
394,0.2332920956175299,0.2297989322709163,0.8854376155263987,0.3147462408187338,0.9659453606575183,0.0991573040192901,0.0021062252764824,9.686669870012314e-06,0.0022619163511609,0.04522640100782,1
1814,0.4806522156316413,0.3539428961757943,0.8343734525852242,0.2983698328754086,0.9282044487179488,0.0891333785857255,0.035457651746547,0.000928725636246,0.0295081347668607,0.384244483041279,1
608,0.0888015900726683,0.0887819667769389,0.9556109789411036,0.4540248470728305,0.9640602083300808,0.2061824348384477,0.1347821173946503,0.0171684706497623,0.1301506747601727,0.4630804174571453,4
900,0.1265568272902662,0.1238536592032218,0.9383432355560792,0.4028741900466666,0.9846814767800748,0.1623248079802726,0.041745031126222,0.0018229260714564,0.0417364395131079,0.3662375700277235,5
508,0.1353139144894565,0.1337689701741937,0.9332695417026996,0.4453104124871229,0.948404673259543,0.1983819946984045,0.0407782279932044,0.0024426965340871,0.0484695286900063,0.310844070479776,1
138,0.1654715361810928,0.1634725555231056,0.9184629288067692,0.2634372460616292,0.9909362666950184,0.0694401357185365,0.0229370316605988,0.0003134404633518,0.0167365858379585,0.3405873209089208,3
1864,0.2269569262823149,0.2003317845136306,0.9021631802576404,0.3221528260477471,0.9672895243768008,0.1038450435662735,0.1080947609910856,0.0095223598246781,0.0966721700982829,0.5007058375465073,3
1435,0.0645220640156475,0.064343741060604,0.9678459293740252,0.575564599103094,0.957087971470429,0.3312918829797841,0.2885840806585261,0.1467565858091099,0.38246342396883,0.5417530028727094,1
1815,0.1661010068247742,0.16353354970289,0.918489755390378,0.4486953239917476,0.9359495462348556,0.2013893075340395,0.0279404755797016,0.0013650439981147,0.0359832458101455,0.2774469841150543,1
1567,0.269096864683939,0.1980073418634787,0.9073260144183642,0.3439764885497363,0.9701187735772516,0.1183564715928159,0.0066826205612265,6.987222765625787e-05,0.0074140914267961,0.1485859428387883,1
1149,0.1551333803659536,0.1541339940509521,0.9230328960816746,0.5661532299716937,0.8406159930145216,0.3206325432461368,0.0781956167961745,0.0092418653548296,0.0952228225357833,0.3781187943587953,3
18,0.1245854645806953,0.1229750402099158,0.9386706891630722,0.4764756963988399,0.9427664577362568,0.2270730009158628,0.0206389592154599,0.0005886725230306,0.0232937248635534,0.2880527797488574,1
1462,0.158956320221828,0.1493405284117723,0.9262721069143124,0.3477344114573367,0.9779095922817472,0.1209613723625547,0.0191262033386903,0.0003989301810201,0.019004581247067,0.3169822117377648,1
715,0.240824589657722,0.2235534852607304,0.8899188596831762,0.4119907260690689,0.9104416440457024,0.1699031732006796,0.0128579341751838,0.0002431885205141,0.0146286178041381,0.2462355803939943,3
418,0.1357247595481856,0.1319366835341351,0.9344069649859168,0.3840032886889392,0.9750512383945528,0.1474982566909217,0.0480524255792598,0.0028026034370401,0.051988380727833,0.4006651011730501,1
362,0.2843389354546434,0.2693831143876652,0.8668009080162944,0.3632819576421064,0.9077641789366726,0.1321378905775727,0.0290528871345762,0.0006391791493121,0.0243133232197591,0.3739283479624147,3
1581,0.5459314478959997,0.3640045402834337,0.8352859359355753,0.3341705984686763,0.9042164747667374,0.1117891724806774,0.0275198144832796,0.0007255739126167,0.0259682398236989,0.3516030659889671,4
1066,0.9178695663663016,0.5230194642387227,0.7730204868660002,0.2255739920949018,0.94085198258073,0.0509936997202148,0.0153720017288353,0.0001217393523528,0.0100766129271779,0.206208390433783,1
1310,0.2353655535328872,0.2100552877564586,0.8973804816652261,0.3271902210553979,0.9891969973102254,0.1070855470807177,0.1965486129101674,0.0360715435659387,0.1891057753858093,0.6749854645259619,3
1142,0.1002103407234761,0.0991669445482874,0.9505197196651646,0.4380229455301558,0.9646259456828492,0.1918882130448332,0.0371019744190082,0.0019695839697215,0.0434219474925731,0.3513833852464721,1
704,0.0819175092654279,0.0818110379084293,0.9591051140524218,0.4650873554885542,0.9677861378307332,0.2163220071728512,0.1915561238388091,0.0484952841305961,0.2194274706826516,0.4921554004602313,3
904,0.1810392540008852,0.1692374916656683,0.9165458626028852,0.4933387755356441,0.9080223070972188,0.2434906219900986,0.0596569075041952,0.0071066894948861,0.0833781349524412,0.3318679958252092,3
429,0.1704753152678089,0.1646617166216547,0.9182364105906416,0.353521582759712,0.9676811086717376,0.1250394945757393,0.0717499450351325,0.005801839786066,0.0752391654712817,0.4032373768593208,1
52,0.1791688866926252,0.1736639641333547,0.9137165765667552,0.4535019826563072,0.9112497373405164,0.2057310302207286,0.0054002001606604,6.056055264558841e-05,0.0068411185482948,0.1366961220304891,2
1929,0.1042432236474609,0.104209324368016,0.9478987277439366,0.516653644488914,0.939800517268442,0.2669513965941601,0.2333238116997765,0.0888679602415323,0.2973966998369794,0.6027158877422023,3
1218,0.177951508674046,0.1646111453632059,0.9189710676873132,0.2966752751436988,0.9833518865094686,0.0880585830513368,0.040133227507329,0.0013095636124319,0.0352241594198081,0.4160447013271814,2
1801,0.2193181381996702,0.2120738855191946,0.8946832391830939,0.2765177957460493,0.9792711167304902,0.0765842667343776,0.1576892082644046,0.0128730554637327,0.1125644426158958,0.6520021838915637,3
428,0.1300115852372484,0.1290457299328437,0.9355735289819128,0.4313826299056159,0.9745025899741468,0.1861650175745209,0.0268502544620565,0.0009048481942136,0.029113650415518,0.2148546427038947,5
1770,0.4266365631901032,0.302521673508186,0.8605767579866846,0.3489854451147457,0.9263485355375928,0.1218569769537539,0.224941317238397,0.0538427053877925,0.23126320404772,0.660653405138132,1
1334,0.1810939024931239,0.1797905318801728,0.9102350711212088,0.4304882455755155,0.9558027967255358,0.1854957897216263,0.0040674856052496,3.544177836093622e-05,0.0050304567548023,0.1004959463393491,5
1751,0.2058100031246425,0.2007920711249386,0.9000976130092433,0.3700266282465674,0.9533648918076724,0.1370333396567457,0.0083724480105638,6.995738394229646e-05,0.0074191517070459,0.1496675555518508,3
2075,0.1029757354599943,0.0980731578496146,0.9514426194669529,0.481487687761167,0.9677370997622224,0.2318535078987076,0.0567240829874351,0.0068843117058772,0.0820474536901366,0.3433642102997266,3
2064,0.1639229561133656,0.1632612977733893,0.9184355169473029,0.4880283456278234,0.9043192576962884,0.2382584186630618,0.2793793406015935,0.0845077388291636,0.2899840854617116,0.649523302623597,3
1766,0.2230364479952656,0.2143178955466785,0.8937123427656374,0.4270005344121539,0.913004717593032,0.1824504869793584,0.032222248673279,0.0016175515515024,0.0392577266651909,0.3061199518376443,1
1442,0.1816157364604209,0.1726570775882901,0.9145536726012764,0.4120306790163198,0.9449876554323896,0.1698631214940383,0.1056696761085639,0.0150954512161367,0.1219776915685399,0.4936418383077626,2
1721,0.3629072757966023,0.308462564329561,0.8510565816256077,0.3974035094967861,0.8254650069630125,0.158130162569152,0.0111607979321553,0.0001539666114162,0.0114476450594385,0.2300008153731353,3
880,0.1832251285187727,0.1817108644998209,0.9092959941519846,0.3421970976469058,0.9756199439264556,0.1171809322958938,0.0069614524753023,5.776567415665193e-05,0.0066608008512468,0.1340084503907724,3
663,0.2655421327141937,0.2512023276916104,0.8758250229233713,0.397208341086108,0.908249592334624,0.1579578358957156,0.0214217486842923,0.0006474305710886,0.0244760227435931,0.3023136285833417,3
976,0.359787893104655,0.3026506917408041,0.8540406429456721,0.3148910361048831,0.9301079835804884,0.0993744856503613,0.0435153026808357,0.001734238744631,0.0406841309787624,0.3883568228361573,2
1004,0.1737572581706924,0.1702133612222795,0.9152469857250078,0.2897567536845878,0.9869375769994172,0.0839969221065815,0.1098248036396482,0.0060613994938899,0.0769259096274323,0.5453205545707686,3
253,0.0817510179501079,0.081503467575235,0.9592730212498696,0.446836678408982,0.9874319319702756,0.1996950230114217,0.0964350135263103,0.0100002289174567,0.0990930604553465,0.4250125305771379,4
274,0.299749034320559,0.2517770049850806,0.8787391263896094,0.2747692267969785,0.9721542666151644,0.0756208724973936,0.3150950799350399,0.0642518484607071,0.2527239321091292,0.7403093682554218,3
1753,0.794795758341946,0.4792575637709668,0.7888650324166102,0.269973425319184,0.8773631775175642,0.0730128660860973,0.0251582986284018,0.0004431552874487,0.0200823756907456,0.3531997800025946,2
171,0.2977597615081326,0.2807385529874797,0.8613186847959603,0.3186946707906513,0.9377666597938366,0.1017174174596865,0.0252599688915493,0.0005599150677964,0.022693603083072,0.3081550503382371,1
743,0.1551065562005235,0.1514009250431742,0.9246697401607624,0.4865222242534522,0.9276511498431036,0.2367990572934826,0.033861963636699,0.0011372673758918,0.032758199815127,0.2933664925967582,5
1865,0.5441105629654857,0.4150661903871276,0.804888764722239,0.2219673975335077,0.9760699780600666,0.0493457270943293,0.008716850442187,3.791697052564615e-05,0.0052322320035874,0.1076292042378943,3
598,0.1303636922158509,0.1301161145652963,0.9349667004824072,0.3110751322766137,0.9878264465703984,0.0968140859929762,0.0168142044327121,0.0001662256817193,0.0119311120587533,0.243100853603332,3
1947,0.0916138910108793,0.0908495949284034,0.9546515999475236,0.4885181915101704,0.9604381054751904,0.238700079516342,0.0956899020288601,0.0118232783371879,0.1078352593523313,0.3662907097379526,4
1094,0.3622736620196162,0.2956941574079191,0.858467522561286,0.3192471173388541,0.9355880670353666,0.102023653084814,0.0364884782593878,0.0009952948398722,0.0305819432141389,0.3286671325020985,2
182,0.1316745079645865,0.1275821670821856,0.9366136390821757,0.3822733909922456,0.979427706231616,0.1461630920499852,0.0836955294199075,0.0081869414651385,0.0895645218914307,0.4670034333895569,1
1837,0.5963924238108177,0.4574132396149819,0.7849517803964775,0.2320313516106285,0.9398622798080803,0.053919119630582,0.0084621937958553,4.499687916567094e-05,0.0057763603439427,0.1178747574422611,1
344,0.1205158037784199,0.1201558648843246,0.9399580614472473,0.5017753636709963,0.9512260538182588,0.2518117404420236,0.0618749336401234,0.0032408389462086,0.0559804915338551,0.3883621086377893,5
1704,1.0255623245441974,0.5959588050747202,0.7417375132945738,0.2623173208433875,0.8366845387783063,0.0689608000953052,0.0259487544041702,0.0003922990248936,0.0188379317909462,0.3183626666935082,1
801,0.1831181867221147,0.1777361015288685,0.9116674335362436,0.334778420262573,0.9733756703856044,0.1121311345165114,0.0362178819183706,0.0012270602989234,0.0340649815399445,0.4503419149985705,3
1705,0.5176233014047995,0.3472476175888325,0.8424801042015952,0.396397279913727,0.9461398163706528,0.1571776881177166,0.0286624925664155,0.0011122822058987,0.0323854922935138,0.3117812477253674,1
1911,0.1163340777942996,0.115782412016464,0.942163815628802,0.3622969940865778,0.9848086088870068,0.1312779578617287,0.184880520894641,0.0309173045155912,0.1749997738997855,0.5533861618401792,1
48,0.1453948154460284,0.145041663167117,0.927514418203418,0.5374026418531562,0.9753093796581016,0.288812902290037,0.0957801519637358,0.0213356661110342,0.1452043453115518,0.3555227326728531,5
1516,0.0956328144648084,0.0956262204852248,0.952187549155346,0.4370955135380586,0.9695743078633684,0.1910636304309869,0.3384514443379844,0.1323498041467248,0.3631548376999131,0.6454595572818689,5
1763,0.0930060688452621,0.0917353735157702,0.9542582612937152,0.4391533681192807,0.9790094758493424,0.1928787371513889,0.1613749335714161,0.0266564496214757,0.1624221139368996,0.5612886249994282,1
708,0.1874781326303325,0.1817776026704479,0.9096804737261032,0.2922078834708926,0.9833735378628764,0.0854131837143311,0.0229370316605988,0.0003895636360476,0.018768778991373,0.3800207519666766,1
265,0.4089940972389092,0.3311382370128743,0.8420772797102294,0.3545987854306829,0.8855504461700281,0.1258853401053465,0.003338137693811,2.3099493365994272e-05,0.0039022557331704,0.0780005822163099,1
810,0.3235415412164001,0.2679423578062759,0.8714058956960122,0.372250888696823,0.9140631092377391,0.1387832604169977,0.0313695031612154,0.0011618913564711,0.0331215381510846,0.3255278855273832,3
125,0.1232508462663476,0.118902521277407,0.9409362744462229,0.3201108192481379,0.9885477626803142,0.1024918235291509,0.17185944291495,0.0234805205136126,0.1523776628677057,0.5294937222347574,5
1964,0.6478742723738112,0.397516320888887,0.8246526203741404,0.3448106373963767,0.8512804064238472,0.1190192576914731,0.025461660460535,0.0006685960219378,0.0248886858220844,0.2998902903657621,1
811,0.1851889573016695,0.1791188594191212,0.9110470614555868,0.4038594934322009,0.9498130597277974,0.1631748208673059,0.0299346361380777,0.0009706848922649,0.0301892729384094,0.3608767083835137,3
431,0.1423919987070729,0.1408613288271025,0.9297142994619284,0.3839413707943259,0.9652064757852424,0.147460925707039,0.0321319758555208,0.0012941920551706,0.0350110152043497,0.379985197485456,1
1782,0.1343276497447826,0.1296967180650889,0.935545548222392,0.3401048531427595,0.9825851131693428,0.1156959337074895,0.0399842511032906,0.0015320647668732,0.0381797888822614,0.4402081035723081,5
1840,0.2317894258339318,0.2194512775272856,0.8914927198714635,0.3059123142395127,0.970954282302415,0.0936854721020683,0.0281519198639103,0.0006306442918183,0.0241439279983293,0.3818184369940873,1
486,0.5085030843150977,0.3853304800711329,0.819307392851178,0.2584382034635346,0.9416095395014756,0.0669108091888325,0.0229370316605988,0.0003014065564595,0.0163936250381597,0.333952709447097,3
2210,0.7583978125315137,0.4747813936719833,0.7889057532783204,0.2671458962271942,0.9251689246891016,0.0714531661363142,0.0241061809945429,0.0003998350867538,0.0190272152380572,0.2788692560038006,1
2146,1.879106533209624,0.8440161143189429,0.668342402783404,0.2081357964057608,0.8276204394838325,0.0434366320135902,0.0367946146780219,0.0004068711640655,0.0192023409044925,0.3288502107963323,5
323,0.1466860801792985,0.1458958320335733,0.9271294108245098,0.3141440031249051,0.9851754720674116,0.0987113690726557,0.0321319758555208,0.0008557093754451,0.0282851099656134,0.4322938817970222,3
2220,0.1975518899658145,0.1881330084860838,0.906862889712756,0.3162370266366225,0.9789050896786776,0.1000321753163842,0.0226758235003516,0.0005060325995309,0.0215261891557504,0.325849959948269,1
1403,0.183092936619927,0.1569478592606664,0.923880272060006,0.3647090890595856,0.967521190030726,0.1330479286534271,0.0635183314273276,0.004873846476217,0.0688764637248451,0.402123886291056,1
315,0.2297279495425945,0.2203941259757972,0.890734306468236,0.3614683255811892,0.962360685444536,0.1306908973139402,0.0678476239234727,0.0054423560434747,0.0728394703308943,0.4193795729952095,3
118,0.2332133413584823,0.2173562572201693,0.8928848508788265,0.378105965718764,0.9495751291053528,0.143074447125481,0.0875921205233707,0.009844992710028,0.0983131026764473,0.4896916296554615,4
1577,0.0891642293707599,0.0876202719314245,0.9563440742735556,0.4840746035583775,0.9722023863064247,0.2343533837596519,0.0371533029860353,0.0024211426190148,0.0482508174413823,0.3524093619138439,4
986,0.1743728740422153,0.1575953480814,0.9228602070487686,0.4069120461798603,0.9535305324595458,0.1656276829641799,0.0202441986240397,0.0006119265830736,0.0237683753825799,0.3168573778841191,1
2006,0.2461166815870061,0.2143586579514432,0.8959324844001445,0.3458442581192952,0.9669332308970144,0.1196925129514168,0.0430730808799764,0.0020593929017045,0.0444232460377793,0.3590275902837775,1
424,0.1040030429869399,0.1030724027912487,0.948556731468128,0.3993482554176114,0.9804534951479992,0.1595161644300118,0.0607962958854473,0.0037080793538283,0.0599495592348876,0.4097711225099849,4
345,0.2344022421640989,0.2023791803999284,0.9018597650994392,0.3504057513351403,0.9563506838085818,0.1228623216534802,0.0844859057161008,0.0069775944248575,0.0826082242417817,0.4750810836828398,3
1520,0.2063699121599675,0.1908921046427703,0.9060995424705612,0.3998843025569508,0.9457130702100042,0.1600028299591776,0.1865699840325578,0.0436776975808412,0.2081918641517967,0.5900902395514317,3
2139,0.1338322040815214,0.128946117391287,0.9360074977436712,0.3195173906712739,0.9847929678879356,0.1021242567320659,0.0477792743005849,0.001898385465154,0.0426118120858504,0.4729739570907463,1
1131,0.1790824263621148,0.1645209152512032,0.9191832760299364,0.4451080536927067,0.9392119754570692,0.1982120969169157,0.0189562983970978,0.0006510972829018,0.0245479897496289,0.2834902870135705,3
954,0.535408095216081,0.3489016887509038,0.8427015416968631,0.2891878970177907,0.93838377943044,0.0836835070085219,0.034553212923243,0.0009323370517627,0.0295673567230278,0.3740702229609911,3
413,0.3043886326641399,0.2695574467200764,0.8686481094493148,0.3819022382944397,0.914314477676482,0.1460411941750245,0.0221733699778635,0.0006370209931427,0.0242705965063578,0.3150134701876379,3
1030,0.0981333734867846,0.0981294344391711,0.9509356766851756,0.6726402838714802,0.8518392305822119,0.452489230246985,0.181333443344493,0.0688652510484891,0.2616753435358274,0.4889475940610099,3
990,1.0896360256736144,0.6855491275691771,0.6958214561338818,0.2155653408633875,0.887801896020458,0.0466582589243249,0.0030643392442185,6.578710867050267e-06,0.0017460764865279,0.0359714421096945,1
693,0.1393590763465862,0.1159316732072507,0.944252228961716,0.4580414515270747,0.951217914435202,0.209843606158544,0.0440618290735259,0.0030025710731465,0.0538460347403738,0.2985041906217203,3
918,0.3178695755928652,0.2872236283367478,0.8594500550547463,0.4612611617698936,0.8223309606163176,0.2130352254147023,0.0131616504050467,0.0003617578979051,0.0180515998785946,0.2492748005424029,4
1813,0.2168198192680572,0.2073130740939719,0.8972926377590282,0.3688588309490295,0.9479120725793188,0.1362753893976971,0.0525825768508068,0.0030768338651727,0.0545200980032446,0.3914866386880054,1
1830,0.1091900039898025,0.1070498027733138,0.9466888257063356,0.4405899245510938,0.9787299909949868,0.1942031297481525,0.0781263226644684,0.0095619134421777,0.0968748218948758,0.415278490292429,5
1322,0.168997515384703,0.1625377100374837,0.9193768742228676,0.3879461403199614,0.987532776187914,0.1505309436460641,0.0272817029634757,0.0005569486422368,0.0226308319726398,0.3619348158862339,5
