,Contrast Feature,Dissimilarity Feature,Homogeneity Feature,Energy Feature,Correlation Feature,ASM Feature,diabetic_retinopathy
25877,0.035983906,0.128457696,0.327681405,0.080808792,0.777102955,0.024054073,1
7892,0.113604032,0.215417745,0.277444858,0.047979177,0.704937227,0.01307517,1
17614,0.043936616,0.11068945,0.355590751,0.143258888,0.960317781,0.049538404,2
19770,0.108940578,0.205013079,0.248095692,0.063556762,0.780656858,0.018197527,2
8460,0.237551953,0.36118833,0.114477723,0.053309824,0.515792544,0.014747614,1
1449,0.118121921,0.21476727,0.250528529,0.152701932,0.802626209,0.053884232,2
19767,0.105207885,0.242273734,0.148940192,0.031387321,0.661058982,0.008151922,2
5470,0.119677307,0.244922883,0.231940959,0.11722115,0.671156447,0.03816028,1
6138,0.077189655,0.20262244,0.203024558,0.065859769,0.751922982,0.018933664,2
18719,0.036662688,0.131186149,0.239954365,0.128775285,0.920389395,0.044295875,2
25230,0.13100896,0.237564039,0.234257656,0.134134326,0.661001589,0.045564667,2
3505,0.067046563,0.167459902,0.241055124,0.051009353,0.782173943,0.01401693,1
27425,0.255606573,0.36876131,0.188220844,0.191866806,0.636717931,0.073439939,2
26215,0.086613519,0.169792706,0.347423744,0.211106733,0.900224567,0.083863515,1
781,0.127656757,0.220382354,0.388271723,0.338316899,0.694388804,0.201043165,2
7976,0.09255042,0.191820694,0.236957911,0.056607694,0.787585477,0.015800834,2
18147,0.16154351,0.280783672,0.155194771,0.06272272,0.692150174,0.017828318,2
21274,0.212242882,0.314013771,0.320958849,0.27094997,0.616855517,0.120048251,1
7490,0.192359766,0.325158291,0.14689636,0.068369624,0.525149819,0.019707312,2
14038,0.038803486,0.135265963,0.271327037,0.022116128,0.878102862,0.00558248,2
1594,0.070527315,0.17164116,0.248781948,0.070340815,0.834036724,0.020795403,2
2933,0.191829101,0.28388271,0.384640548,0.370721429,0.622439599,0.192963879,2
29209,0.085818488,0.214776967,0.189942917,0.038370398,0.717875337,0.010171407,2
29115,0.153540133,0.281380238,0.186090239,0.045840226,0.531782344,0.012417466,1
298,0.104041311,0.235546195,0.196944667,0.065021949,0.713729097,0.018566655,1
26535,0.075765457,0.15493251,0.298631259,0.034388363,0.874291991,0.009006746,2
9828,0.186551999,0.315755318,0.13380082,0.082089732,0.596780172,0.02514642,2
1505,0.199101211,0.301458613,0.177131248,0.090747877,0.676458593,0.027701346,1
3762,0.13996563,0.260925897,0.263877692,0.211675985,0.816288847,0.084184338,1
8028,0.044507979,0.131930956,0.285931255,0.157506382,0.955131846,0.056109879,1
23954,0.216076463,0.249320453,0.567272174,0.587960195,0.632407118,0.402889132,1
7790,0.116914675,0.221051626,0.212943089,0.173775135,0.8046853,0.064096723,2
24694,0.082102029,0.208369447,0.156266372,0.01511554,0.758522945,0.003727918,1
8920,0.101831328,0.226819614,0.172811246,0.066618355,0.737313575,0.019113117,2
28128,0.130082167,0.266358443,0.173628447,0.054916041,0.586033354,0.015258196,1
5685,0.242113295,0.250800906,0.543351218,0.553936676,0.797750871,0.365167534,1
16605,0.08608808,0.199218121,0.187773051,0.035950399,0.744801555,0.009735263,2
11608,0.088604449,0.196535455,0.213777804,0.045698599,0.74358251,0.012372621,1
5244,0.058285926,0.145366469,0.258313749,0.162936012,0.939424452,0.058722043,1
13864,0.186872118,0.283843144,0.39275995,0.399070685,0.616369038,0.215867027,1
23589,0.078319114,0.181976831,0.221556021,0.03427883,0.813975818,0.008971078,1
544,0.10705847,0.206476978,0.263478453,0.072729933,0.785503785,0.021196965,1
16643,0.121381143,0.235122201,0.188952975,0.077823031,0.72301875,0.02298838,1
12389,0.088566421,0.154024983,0.412757322,0.157423088,0.917611942,0.056073185,1
10884,0.095797225,0.20099419,0.269205216,0.087942833,0.718606442,0.029123881,2
21284,0.094913755,0.214827902,0.246874036,0.022801156,0.639202133,0.005765531,1
24138,0.131981565,0.267432693,0.183819936,0.052982588,0.611902425,0.01464391,1
15898,0.068883124,0.156498117,0.324722555,0.108241441,0.92628607,0.034479677,1
1785,0.105464345,0.221938551,0.224607826,0.051020643,0.680415298,0.014021033,1
20485,0.111757753,0.235368149,0.148444857,0.052289695,0.742070713,0.01442021,2
24581,0.161633753,0.242666499,0.55444009,0.573259693,0.623236763,0.386377829,2
18058,0.163641333,0.268688163,0.232941535,0.207267613,0.7635167,0.083137444,2
22684,0.067667123,0.139871196,0.340356745,0.156199127,0.908596244,0.055493322,1
16872,0.180951576,0.264007619,0.456209991,0.438344701,0.563674411,0.250269818,1
9659,0.274509255,0.361861174,0.454388888,0.509340967,0.567948217,0.318426875,1
29764,0.161631892,0.297911731,0.219042308,0.112698705,0.589170905,0.036303535,1
25934,0.118620231,0.222606744,0.267435089,0.242783368,0.809589866,0.102330659,1
25862,0.19177103,0.296950855,0.267832794,0.214819615,0.727954801,0.085951259,1
18121,0.074952887,0.173395708,0.292243781,0.200926365,0.805894881,0.080538202,2
18194,0.052609408,0.143130415,0.234057356,0.023433918,0.868361464,0.006121697,2
23503,0.051793181,0.13511681,0.256265474,0.041318221,0.901818296,0.01103906,2
19911,0.114979985,0.241153612,0.209886895,0.117071009,0.691437215,0.041671423,2
4266,0.097694645,0.216602317,0.172199509,0.056927752,0.716037437,0.015901543,1
14554,0.154134705,0.21533759,0.315706145,0.190916604,0.779072612,0.072903911,2
20042,0.167442455,0.297816528,0.206868189,0.077486923,0.617794339,0.022870708,1
1377,0.077983012,0.196361806,0.197843598,0.020749059,0.774852559,0.005498492,2
287,0.085961119,0.197715797,0.24965632,0.046759698,0.801996217,0.012690327,1
3117,0.089882885,0.188148473,0.249322387,0.051667419,0.776534382,0.014236616,2
20675,0.382850036,0.401528219,0.546635611,0.59484409,0.410758663,0.410759077,1
8693,0.125298389,0.259002875,0.202445688,0.0664459,0.691103649,0.019047768,1
19963,0.193352343,0.28582437,0.239066558,0.147064166,0.720927402,0.052410499,2
26039,0.065761108,0.174816789,0.281317375,0.190102532,0.865181235,0.072469446,1
15000,0.127705836,0.279804518,0.14415118,0.040325458,0.734771952,0.010744718,1
22557,0.079788454,0.164284114,0.388868969,0.153061031,0.925233819,0.05400853,1
988,0.142862936,0.244342319,0.339066027,0.289847915,0.713915031,0.132595754,1
10064,0.133602823,0.210311648,0.288889011,0.180662505,0.792491867,0.067618569,2
21118,0.183766048,0.334067935,0.133781273,0.038297668,0.445571855,0.010154522,1
24951,0.13136092,0.205285515,0.326135462,0.073785028,0.814651661,0.021564618,1
20214,0.272788117,0.396692803,0.179773821,0.155210268,0.402140588,0.055053732,1
17659,0.04355438,0.143516536,0.258596634,0.03191384,0.868202682,0.008592842,2
30013,0.261655095,0.364380086,0.190648622,0.083104037,0.47393264,0.024893142,1
23081,0.076657273,0.188705679,0.243564111,0.073689712,0.713835388,0.021535142,2
28263,0.075813969,0.156058728,0.355274681,0.144325814,0.906548641,0.050240974,2
3678,0.03889931,0.130953171,0.273663841,0.031659905,0.848931839,0.008228189,1
23518,0.195597824,0.333625341,0.129442984,0.044101701,0.52841384,0.01188583,1
9588,0.396383602,0.539544035,0.145397665,0.176726402,0.266664891,0.065594523,1
19920,0.097675364,0.210259121,0.250294789,0.063360613,0.734253372,0.018100919,2
23681,0.167169058,0.280136546,0.240082347,0.136358798,0.612419265,0.046388604,1
23657,0.067053149,0.149450752,0.336475384,0.082338309,0.901168235,0.025325541,2
28915,0.078761119,0.184023852,0.191338616,0.050498438,0.797833364,0.01385321,1
14732,0.100255646,0.197860386,0.260015231,0.170367729,0.81138594,0.062375956,1
23432,0.147659026,0.253504575,0.303009332,0.299877545,0.799652063,0.139961607,2
22812,0.147875699,0.254538822,0.391397983,0.367668407,0.654696887,0.193173459,2
7466,0.262762647,0.374539525,0.173429936,0.096340257,0.412774189,0.029835321,1
23208,0.06134794,0.154593094,0.302492591,0.227138166,0.901042864,0.093017114,2
25286,0.208315849,0.334108294,0.373780384,0.416203321,0.544871617,0.230623601,2
25180,0.051373048,0.098944981,0.449579793,0.096657399,0.936502689,0.030739682,2
26037,0.143805558,0.27936376,0.205303548,0.087790147,0.623215614,0.026604722,1
23977,0.108860824,0.201523215,0.24182186,0.086675551,0.823357741,0.026187592,1
361,0.192865928,0.283487261,0.399361636,0.389911443,0.625466727,0.208189873,2
13166,0.050999195,0.141833153,0.237426632,0.034570929,0.807196143,0.009266813,2
12506,0.180594148,0.313609083,0.160807006,0.034127018,0.637598323,0.008934494,1
10881,0.054334071,0.144335775,0.283632215,0.019643269,0.82225563,0.004921245,1
25487,0.241456954,0.349384786,0.257595398,0.206915013,0.540313332,0.081555479,1
12823,0.131751427,0.234966646,0.294817174,0.198173204,0.727483871,0.078827205,2
14341,0.087728917,0.186063792,0.27906509,0.051723727,0.764991038,0.014238712,1
17011,0.125293457,0.233097865,0.186417935,0.109846054,0.737702195,0.035136117,1
15507,0.068016047,0.163627825,0.248186173,0.132816178,0.93988071,0.045803459,2
26102,0.092968101,0.20979161,0.22718759,0.048840672,0.736604565,0.013335265,1
4880,0.107513283,0.224698215,0.179371071,0.038663341,0.741435846,0.010256834,2
27101,0.115389806,0.237604224,0.143749432,0.053441368,0.742430034,0.014800074,2
16812,0.085188829,0.1748888,0.321520913,0.160320004,0.888564194,0.057463383,2
14610,0.195421661,0.322317361,0.285029228,0.279120588,0.63637017,0.154182125,2
25540,0.172155815,0.276549165,0.257286498,0.228243643,0.770144916,0.094470046,2
29600,0.022155818,0.084374502,0.314901442,0.143450248,0.984459299,0.049574295,2
14102,0.100650364,0.183965359,0.28440496,0.183075311,0.897474672,0.06880164,1
2513,0.027621498,0.113104022,0.285835496,0.038450712,0.889477337,0.010293083,2
22495,0.107758873,0.206132648,0.289777581,0.191945619,0.832577333,0.073441075,2
20313,0.226740453,0.266184383,0.524012343,0.522634653,0.699227956,0.366515703,2
3878,0.07606057,0.164805818,0.263061177,0.091205899,0.887351892,0.027864014,1
28685,0.108577217,0.248316208,0.15272081,0.108840509,0.790572114,0.034729315,2
10606,0.151037539,0.250333698,0.244570584,0.19454114,0.716577081,0.074826703,1
2889,0.235035301,0.303770386,0.342276388,0.250151622,0.763090081,0.106847731,1
1822,0.048919552,0.10313282,0.406978463,0.085324294,0.949974005,0.02654076,2
20691,0.150500517,0.273100091,0.229426212,0.133243967,0.61582107,0.045011807,1
26210,0.06356167,0.163416456,0.186616126,0.062634508,0.889227746,0.017805362,2
9649,0.08362503,0.172866544,0.244849346,0.172716293,0.916889229,0.065540938,2
9293,0.081756344,0.197420633,0.244208965,0.053662686,0.742258593,0.014856455,1
18892,0.115993859,0.242244154,0.209893519,0.077887526,0.664451904,0.023496701,2
10971,0.237986402,0.307099911,0.300421371,0.255782819,0.615808039,0.114512573,2
10317,0.098193947,0.198227469,0.414570498,0.28499324,0.682465261,0.129321782,1
24310,0.153542036,0.252372765,0.260416102,0.17969086,0.698501777,0.081719038,2
8964,0.410405832,0.482679346,0.481573405,0.570628791,0.409951708,0.386534918,2
7564,0.238979603,0.321392749,0.254565577,0.21001323,0.621492432,0.083268937,1
11319,0.108931763,0.213024165,0.242105134,0.21846086,0.832987297,0.088016123,1
24452,0.148102095,0.278040454,0.146255724,0.035952259,0.601476003,0.009463407,1
12667,0.106033517,0.21197451,0.275136,0.159241089,0.755216238,0.057085638,2
9854,0.076536157,0.188402673,0.244699037,0.149598144,0.793087962,0.052392322,1
26500,0.055053578,0.162532741,0.214511263,0.014949593,0.829894401,0.003690622,2
150,0.077546128,0.132887641,0.542935352,0.505934895,0.806389753,0.357962393,2
19356,0.096873529,0.192764295,0.305606662,0.138607056,0.739837029,0.047837347,2
2526,0.051955463,0.119910677,0.428465835,0.321311558,0.879113791,0.154817037,2
11607,0.080664747,0.175239824,0.230886563,0.173075612,0.914438972,0.06371977,1
213,0.067978686,0.136366084,0.355286308,0.197218007,0.905237896,0.085197188,2
19063,0.055542284,0.1546013,0.266268152,0.032501482,0.83596551,0.008562156,2
1432,0.116332086,0.208405418,0.325848611,0.234706682,0.786152854,0.101062988,2
15173,0.028421134,0.099020493,0.307599175,0.086857824,0.88300712,0.026252304,1
12063,0.110699335,0.238467963,0.233525017,0.102660437,0.659884269,0.032495604,2
2688,0.036690935,0.090899722,0.466482578,0.115409043,0.957025006,0.03739757,1
28626,0.070300026,0.140503718,0.28275024,0.05014717,0.876072637,0.013739596,2
13515,0.099478513,0.207935747,0.207208241,0.130147398,0.824727948,0.045499852,2
29991,0.033099949,0.100914274,0.366530992,0.167924061,0.979696174,0.061168384,2
6403,0.060557052,0.157385583,0.265104344,0.139127952,0.901718036,0.047613582,1
23400,0.158985729,0.228380923,0.376811025,0.322416597,0.766071872,0.169681461,2
25385,0.052789074,0.124020409,0.274672202,0.153972716,0.952185222,0.054435403,2
15763,0.056210697,0.136054836,0.274123138,0.058129434,0.909914473,0.016283227,1
11699,0.128837493,0.25286629,0.196735405,0.057932343,0.592865845,0.01622684,1
29407,0.127999707,0.229789539,0.258118867,0.139615318,0.829089056,0.048565838,2
6566,0.044154108,0.115843929,0.332724222,0.033082105,0.866860572,0.008635873,1
16486,0.180127882,0.321721865,0.163196607,0.127805258,0.649367163,0.042678952,2
958,0.133507986,0.222346568,0.288374933,0.162898357,0.82028578,0.058731771,2
23959,0.079638795,0.188016714,0.286721585,0.101468283,0.739267588,0.037486619,2
28092,0.153625714,0.253414095,0.362619191,0.333007027,0.673992264,0.163322587,2
2606,0.172983568,0.29055624,0.200758354,0.077474214,0.600981995,0.022868582,1
1727,0.126483463,0.250705334,0.219743136,0.195384632,0.771621683,0.075269408,1
29304,0.066324694,0.172991467,0.240568439,0.032848563,0.789043568,0.008566782,1
2929,0.056016491,0.152377612,0.218558727,0.11184493,0.882131996,0.036018933,2
23845,0.057451521,0.152405515,0.247407354,0.053415426,0.760205777,0.014780058,1
6107,0.242541773,0.383149482,0.277484262,0.309946561,0.540731097,0.147231161,2
6236,0.051951005,0.139776302,0.270165677,0.144642602,0.953573814,0.050104432,1
24319,0.042055349,0.149111443,0.200548944,0.025091928,0.856528888,0.006567472,2
383,0.045920603,0.130788146,0.21451507,0.085766917,0.897018339,0.025846857,1
6115,0.140213849,0.253296784,0.235423472,0.195399199,0.80702785,0.075274991,1
5999,0.125791732,0.237342724,0.254598603,0.170384799,0.831097296,0.062384224,1
26789,0.151955193,0.280468229,0.161729421,0.050022365,0.556118719,0.013709193,1
11910,0.070347227,0.178283351,0.261087415,0.105541556,0.825659131,0.035146194,2
28286,0.135410596,0.277001566,0.15824955,0.055013355,0.604644589,0.015289677,1
7126,0.086522778,0.151942236,0.351532337,0.060908454,0.886696353,0.017196573,1
3213,0.052459132,0.138558045,0.328531432,0.028596306,0.835904883,0.007360292,1
15011,0.042012469,0.139732144,0.228324219,0.030096525,0.840820382,0.007780476,1
19882,0.126821932,0.199361808,0.339911796,0.195869496,0.866630883,0.075527101,1
11682,0.275220719,0.369054752,0.212210841,0.143683378,0.445832838,0.04969703,1
21106,0.129236295,0.243242866,0.168040365,0.067087655,0.670059389,0.019259242,1
17529,0.112121096,0.212343405,0.236164947,0.160710264,0.845652462,0.057648481,1
5666,0.15480662,0.253265786,0.201252538,0.0463167,0.774297204,0.012609376,2
14226,0.057243042,0.162080753,0.277021925,0.013260286,0.802600543,0.003257704,1
13042,0.150874741,0.259045467,0.191379192,0.039478449,0.703052471,0.01049801,1
22761,0.109137434,0.199431173,0.294198341,0.17226922,0.84792442,0.06332716,1
16778,0.250335063,0.336075048,0.268996895,0.254426959,0.586654958,0.109517426,1
9730,0.152581711,0.267053449,0.169329973,0.055270016,0.701877977,0.015393533,2
3525,0.122250989,0.260227847,0.173895985,0.063068415,0.626669085,0.017915096,1
9296,0.190360917,0.282910612,0.215700655,0.167064143,0.7189895,0.061789459,2
9915,0.164387403,0.327470954,0.126466407,0.0947674,0.508800423,0.029227892,1
10558,0.296302916,0.421983784,0.152780131,0.079382681,0.374053452,0.023555679,1
8425,0.073288952,0.150315751,0.273105463,0.110756939,0.88316564,0.035498693,2
13256,0.0653858,0.177365129,0.209091756,0.013535446,0.814238259,0.003324732,2
20555,0.161148972,0.284075788,0.176625664,0.063331654,0.637349007,0.018005916,1
24816,0.062349705,0.149782759,0.273068334,0.170914022,0.929845201,0.06264224,1
6601,0.09452996,0.191387498,0.294528094,0.152438279,0.846968567,0.05371756,1
24542,0.110398709,0.236522542,0.207128215,0.103307761,0.694254437,0.032978635,2
28323,0.126386044,0.223402325,0.437024874,0.432371984,0.722887354,0.245164382,2
9228,0.053336206,0.123037239,0.383727755,0.15606233,0.95509353,0.05546834,2
3911,0.116640925,0.233174362,0.181275633,0.118451782,0.723094869,0.039682241,2
25287,0.17722197,0.302094878,0.230220165,0.248570198,0.731998775,0.105877238,2
18132,0.100280986,0.196978627,0.265371679,0.144637366,0.872730197,0.05014508,2
21728,0.117528437,0.204142357,0.458111794,0.43227133,0.72614566,0.266032501,2
7750,0.159598461,0.281057655,0.191170466,0.046202611,0.622938304,0.012527612,1
24123,0.114487259,0.233481516,0.168395781,0.061558901,0.782297799,0.017447437,2
1948,0.038948529,0.109055643,0.410922797,0.135133947,0.933980371,0.045830306,1
28066,0.207669459,0.230259244,0.46077695,0.39217275,0.733369976,0.291700824,2
25242,0.036566899,0.122414144,0.295583292,0.028979093,0.86049223,0.007471065,2
28888,0.137344002,0.254061465,0.296262107,0.279041687,0.74244819,0.133629774,2
17389,0.124439769,0.268112153,0.138909534,0.064139385,0.671986088,0.018272748,1
23395,0.132751089,0.258759997,0.129359152,0.020957225,0.743382298,0.005267124,1
29303,0.135449109,0.253403258,0.26475117,0.185636116,0.74863361,0.070134304,1
10771,0.143648995,0.263789486,0.173866636,0.077687238,0.722018606,0.022939109,2
14060,0.109943171,0.175425313,0.3867308,0.183501464,0.898046973,0.069021977,1
7634,0.040251769,0.136854943,0.279026505,0.112597309,0.895974457,0.038803613,2
1496,0.114464669,0.254800827,0.251198718,0.238445182,0.799827722,0.100189117,2
21345,0.030980934,0.132365069,0.255804148,0.017225479,0.888510902,0.004283149,2
5580,0.079770763,0.202703471,0.179536485,0.031252361,0.762544645,0.008120225,2
3606,0.118421075,0.239014342,0.214109382,0.121887476,0.654377215,0.040640073,2
13170,0.061093936,0.140646711,0.571096902,0.542230586,0.734532686,0.352613414,1
17851,0.19197385,0.331055432,0.119718587,0.042636361,0.542732047,0.011441271,1
18471,0.14136433,0.261165353,0.17584612,0.063898358,0.684415987,0.018206636,2
4254,0.139399344,0.265923879,0.255566695,0.189785535,0.618160415,0.077484834,2
19769,0.062988107,0.160791892,0.309152679,0.188511185,0.875813112,0.071821493,2
12390,0.071252066,0.173904045,0.249297639,0.088872543,0.803569271,0.036747285,2
18736,0.061113115,0.127386963,0.321956928,0.047355941,0.905919165,0.012938494,2
27431,0.111399535,0.248049977,0.131240521,0.035776964,0.672268749,0.009445502,2
15681,0.06471948,0.158417121,0.290932954,0.042528358,0.768338685,0.011412512,1
26404,0.08521623,0.172074168,0.315994329,0.178848363,0.881225359,0.066638193,2
21877,0.124662477,0.213242329,0.389057684,0.293020502,0.767346732,0.134754248,1
24528,0.12677312,0.207682057,0.283700963,0.185153411,0.82072515,0.069892149,2
27294,0.061589834,0.153723057,0.301797247,0.141267717,0.949378645,0.048672635,2
12714,0.291052626,0.38159683,0.473683356,0.529480345,0.475290594,0.346635467,2
7050,0.105740017,0.205135862,0.277022438,0.176934137,0.78450016,0.065674263,1
4425,0.110531602,0.219988487,0.244542869,0.062204127,0.713563965,0.021062396,2
10648,0.045174215,0.134849958,0.306774765,0.157314604,0.941066295,0.056018762,1
9394,0.114208141,0.218292307,0.195572358,0.109393853,0.785070193,0.034950195,1
23379,0.060139495,0.163640652,0.326966326,0.170262188,0.870064257,0.062318898,2
28536,0.086738394,0.199742362,0.209769194,0.116889122,0.786549781,0.038192231,2
25562,0.046818279,0.121313011,0.398962236,0.141680548,0.959352182,0.048756501,1
6678,0.16517401,0.280334712,0.20514525,0.155473755,0.713817332,0.055151484,1
10641,0.078968997,0.172075022,0.280645938,0.028931593,0.760944999,0.007462711,2
19528,0.164412476,0.24547722,0.271779078,0.163348539,0.738321127,0.060258009,2
5843,0.196346222,0.274644057,0.338913806,0.310744946,0.681101434,0.147122474,1
28653,0.107508813,0.199495106,0.404593455,0.351597691,0.749815178,0.177664983,2
10514,0.055483138,0.155082269,0.308309444,0.052046123,0.756668276,0.014339959,1
5942,0.079451391,0.163139217,0.279559882,0.11487848,0.870534895,0.037188704,1
18480,0.09237537,0.198168282,0.19412881,0.023848531,0.780864431,0.006054884,1
29388,0.212713369,0.33039821,0.192725423,0.120427973,0.534630234,0.039503087,1
3766,0.074895997,0.190321007,0.240872604,0.031327803,0.731876052,0.00813088,1
4908,0.172386171,0.295460594,0.170277384,0.087473313,0.614028686,0.026492737,1
6569,0.054386242,0.149661432,0.236761524,0.012780705,0.864723614,0.003131649,2
1328,0.085751728,0.214993284,0.214337004,0.053636955,0.728449382,0.014846456,1
17952,0.042841447,0.119660122,0.29344796,0.016214328,0.904329783,0.004179269,2
20874,0.113314568,0.232113786,0.231335883,0.03157503,0.678951238,0.008202116,1
5116,0.056487999,0.143943857,0.302847672,0.149631499,0.911463785,0.052403778,2
7561,0.099584126,0.207385833,0.249440173,0.072491614,0.728696161,0.021258821,2
18754,0.06731733,0.152394303,0.244485226,0.04694983,0.887544822,0.012749171,2
11475,0.037760648,0.107143563,0.356439074,0.033050958,0.893463344,0.008769894,2
883,0.044695324,0.132564051,0.333078036,0.012757723,0.876222942,0.003129234,1
16655,0.0505564,0.139213657,0.258633661,0.019624339,0.854702388,0.004965573,2
24493,0.118416441,0.245986388,0.152458849,0.154157375,0.794448335,0.054709904,2
18959,0.059805428,0.143693208,0.280681222,0.151265321,0.92592191,0.05319226,2
19185,0.122758102,0.216120687,0.284398141,0.223262637,0.810756268,0.090773566,1
13700,0.187945721,0.283890597,0.43421042,0.453507704,0.660179938,0.2641703,1
29927,0.081648353,0.198387715,0.207787565,0.035057051,0.70552049,0.009322034,2
15478,0.159273207,0.305202795,0.234718625,0.238203153,0.737737198,0.099570661,1
4595,0.110809242,0.238435241,0.176085321,0.051002365,0.653464954,0.01406168,2
23308,0.200775209,0.275041919,0.277935025,0.105243171,0.73793987,0.033298242,1
17254,0.073660119,0.189691903,0.193753922,0.031740991,0.835593728,0.008255722,2
2015,0.035840542,0.118991942,0.323177383,0.015559516,0.895459408,0.003841175,2
17379,0.068972629,0.126812317,0.625984179,0.614370204,0.808453244,0.433369846,1
2362,0.09664674,0.161245353,0.419110774,0.174566669,0.904998135,0.064466166,1
4407,0.128299317,0.246874345,0.21622583,0.051769535,0.693464539,0.01425545,1
19967,0.06807836,0.133294874,0.351218656,0.044202876,0.889477366,0.01191489,2
5924,0.070265446,0.167721645,0.285016571,0.016073354,0.854694363,0.003974637,1
28076,0.066182161,0.158916808,0.280629498,0.189878371,0.885878698,0.072369861,2
4035,0.079385926,0.163238904,0.294714199,0.230961716,0.887377532,0.095267763,2
23573,0.087695803,0.169441917,0.349398794,0.1804346,0.902748679,0.067445859,1
2448,0.096224157,0.174397453,0.328866818,0.164549404,0.899156691,0.059524546,2
28555,0.207230713,0.339020603,0.245925526,0.243911195,0.626422697,0.106395986,2
4673,0.035286579,0.119755596,0.266035132,0.015973791,0.903854247,0.004102693,2
3587,0.301204191,0.413348707,0.332087426,0.365011542,0.50388327,0.194592329,2
8416,0.036370735,0.116980154,0.295392548,0.082338515,0.910964483,0.025449051,2
9129,0.111713188,0.224119654,0.231828956,0.084190027,0.662433413,0.025280526,1
23033,0.036478093,0.124601101,0.336515852,0.043435776,0.897468535,0.011688538,1
16246,0.126050537,0.250126556,0.188602237,0.082371578,0.742008425,0.025694778,2
10919,0.069620468,0.172862628,0.269593714,0.115210023,0.816605585,0.043341777,2
10922,0.099939075,0.1976609,0.251965101,0.205236595,0.839002237,0.080903157,2
10663,0.149007653,0.288725709,0.207829052,0.123551373,0.56950943,0.063583591,2
6249,0.076488669,0.185360266,0.240918881,0.025387173,0.779099003,0.006474863,2
559,0.094591285,0.218400335,0.226167057,0.069720375,0.750053072,0.020160035,1
22115,0.20959709,0.331972697,0.251089484,0.2076133,0.605225513,0.107621244,2
20084,0.127574356,0.244081388,0.404239244,0.418149445,0.717364911,0.232280061,1
21770,0.135557992,0.235262091,0.232612205,0.189321971,0.808987026,0.072059729,2
21583,0.048045228,0.15228749,0.254702306,0.074378829,0.835494913,0.021839339,2
28446,0.022278565,0.087613161,0.354010269,0.060306616,0.908633936,0.016998855,1
8267,0.151291412,0.263251303,0.273655015,0.223395824,0.664821995,0.090850554,1
19981,0.081310715,0.193222282,0.244115136,0.014109388,0.72643162,0.0034737,1
29812,0.0217025,0.092611264,0.416862728,0.058671621,0.899651246,0.01671879,2
9800,0.156135072,0.190826104,0.581673658,0.579439929,0.779360281,0.393272873,1
1363,0.053208666,0.148518993,0.285206333,0.025647033,0.835960534,0.006561276,2
11267,0.070868572,0.172504003,0.235266287,0.027508674,0.828198928,0.007839328,2
22067,0.080220699,0.199269244,0.23771485,0.055974209,0.695756512,0.015596163,2
23917,0.085788574,0.215389995,0.195119038,0.074556562,0.775843403,0.023012228,2
9733,0.106280835,0.203219196,0.244273837,0.148034698,0.854043513,0.051681981,2
16364,0.040462096,0.118179089,0.38843781,0.052424355,0.863544484,0.0145343,2
28977,0.040632747,0.138554972,0.28857884,0.047939653,0.850073835,0.013078149,2
6159,0.092720472,0.210809456,0.217215675,0.022717566,0.688385424,0.00574654,2
16546,0.112022878,0.219575032,0.250129602,0.177345351,0.835893425,0.065870092,1
15854,0.141355849,0.262614769,0.240094535,0.197398429,0.728664535,0.077221743,2
15546,0.108832046,0.209305642,0.245282824,0.170597958,0.845164198,0.062485098,1
7675,0.076535796,0.20939614,0.186662469,0.035152253,0.817984326,0.009224423,1
28440,0.089549445,0.201625456,0.258071009,0.170814338,0.739486829,0.062603181,2
29785,0.216198206,0.327998147,0.265080892,0.208656427,0.539420486,0.082515058,1
2406,0.17831167,0.25854356,0.27175531,0.180192761,0.724149749,0.067339698,2
4364,0.058152151,0.170271903,0.241411469,0.018621935,0.776284969,0.004645273,1
18677,0.251063855,0.313992939,0.316924035,0.288015678,0.66057523,0.131772793,2
10466,0.117605853,0.210435819,0.198489502,0.061488409,0.771794517,0.017401312,2
25335,0.123207953,0.22957229,0.166842829,0.084095015,0.782834294,0.025244184,2
26499,0.217723186,0.289327804,0.285479233,0.191744085,0.696155265,0.095302275,2
24518,0.07830541,0.178065096,0.31430052,0.176299952,0.87735547,0.065401529,2
20684,0.093035379,0.194790609,0.243589989,0.048686467,0.812645751,0.013288302,1
18274,0.121495136,0.220447958,0.419136725,0.330137548,0.653394748,0.161189526,1
3352,0.107707852,0.208285101,0.240913129,0.106291551,0.766276451,0.033711131,2
27722,0.154596432,0.251011597,0.307124684,0.224173039,0.662998158,0.094780568,2
204,0.120002244,0.209049734,0.245576677,0.127437945,0.806397468,0.042478678,1
12658,0.094175384,0.210137734,0.19696354,0.147013726,0.883559329,0.051290524,2
23120,0.027534991,0.101005996,0.394076266,0.013656966,0.904149181,0.003357586,2
27738,0.127006622,0.183925591,0.460278494,0.436657245,0.803716762,0.248728174,1
26955,0.149341095,0.230116252,0.2995665,0.197699483,0.819948263,0.076513127,2
10517,0.068693393,0.129000955,0.431974581,0.170692645,0.954084541,0.062532666,1
23898,0.100986441,0.100832128,0.851610963,0.878726815,0.598745071,0.80442725,2
14653,0.096445796,0.199395275,0.236938685,0.019118016,0.771383697,0.004781867,1
12516,0.046314008,0.146649482,0.336257658,0.144454151,0.86368158,0.050019917,1
17348,0.053374867,0.150876039,0.256416846,0.045138336,0.824605854,0.012198591,2
25686,0.104531431,0.190295301,0.356233082,0.159385822,0.899363409,0.057011326,1
