,'Contrast Feature','Dissimilarity Feature','Homogeneity Feature','Energy Feature','Correlation Feature','ASM Feature','Mean Feature','Variance Feature','Standard Deviation Feature','RMS Feature',diagnostic
1669,0.032513,0.087097,0.885481,0.367905,0.96074,0.205671,0.267113,0.089313,0.298144,0.598522,3
2185,0.052739,0.117705,0.851335,0.507331,0.7549,0.333045,0.012864,0.000358,0.017951,0.246282,1
794,0.018015,0.051723,0.931077,0.428796,0.962486,0.257944,0.230121,0.063904,0.252037,0.509286,1
293,0.012323,0.035713,0.952326,0.596192,0.904156,0.428323,0.142066,0.039275,0.197369,0.440833,3
557,0.11074,0.241332,0.697818,0.291174,0.836942,0.147317,0.031852,0.000816,0.0276,0.357907,1
1131,0.048388,0.123092,0.840056,0.471342,0.85706,0.297653,0.018956,0.000651,0.024548,0.28349,3
2020,0.038016,0.103273,0.863891,0.378046,0.929841,0.214091,0.17961,0.037445,0.192692,0.593344,3
1516,0.019891,0.056993,0.924085,0.458939,0.932283,0.285716,0.338451,0.132349,0.363155,0.64546,5
671,0.039435,0.111144,0.852431,0.55397,0.815135,0.381701,0.005814,7.2e-05,0.007521,0.150256,5
22,0.03209,0.090896,0.879198,0.387574,0.921923,0.222069,0.019289,0.000455,0.020372,0.340088,4
863,0.09765,0.205614,0.744555,0.155965,0.96995,0.064023,0.229152,0.025969,0.1603,0.744022,1
1827,0.082623,0.198823,0.744897,0.28811,0.938179,0.145107,0.046433,0.00166,0.039787,0.345843,6
2276,0.058122,0.151976,0.801243,0.193418,0.978761,0.084488,0.004168,1.7e-05,0.003229,0.065413,1
592,0.150455,0.307081,0.622298,0.297748,0.741082,0.152379,0.090453,0.008099,0.089079,0.517057,1
2245,0.050533,0.122956,0.841554,0.268397,0.960021,0.131343,0.088564,0.006865,0.081931,0.42357,2
261,0.031187,0.077495,0.899584,0.301849,0.967137,0.15478,0.14564,0.020988,0.144007,0.449346,3
1164,0.080048,0.212149,0.721877,0.373917,0.834699,0.210828,0.007009,4.8e-05,0.005964,0.120465,3
1889,0.0,0.0,1.0,0.883504,0.983255,0.811703,0.011211,0.00058,0.023106,0.238165,5
53,0.064236,0.176638,0.766645,0.474024,0.803013,0.300409,0.078353,0.00767,0.08666,0.498051,6
1405,0.107165,0.233487,0.70692,0.237501,0.890669,0.111288,0.034799,0.00087,0.028521,0.413452,5
1963,0.014853,0.04284,0.942863,0.541851,0.909347,0.368731,0.372928,0.176613,0.419666,0.581288,1
2128,0.031266,0.08586,0.886589,0.477222,0.928589,0.303222,0.055516,0.004507,0.066192,0.364498,3
1452,0.222312,0.368129,0.574304,0.321542,0.682731,0.169486,0.070421,0.004827,0.068543,0.49726,5
1767,0.111716,0.277397,0.641531,0.160716,0.931401,0.066704,0.017098,0.000155,0.011507,0.23514,3
348,0.037092,0.079033,0.901412,0.704665,0.905865,0.559582,0.076183,0.014844,0.120948,0.327295,4
2205,0.060102,0.158772,0.791991,0.335818,0.897455,0.180336,0.005559,3.3e-05,0.004842,0.097687,3
1417,0.08305,0.198194,0.745959,0.185828,0.96502,0.080236,0.009584,6.3e-05,0.007013,0.142621,3
846,0.053815,0.098612,0.882315,0.799327,0.924133,0.687467,0.083458,0.016505,0.127592,0.372483,5
1190,0.089864,0.218908,0.718281,0.203735,0.950286,0.09053,0.165882,0.015631,0.12414,0.692666,1
1282,0.049671,0.115994,0.851674,0.631545,0.960239,0.469347,0.039332,0.00442,0.065542,0.297742,5
2156,0.05149,0.142523,0.811461,0.429966,0.877902,0.259064,0.003878,4.6e-05,0.005822,0.115959,1
1492,0.059631,0.130161,0.836895,0.435509,0.920316,0.264024,0.049253,0.004004,0.062335,0.325322,1
2153,0.025862,0.073533,0.902201,0.419179,0.925672,0.249358,0.140602,0.026429,0.161724,0.46456,1
1166,0.027934,0.077898,0.896792,0.432404,0.928202,0.26124,0.079713,0.007967,0.088342,0.409395,1
1685,0.309619,0.438349,0.520531,0.363702,0.725513,0.202348,0.022477,0.000631,0.024148,0.272974,1
877,0.069788,0.180191,0.765051,0.271285,0.911195,0.133401,0.022937,0.000458,0.020441,0.383709,3
995,0.036136,0.101218,0.865772,0.374524,0.986756,0.211101,0.112541,0.008435,0.090929,0.618767,6
1984,0.036471,0.091064,0.882105,0.329216,0.961739,0.17515,0.015455,0.000279,0.01574,0.316382,1
1191,0.031417,0.084056,0.889568,0.603657,0.796442,0.436907,0.101365,0.020562,0.142528,0.379755,3
1347,0.074973,0.160875,0.798963,0.366167,0.878792,0.204383,0.053271,0.0033,0.056497,0.396522,3
344,0.028388,0.080527,0.892948,0.559059,0.886825,0.387156,0.061875,0.003241,0.05598,0.388362,5
675,0.028676,0.069682,0.910115,0.646458,0.799714,0.487113,0.080803,0.018527,0.13524,0.333035,3
805,0.081205,0.201652,0.739327,0.221618,0.943447,0.101277,0.018861,0.000287,0.015984,0.32317,1
191,0.048776,0.124332,0.838339,0.271733,0.976395,0.133658,0.007318,6e-05,0.006825,0.137423,1
497,0.047436,0.129537,0.829107,0.373343,0.891905,0.21015,0.062484,0.004612,0.066971,0.393383,4
673,0.042368,0.117928,0.843809,0.768282,0.892381,0.64443,0.015072,0.000887,0.028808,0.204864,5
1393,0.014446,0.040266,0.946657,0.582286,0.937345,0.412674,0.069913,0.009405,0.096067,0.347236,5
1894,0.064797,0.167894,0.78087,0.421015,0.811083,0.25112,0.006544,8.8e-05,0.008405,0.167967,1
1974,0.043568,0.122892,0.83681,0.25925,0.961459,0.125258,0.044771,0.001553,0.038445,0.399765,2
1431,0.540004,0.668363,0.303508,0.188841,0.412212,0.08226,0.014412,0.000133,0.010566,0.21492,1
1064,0.188463,0.370743,0.54863,0.212504,0.814131,0.095875,0.020383,0.000318,0.016859,0.310034,5
239,0.029675,0.083415,0.889305,0.475666,0.88732,0.301716,0.088982,0.01433,0.118819,0.38792,1
670,0.049857,0.140648,0.813229,0.445269,0.816343,0.273028,0.099105,0.007032,0.082935,0.515751,1
2211,0.030433,0.082369,0.891499,0.25276,0.98237,0.120917,0.038201,0.001112,0.032377,0.491824,3
87,0.035007,0.095954,0.873303,0.365713,0.95117,0.203892,0.016944,0.000333,0.017271,0.263402,3
1469,0.235851,0.422503,0.499548,0.227216,0.783771,0.104847,0.049819,0.001654,0.039708,0.424069,1
245,0.033111,0.093739,0.875434,0.381431,0.931806,0.216917,0.033698,0.001114,0.03241,0.396152,3
2112,0.027608,0.078488,0.895614,0.565524,0.873164,0.394218,0.075588,0.006873,0.081979,0.367102,5
685,0.045288,0.118841,0.844525,0.338979,0.921697,0.182675,0.204276,0.037113,0.19183,0.672799,3
1688,0.021522,0.061535,0.918068,0.453295,0.941688,0.280431,0.021948,0.000543,0.022339,0.365813,1
2058,0.045842,0.128663,0.829314,0.265428,0.95668,0.129386,0.048913,0.001458,0.037215,0.490516,3
1948,0.077949,0.198004,0.742529,0.362762,0.80239,0.201606,0.17763,0.034739,0.185562,0.553296,1
1708,0.197112,0.421161,0.476027,0.220983,0.7375,0.101004,0.001487,6e-06,0.001593,0.031796,1
753,0.142245,0.270989,0.673534,0.336128,0.774406,0.180583,0.063544,0.004173,0.063656,0.390413,1
1914,0.092097,0.181043,0.779698,0.262586,0.948525,0.127452,0.070553,0.003811,0.060791,0.433189,1
2068,0.050494,0.129502,0.831414,0.257752,0.959676,0.124278,0.039634,0.00122,0.033967,0.381295,3
663,0.077914,0.206256,0.729665,0.397196,0.78035,0.230435,0.021422,0.000647,0.024476,0.302314,3
1713,0.045892,0.120581,0.842144,0.358718,0.937357,0.198228,0.048326,0.00266,0.050621,0.405879,2
1257,0.4202,0.700945,0.191902,0.111452,0.535088,0.042308,0.002171,4e-06,0.001329,0.027216,4
680,0.04092,0.108914,0.857082,0.358573,0.932343,0.198111,0.009697,9.1e-05,0.008588,0.173282,1
43,0.018502,0.053092,0.92926,0.46748,0.990052,0.293823,0.084861,0.00555,0.073568,0.461425,5
376,0.096487,0.235413,0.69699,0.205438,0.94642,0.091509,0.058246,0.00227,0.046691,0.427972,3
1990,0.071955,0.195496,0.74236,0.478372,0.669097,0.30437,0.073015,0.007714,0.086913,0.466925,4
58,0.045099,0.125918,0.833135,0.570188,0.936128,0.3994,0.11029,0.019571,0.139027,0.444192,5
325,0.018586,0.053265,0.929048,0.370372,0.96562,0.207664,0.070009,0.004404,0.065425,0.401431,1
251,0.02553,0.072824,0.903082,0.620845,0.792411,0.456685,0.158978,0.039739,0.198537,0.479988,1
737,0.532401,0.750499,0.184664,0.026348,0.793812,0.008457,0.006939,1.3e-05,0.002776,0.05938,5
1244,0.032643,0.09175,0.878247,0.254538,0.980974,0.122086,0.049763,0.001865,0.04223,0.48625,1
1293,0.025074,0.071558,0.904757,0.33787,0.971798,0.181773,0.187702,0.020293,0.141588,0.621105,6
836,0.176833,0.364653,0.550608,0.253108,0.71071,0.121495,0.015972,0.000218,0.013787,0.278545,1
1633,0.0583,0.14491,0.812566,0.357503,0.943541,0.197337,0.021871,0.000586,0.023248,0.302846,1
1924,0.078501,0.196721,0.745236,0.24007,0.936216,0.112811,0.032132,0.000755,0.02651,0.441742,2
1780,0.070813,0.172974,0.777352,0.320053,0.906445,0.16827,0.013548,0.000239,0.014505,0.291166,1
200,0.194841,0.313183,0.640765,0.278048,0.782286,0.13809,0.012717,0.000124,0.010156,0.205774,5
1421,0.063628,0.150936,0.806644,0.243592,0.954259,0.115001,0.148141,0.016987,0.129455,0.574653,1
481,0.040666,0.111369,0.85299,0.543695,0.947222,0.3707,0.01548,0.000487,0.0211,0.273351,5
800,0.090418,0.242318,0.681583,0.240809,0.884253,0.113336,0.003872,1.9e-05,0.003503,0.070524,2
238,0.063349,0.15778,0.795825,0.230928,0.959891,0.106996,0.028481,0.000648,0.024496,0.348823,1
199,0.034493,0.097365,0.87068,0.405052,0.904112,0.23703,0.226931,0.073269,0.269945,0.554243,3
155,0.024236,0.069072,0.908092,0.513328,0.881729,0.339067,0.078432,0.008595,0.091797,0.370237,3
275,0.121955,0.272264,0.656543,0.191784,0.900051,0.083678,0.004206,1.7e-05,0.003241,0.065674,1
2243,0.075606,0.197632,0.741668,0.267353,0.910129,0.130806,0.024912,0.000405,0.019166,0.389072,1
25,0.024759,0.066078,0.913139,0.497453,0.929004,0.323116,0.020486,0.00091,0.029203,0.28772,1
1341,0.07289,0.178445,0.769973,0.358031,0.87257,0.197728,0.145643,0.023052,0.150973,0.607022,3
817,0.082219,0.213919,0.720612,0.264657,0.902081,0.128947,0.036539,0.000949,0.029833,0.410134,3
472,0.066195,0.175223,0.770348,0.483839,0.872972,0.30984,0.01463,0.000421,0.01956,0.199673,4
640,0.023427,0.064458,0.914824,0.649326,0.814233,0.490559,0.15424,0.059387,0.242929,0.384563,3
1478,0.03262,0.089302,0.882092,0.331849,0.965985,0.177151,0.032609,0.000875,0.028608,0.429677,1
705,0.028174,0.075299,0.901062,0.4414,0.939181,0.269459,0.067601,0.003874,0.061302,0.397204,5
171,0.088916,0.234593,0.692732,0.275661,0.853479,0.136523,0.02526,0.00056,0.022694,0.308155,1
940,0.041553,0.117033,0.844639,0.361769,0.922754,0.200799,0.008126,0.000102,0.009155,0.183464,1
1890,0.086073,0.223754,0.707836,0.394496,0.799919,0.228306,0.006596,4.6e-05,0.005875,0.118464,1
1572,0.044242,0.117925,0.845173,0.356035,0.916724,0.196139,0.144515,0.02254,0.149276,0.55688,4
174,0.042507,0.119665,0.841155,0.194952,0.984018,0.085368,0.050433,0.001444,0.037041,0.44029,1
218,0.054277,0.135457,0.824663,0.284436,0.955817,0.142421,0.026893,0.000735,0.026134,0.3348,4
41,0.071495,0.186842,0.755799,0.353791,0.84893,0.194366,0.02357,0.000514,0.021702,0.27209,1
1095,0.064524,0.177661,0.76523,0.450543,0.753557,0.278164,0.010684,0.000193,0.012938,0.258982,3
517,0.072271,0.179247,0.768211,0.452072,0.741909,0.279513,0.041101,0.002339,0.047411,0.35036,1
638,0.070326,0.148094,0.815851,0.304135,0.918536,0.156515,0.062857,0.003613,0.05916,0.427615,3
36,0.199948,0.437262,0.452205,0.22541,0.722485,0.103798,0.001544,5e-06,0.001358,0.027266,4
509,0.024317,0.069268,0.90784,0.499884,0.8901,0.325523,0.021409,0.000686,0.025221,0.279849,3
1171,0.056559,0.156511,0.792965,0.363746,0.876446,0.202309,0.103113,0.011899,0.108185,0.496228,1
812,0.025297,0.071421,0.905133,0.47124,0.93286,0.297446,0.022289,0.000429,0.01975,0.260046,1
1534,0.1873,0.388507,0.520102,0.282767,0.56062,0.141733,0.013816,0.000168,0.011988,0.24213,1
2222,0.034959,0.09723,0.871252,0.44617,0.959069,0.273897,0.018675,0.000587,0.023261,0.281524,2
1332,0.034501,0.096919,0.871405,0.388852,0.945825,0.22309,0.021871,0.000654,0.024599,0.324461,2
133,0.068556,0.185106,0.75637,0.247506,0.934522,0.117588,0.011211,9.9e-05,0.008995,0.182198,3
1030,0.020745,0.059395,0.920897,0.823548,0.640592,0.722254,0.181333,0.068865,0.261675,0.488948,3
1786,0.052149,0.139741,0.816377,0.225316,0.983471,0.103516,0.032132,0.000705,0.025583,0.376528,3
2237,0.065046,0.179367,0.762903,0.307622,0.908727,0.159125,0.030531,0.000703,0.025549,0.385142,1
110,0.043411,0.085891,0.89446,0.434038,0.931741,0.26272,0.110965,0.019509,0.138804,0.424679,2
39,0.020257,0.057981,0.922785,0.537401,0.899468,0.36401,0.082866,0.011664,0.107102,0.381148,1
202,0.019136,0.054858,0.926922,0.52225,0.909563,0.348226,0.228199,0.054155,0.231936,0.553017,1
1557,0.048601,0.130247,0.828835,0.398136,0.881667,0.231043,0.012236,0.000207,0.013427,0.269354,3
1195,0.034186,0.091004,0.880526,0.248649,0.980763,0.11824,0.079346,0.005079,0.070332,0.448275,1
687,0.042922,0.114827,0.849163,0.303502,0.945885,0.156056,0.084542,0.005676,0.074407,0.399703,1
1146,0.029539,0.084087,0.888139,0.369332,0.939305,0.20683,0.175012,0.016763,0.128594,0.591002,1
1801,0.062129,0.168715,0.777678,0.210374,0.956307,0.094555,0.157689,0.012873,0.112564,0.652002,3
1874,0.176788,0.329206,0.604841,0.354147,0.63199,0.194799,0.196491,0.041172,0.202104,0.586704,3
885,0.051337,0.139009,0.816932,0.476307,0.878542,0.302399,0.04767,0.003786,0.060588,0.339734,1
1141,0.08396,0.210445,0.727193,0.333496,0.866588,0.178519,0.068263,0.004751,0.067991,0.438223,1
100,0.009807,0.028229,0.962364,0.297472,0.995806,0.151613,0.281538,0.052273,0.227852,0.544715,3
1209,0.018812,0.053962,0.928106,0.666065,0.847084,0.510991,0.274279,0.095315,0.308032,0.5736,1
1597,0.045326,0.125685,0.833674,0.314123,0.940204,0.163852,0.241683,0.047163,0.216379,0.640152,3
375,0.247656,0.395198,0.54956,0.152608,0.886605,0.06233,0.010541,6.2e-05,0.00694,0.141937,2
194,0.084411,0.205744,0.735112,0.259058,0.90076,0.125184,0.014913,0.000197,0.013069,0.263888,2
905,0.064483,0.143137,0.819834,0.683641,0.469219,0.532919,0.00602,0.000155,0.01149,0.174117,1
1854,0.049325,0.138454,0.816326,0.408669,0.860186,0.240385,0.036488,0.001624,0.039335,0.385855,1
1338,0.022085,0.061766,0.918109,0.378465,0.963125,0.214353,0.431457,0.214001,0.462059,0.676976,6
1158,0.108125,0.266654,0.655747,0.238722,0.868017,0.112056,0.007087,4.9e-05,0.006093,0.123026,3
740,0.022431,0.058593,0.923418,0.430962,0.965021,0.259921,0.062302,0.003196,0.055589,0.480409,6
2277,0.210886,0.401076,0.515306,0.171918,0.843956,0.072693,0.002464,8e-06,0.002003,0.040435,2
1133,0.01722,0.049412,0.934164,0.565225,0.919817,0.393825,0.064594,0.005051,0.070134,0.449355,3
957,0.086835,0.186079,0.767384,0.212357,0.945063,0.09577,0.029577,0.000639,0.024301,0.399472,4
246,0.055619,0.140682,0.817229,0.348195,0.937794,0.189868,0.095933,0.009765,0.097911,0.434986,5
390,0.053877,0.14287,0.812666,0.246928,0.953978,0.117176,0.032087,0.000776,0.026897,0.366205,1
1350,0.082712,0.198615,0.745034,0.331953,0.906517,0.177364,0.056597,0.003279,0.056317,0.433482,1
736,0.093764,0.190887,0.765251,0.322715,0.87426,0.170296,0.078126,0.005939,0.076136,0.439344,3
1125,0.031484,0.089449,0.88105,0.272534,0.973965,0.134199,0.07838,0.004308,0.064697,0.483358,4
394,0.066901,0.185721,0.754139,0.269549,0.923292,0.132248,0.002106,1e-05,0.002262,0.045226,1
1996,0.064925,0.178627,0.763992,0.332398,0.890077,0.177843,0.00314,1.6e-05,0.003145,0.063086,2
1802,0.181029,0.300018,0.652776,0.406396,0.696388,0.238237,0.017435,0.000456,0.02039,0.275169,1
93,0.03846,0.104467,0.862322,0.292359,0.961343,0.148028,0.032403,0.00096,0.030017,0.396404,1
1274,0.210419,0.413027,0.497686,0.28626,0.602141,0.143897,0.024066,0.000534,0.022146,0.310127,1
1286,0.107487,0.258531,0.668082,0.428795,0.741965,0.258272,0.008617,0.000141,0.010935,0.218648,3
138,0.04374,0.122086,0.838222,0.190126,0.985207,0.082625,0.022937,0.000313,0.016737,0.340587,3
758,0.043039,0.116564,0.846489,0.335058,0.92994,0.179678,0.113692,0.013004,0.113139,0.509032,1
1007,0.054511,0.146224,0.807762,0.312603,0.948553,0.162716,0.029785,0.000782,0.026997,0.297323,5
1644,0.063983,0.167102,0.78161,0.227425,0.959661,0.104936,0.023869,0.000406,0.019189,0.324721,3
1829,0.026274,0.071357,0.905971,0.408768,0.965586,0.240186,0.091164,0.010879,0.103399,0.386308,2
1715,0.026654,0.074986,0.900478,0.570097,0.874439,0.399219,0.056361,0.005254,0.071552,0.328287,5
229,0.041276,0.105871,0.862156,0.339242,0.933836,0.182902,0.111035,0.009736,0.097764,0.480598,1
1251,0.088562,0.231808,0.696891,0.342293,0.867544,0.185476,0.005031,3.4e-05,0.00489,0.098287,1
318,0.033274,0.094338,0.874602,0.41141,0.914318,0.242529,0.028693,0.000571,0.022932,0.439102,4
2220,0.054696,0.145746,0.808688,0.271857,0.9554,0.133709,0.022676,0.000506,0.021526,0.32585,1
1112,0.044413,0.121741,0.83926,0.30084,0.968598,0.154118,0.016696,0.000288,0.015997,0.24226,3
363,0.035934,0.102024,0.864346,0.337253,0.969672,0.181296,0.174112,0.034217,0.184154,0.599414,1
686,0.048164,0.133989,0.822556,0.195534,0.980089,0.085684,0.262627,0.037299,0.192313,0.789677,5
1114,0.052396,0.140928,0.814622,0.268827,0.943438,0.131688,0.08107,0.005784,0.075124,0.449229,1
1599,0.263302,0.436731,0.493749,0.209069,0.731954,0.093716,0.025196,0.000464,0.020571,0.303144,1
47,0.10438,0.205555,0.748962,0.412456,0.733352,0.243596,0.065605,0.006501,0.079704,0.412354,3
362,0.084333,0.223699,0.70669,0.34468,0.779147,0.18732,0.029053,0.000639,0.024313,0.373928,3
679,0.013048,0.036752,0.951211,0.472564,0.973578,0.298733,0.007432,7.2e-05,0.007568,0.152019,5
2187,0.173831,0.379344,0.525085,0.257314,0.659754,0.124537,0.015583,0.000212,0.013608,0.274811,1
1127,0.063139,0.158009,0.795395,0.433752,0.813773,0.262628,0.034053,0.001745,0.040811,0.361803,1
2082,0.286262,0.470231,0.458925,0.149593,0.799967,0.060921,0.003909,1.2e-05,0.002589,0.052856,2
57,0.263099,0.42842,0.507165,0.258888,0.623113,0.125135,0.019531,0.000363,0.018087,0.26866,1
1611,0.105526,0.199876,0.757925,0.315563,0.873439,0.164953,0.027286,0.000855,0.028269,0.309985,1
127,0.067581,0.180054,0.763668,0.311409,0.915257,0.161929,0.032132,0.00102,0.030965,0.349224,3
250,0.055417,0.149668,0.803,0.359344,0.887205,0.198906,0.043728,0.001942,0.043108,0.380283,1
1203,0.000782,0.003305,0.995321,0.642522,0.971421,0.482336,0.159001,0.036003,0.188926,0.422041,5
27,0.038894,0.108925,0.855564,0.491883,0.852242,0.317714,0.047586,0.001614,0.039216,0.427968,1
926,0.128258,0.262042,0.676467,0.223939,0.911063,0.102769,0.038538,0.001118,0.03247,0.37535,1
1294,0.330205,0.539275,0.380419,0.20173,0.587246,0.089463,0.009121,6.3e-05,0.007006,0.142133,1
514,0.073895,0.19071,0.751276,0.479334,0.726826,0.305419,0.000745,7e-06,0.001826,0.035954,3
1863,0.057526,0.155817,0.794789,0.362045,0.950139,0.200932,0.012983,0.00023,0.014205,0.264529,1
843,0.03663,0.103692,0.86221,0.269838,0.980065,0.132321,0.134288,0.013934,0.117151,0.51985,1
105,0.030376,0.083436,0.889784,0.654212,0.7792,0.496524,0.062546,0.010189,0.100032,0.312393,1
2232,0.05398,0.146666,0.806695,0.419029,0.820615,0.24947,0.018988,0.000491,0.021195,0.278562,3
507,0.163056,0.31405,0.619666,0.333527,0.788232,0.178782,0.011255,0.000161,0.011743,0.235841,1
1319,0.029978,0.085321,0.8865,0.491531,0.859083,0.317236,0.090249,0.010642,0.102257,0.466037,3
1143,0.037733,0.101523,0.866462,0.361306,0.951982,0.200334,0.127411,0.017903,0.132929,0.518941,4
1862,0.026588,0.075685,0.899316,0.30492,0.980082,0.157022,0.166887,0.024727,0.156397,0.573597,1
906,0.016947,0.04583,0.939645,0.272725,0.987882,0.134281,0.037498,0.000779,0.026949,0.54891,5
528,0.062294,0.150419,0.806637,0.300989,0.92605,0.154237,0.03396,0.001087,0.032004,0.370074,1
573,0.061008,0.157227,0.794985,0.386483,0.87792,0.221079,0.062173,0.004777,0.06818,0.39865,3
1480,0.042713,0.118404,0.843307,0.451499,0.921028,0.278914,0.011367,0.000244,0.014668,0.293304,5
1468,0.031895,0.090442,0.879777,0.599367,0.786831,0.432041,0.004101,6.3e-05,0.006975,0.138774,2
617,0.042869,0.121344,0.838755,0.469418,0.810954,0.295713,0.041615,0.001919,0.042849,0.347932,1
2261,0.065577,0.180398,0.761653,0.463094,0.72769,0.289922,0.070753,0.006938,0.082369,0.442296,4
967,0.101166,0.249249,0.678508,0.252603,0.878896,0.121008,0.01944,0.000274,0.015587,0.315827,3
1115,0.405964,0.630615,0.289429,0.145183,0.575792,0.058718,0.045608,0.001026,0.031059,0.441242,3
933,0.064285,0.176437,0.767002,0.267974,0.930862,0.131179,0.006343,4.1e-05,0.005498,0.110948,3
2028,0.035014,0.099096,0.868323,0.426796,0.886824,0.256157,0.022179,0.000437,0.019944,0.402435,1
281,0.026792,0.076172,0.898693,0.547871,0.975538,0.375141,0.30084,0.153649,0.391365,0.69506,6
64,0.030453,0.086167,0.885508,0.449106,0.895985,0.276609,0.065384,0.005697,0.074547,0.353254,3
2296,0.021477,0.061255,0.918481,0.451939,0.922713,0.279209,0.01607,0.000454,0.020337,0.272734,1
1877,0.060629,0.166666,0.77983,0.566886,0.780547,0.395784,0.003632,3.7e-05,0.005134,0.102318,5
948,0.048959,0.134858,0.821768,0.311259,0.92969,0.161723,0.283194,0.072428,0.268385,0.663302,3
556,0.069679,0.155924,0.802796,0.363581,0.915033,0.202187,0.168714,0.035354,0.187205,0.54217,4
1430,0.08463,0.209025,0.730093,0.408252,0.81531,0.239888,0.028481,0.001287,0.03491,0.354033,1
2227,0.042049,0.118865,0.842091,0.361788,0.913468,0.20071,0.048168,0.00179,0.04135,0.463259,1
1821,0.012177,0.035325,0.952834,0.426123,0.968903,0.255524,0.153653,0.024925,0.157026,0.492711,1
2176,0.056443,0.14506,0.810973,0.193506,0.977082,0.084563,0.018498,0.000241,0.014567,0.295386,2
1612,0.047278,0.118292,0.846805,0.531211,0.742018,0.357594,0.097292,0.013787,0.116527,0.446881,2
1172,0.025564,0.072928,0.902942,0.42618,0.921308,0.255643,0.398507,0.087004,0.294251,0.800604,3
879,0.086256,0.205662,0.73669,0.463566,0.691278,0.290253,0.025688,0.000867,0.028486,0.298942,1
1357,0.184572,0.345422,0.58528,0.28941,0.737029,0.146095,0.054671,0.002923,0.053116,0.421613,4
1074,0.065344,0.173236,0.772846,0.389433,0.810073,0.223734,0.048168,0.001973,0.043461,0.425847,1
483,0.042497,0.103045,0.867462,0.477998,0.870682,0.304076,0.048991,0.004506,0.066192,0.345852,4
1318,0.100396,0.249345,0.677488,0.287453,0.838957,0.144583,0.075514,0.004834,0.068593,0.53009,3
849,0.054162,0.150355,0.800984,0.32032,0.958729,0.168444,0.001482,5e-06,0.001461,0.029234,5
762,0.093528,0.218911,0.720359,0.220706,0.942879,0.100666,0.307963,0.065303,0.254792,0.740408,1
696,0.030374,0.085944,0.885803,0.366424,0.959632,0.204444,0.094858,0.007878,0.087841,0.487549,1
2266,0.083451,0.213686,0.721943,0.426421,0.731376,0.256194,0.012984,0.000253,0.014929,0.253218,1
68,0.039194,0.101861,0.866951,0.362051,0.9269,0.200983,0.105587,0.013935,0.117158,0.447484,3
1665,0.038925,0.098728,0.871616,0.570762,0.864535,0.399998,0.012952,0.00038,0.018522,0.187445,5
1623,0.406262,0.647461,0.26549,0.109286,0.741332,0.041359,0.005637,1.6e-05,0.003152,0.065137,1
725,0.027729,0.067806,0.912376,0.223442,0.997276,0.102287,0.177734,0.019705,0.139506,0.636137,3
1710,0.011746,0.034115,0.954439,0.53221,0.926939,0.358555,0.561682,0.33432,0.577777,0.694766,4
946,0.007274,0.02151,0.971175,0.525165,0.963572,0.351227,0.452225,0.247766,0.497254,0.669039,5
1522,0.045863,0.128786,0.829138,0.35442,0.912987,0.19486,0.036488,0.001347,0.035737,0.385817,1
1157,0.044391,0.118079,0.845015,0.425973,0.886003,0.255448,0.021199,0.000539,0.022246,0.333464,3
1763,0.018994,0.05326,0.929357,0.462124,0.955659,0.288747,0.161375,0.026656,0.162422,0.561289,1
1267,0.119523,0.288814,0.629167,0.300363,0.735499,0.154313,0.005163,3.9e-05,0.005315,0.106654,3
1792,0.01852,0.052959,0.929486,0.398379,0.994489,0.231164,0.005261,4.4e-05,0.00572,0.114634,5
1706,0.035897,0.099309,0.868638,0.313038,0.960619,0.163,0.123561,0.014091,0.117814,0.515623,1
567,0.00813,0.023708,0.968314,0.637766,0.949436,0.476645,0.029963,0.001378,0.036165,0.221693,5
1136,0.070003,0.192441,0.745783,0.388444,0.778408,0.223108,0.00727,6.2e-05,0.00695,0.139836,3
822,0.103415,0.213277,0.734702,0.313338,0.88508,0.16335,0.07764,0.006367,0.078869,0.458115,3
59,0.01428,0.041235,0.944991,0.682896,0.836872,0.531901,0.148865,0.052883,0.229185,0.439817,1
1533,0.019762,0.055692,0.926059,0.315389,0.988883,0.164716,0.049153,0.00234,0.047423,0.45483,1
391,0.189179,0.358758,0.56792,0.293979,0.693158,0.14933,0.020417,0.000457,0.020399,0.258365,1
482,0.091831,0.22442,0.710878,0.476801,0.618267,0.303131,0.033484,0.001295,0.03502,0.290145,3
1180,0.019638,0.055802,0.925792,0.368655,0.965055,0.206275,0.270505,0.081682,0.285078,0.62415,1
1636,0.038937,0.102001,0.866515,0.282302,0.986381,0.140893,0.012424,0.000157,0.011555,0.232817,1
1906,0.04475,0.121407,0.840014,0.295942,0.970733,0.150546,0.050825,0.002313,0.047139,0.445316,1
910,0.065681,0.168607,0.780454,0.203096,0.963371,0.090183,0.17033,0.016424,0.127274,0.632531,3
1818,0.078931,0.211031,0.722829,0.262158,0.897236,0.127269,0.022937,0.000441,0.020028,0.326215,2
1396,0.024009,0.068431,0.908943,0.469183,0.945429,0.29549,0.0327,0.001038,0.031246,0.396863,1
1052,0.032289,0.091743,0.877998,0.420549,0.923133,0.250574,0.194095,0.050262,0.223407,0.542979,1
1292,0.118639,0.263507,0.667746,0.311951,0.789964,0.162241,0.014604,0.000208,0.013457,0.271265,1
2274,0.028666,0.073602,0.904084,0.290498,0.980352,0.146678,0.118715,0.013395,0.114846,0.472437,3
51,0.019383,0.054378,0.927867,0.49706,0.943576,0.322687,0.28525,0.105357,0.323904,0.658549,1
