,'Contrast Feature','Dissimilarity Feature','Homogeneity Feature','Energy Feature','Correlation Feature','ASM Feature','Mean Feature','Variance Feature','Standard Deviation Feature','RMS Feature',diagnostic
2029,0.076802,0.191978,0.751215,0.245718,0.937457,0.116367,0.126807,0.012612,0.111406,0.626981,6
2288,0.035093,0.098713,0.868991,0.315146,0.954905,0.164596,0.073752,0.005153,0.070849,0.474011,3
890,0.094941,0.220207,0.719733,0.376559,0.766544,0.213013,0.019324,0.000334,0.01731,0.3493,1
2193,0.032491,0.084948,0.888954,0.233609,0.989775,0.108634,0.008617,6.7e-05,0.007233,0.146205,1
2296,0.021477,0.061255,0.918481,0.451939,0.922713,0.279209,0.01607,0.000454,0.020337,0.272734,1
1961,0.159309,0.281688,0.667482,0.214545,0.86486,0.096957,0.164979,0.016305,0.126809,0.673016,3
1946,0.043111,0.111667,0.854228,0.395361,0.922063,0.228655,0.026194,0.000937,0.029638,0.348691,5
910,0.065681,0.168607,0.780454,0.203096,0.963371,0.090183,0.17033,0.016424,0.127274,0.632531,3
461,0.111299,0.195012,0.767465,0.30881,0.893879,0.160001,0.11461,0.011957,0.108449,0.509429,1
204,0.069255,0.166035,0.787045,0.355824,0.877285,0.196044,0.061617,0.004222,0.064033,0.349757,1
1785,0.013114,0.037901,0.94943,0.633135,0.907459,0.471152,0.077265,0.007214,0.084014,0.422012,5
453,0.040534,0.109972,0.85509,0.422012,0.928234,0.251855,0.110951,0.014762,0.120611,0.5239,3
2140,0.347663,0.500915,0.449485,0.257467,0.575297,0.124208,0.060572,0.002771,0.05169,0.457401,1
1364,0.068559,0.186767,0.753738,0.294749,0.911618,0.149882,0.020989,0.00033,0.017203,0.348289,1
179,0.0088,0.025344,0.966207,0.615813,0.982621,0.450816,0.006136,7.9e-05,0.007915,0.158134,5
510,0.062987,0.165064,0.784129,0.390886,0.855356,0.224961,0.048168,0.001983,0.04357,0.409883,3
1711,0.121418,0.268543,0.662424,0.141315,0.962763,0.05661,0.007452,2.8e-05,0.004373,0.090077,1
1374,0.07339,0.196101,0.742329,0.373699,0.794792,0.210561,0.008503,6.6e-05,0.007161,0.144732,1
1732,0.136346,0.293875,0.633242,0.334599,0.769323,0.179505,0.004862,4.1e-05,0.005441,0.108969,4
1541,0.021425,0.061304,0.918364,0.667052,0.791529,0.512189,0.493556,0.362254,0.601473,0.560004,5
470,0.023944,0.066406,0.912118,0.322867,0.968978,0.170343,0.30944,0.090323,0.299829,0.634972,3
2291,0.211816,0.420819,0.486162,0.284658,0.524018,0.142839,0.004545,2.6e-05,0.004218,0.084877,1
88,0.03828,0.108501,0.855783,0.362995,0.95788,0.201671,0.079696,0.00553,0.073431,0.50952,2
1108,0.024607,0.067865,0.910254,0.220749,0.989558,0.100645,0.076403,0.003683,0.059747,0.479016,1
1518,0.120608,0.29408,0.621613,0.172479,0.927985,0.073379,0.00764,4.5e-05,0.005811,0.117919,3
1267,0.119523,0.288814,0.629167,0.300363,0.735499,0.154313,0.005163,3.9e-05,0.005315,0.106654,3
1570,0.203849,0.381799,0.541854,0.119981,0.915989,0.046298,0.014242,9.9e-05,0.008977,0.184142,1
1900,0.086044,0.199822,0.745788,0.37422,0.834255,0.210945,0.018327,0.000448,0.020208,0.270601,1
1693,0.14091,0.305609,0.618156,0.159896,0.937814,0.066094,0.007906,3.5e-05,0.004954,0.101593,2
1272,0.069953,0.193837,0.743524,0.355403,0.862044,0.195859,0.028084,0.00072,0.025857,0.329941,4
1372,0.031399,0.088902,0.881858,0.484139,0.863331,0.310034,0.060657,0.00479,0.06827,0.381137,5
2202,0.028129,0.07892,0.895314,0.491158,0.900073,0.316859,0.025359,0.000797,0.027263,0.309022,4
921,0.057995,0.16039,0.787855,0.50868,0.701934,0.334504,0.110849,0.016751,0.128545,0.483248,1
1340,0.034858,0.097378,0.870915,0.32523,0.954595,0.172146,0.078891,0.00611,0.077238,0.460993,3
2229,0.083253,0.172707,0.786222,0.457898,0.744045,0.284854,0.037205,0.001966,0.043381,0.349571,3
243,0.321705,0.558856,0.34565,0.220434,0.575176,0.100682,0.038643,0.000982,0.030363,0.412298,5
37,0.06699,0.174188,0.772257,0.361904,0.859076,0.200999,0.005362,3e-05,0.00452,0.091281,3
1487,0.046776,0.132049,0.824624,0.549388,0.738058,0.376925,0.009167,0.000172,0.012171,0.243211,3
1189,0.068418,0.152502,0.807388,0.270485,0.929716,0.132845,0.118917,0.010997,0.103964,0.548848,1
1555,0.153194,0.258638,0.698455,0.283728,0.878312,0.142006,0.050833,0.002479,0.048833,0.360334,1
1156,0.085413,0.20778,0.732762,0.162359,0.96626,0.067448,0.091089,0.003853,0.061132,0.544624,6
295,0.019099,0.054767,0.927038,0.934232,0.662786,0.891387,0.083635,0.018355,0.134608,0.387634,1
1925,0.047119,0.1323,0.824479,0.416802,0.853669,0.247335,0.025213,0.000628,0.024086,0.341237,3
3,0.023206,0.066215,0.911873,0.321834,0.968085,0.169531,0.23894,0.06051,0.245224,0.59781,3
850,0.092169,0.207182,0.738698,0.248128,0.925892,0.117999,0.197168,0.030552,0.173957,0.629459,1
173,0.184854,0.377966,0.534853,0.182018,0.880515,0.078235,0.023246,0.000309,0.016598,0.338139,2
1949,0.02938,0.083073,0.889634,0.388574,0.941883,0.222912,0.04175,0.001965,0.043373,0.35457,1
116,0.025561,0.072896,0.902991,0.341769,0.977414,0.184804,0.19389,0.025636,0.159264,0.612003,1
1080,0.038079,0.106586,0.858681,0.371587,0.937997,0.208697,0.059318,0.003657,0.059532,0.426949,1
1738,0.046075,0.124088,0.836747,0.38389,0.892806,0.21902,0.152123,0.021267,0.144969,0.586153,3
297,0.045542,0.127371,0.83115,0.524618,0.78632,0.350757,0.056016,0.005246,0.071498,0.389085,3
638,0.070326,0.148094,0.815851,0.304135,0.918536,0.156515,0.062857,0.003613,0.05916,0.427615,3
133,0.068556,0.185106,0.75637,0.247506,0.934522,0.117588,0.011211,9.9e-05,0.008995,0.182198,3
1537,0.036676,0.098002,0.871285,0.354446,0.964247,0.194841,0.078159,0.005899,0.075872,0.440067,6
1341,0.07289,0.178445,0.769973,0.358031,0.87257,0.197728,0.145643,0.023052,0.150973,0.607022,3
387,0.040202,0.106329,0.860663,0.443275,0.889311,0.271238,0.063482,0.005979,0.076395,0.37445,4
1092,0.096183,0.217083,0.725323,0.194791,0.933405,0.085374,0.024856,0.000421,0.019555,0.396582,4
383,0.126266,0.258597,0.68114,0.145137,0.96415,0.058485,0.064362,0.001768,0.041085,0.513477,1
30,0.024712,0.07041,0.906316,0.424369,0.931317,0.254015,0.064605,0.004513,0.066237,0.405737,4
424,0.02275,0.064137,0.914841,0.400508,0.959236,0.233037,0.060796,0.003708,0.05995,0.409771,4
2016,0.088693,0.230336,0.699061,0.366458,0.727487,0.204697,0.029935,0.000844,0.028091,0.356621,3
883,0.880008,0.990918,0.026917,0.0,0.663602,0.0,0.011348,2.4e-05,0.004013,0.087576,5
647,0.028846,0.076074,0.900348,0.348546,0.953898,0.190169,0.033397,0.001113,0.032399,0.369817,1
500,0.028274,0.080427,0.893023,0.570387,0.938243,0.399578,0.031069,0.001453,0.03716,0.352936,5
659,0.146692,0.207596,0.772045,0.350324,0.86679,0.191576,0.03438,0.001184,0.033447,0.33519,1
1902,0.015104,0.043156,0.942547,0.394909,0.975179,0.228203,0.145046,0.022928,0.150561,0.498348,3
1649,0.052905,0.14808,0.803668,0.326204,0.907055,0.172928,0.011605,0.000128,0.010335,0.208524,2
1858,0.059753,0.157014,0.794497,0.356568,0.874013,0.196722,0.00535,4.5e-05,0.00577,0.115674,3
2271,0.120208,0.291998,0.624625,0.246818,0.840378,0.117276,0.002121,7e-06,0.001733,0.034957,1
552,0.090003,0.210259,0.731783,0.198728,0.949626,0.08754,0.027102,0.000448,0.0202,0.41067,2
1315,0.014907,0.03894,0.949036,0.35573,0.978896,0.195829,0.066458,0.004888,0.068975,0.400206,1
918,0.095783,0.240815,0.687974,0.496346,0.567485,0.322405,0.013162,0.000362,0.018052,0.249275,4
257,0.024749,0.069937,0.907095,0.446264,0.930515,0.273946,0.022177,0.000542,0.022315,0.365379,3
1473,0.017142,0.049275,0.934324,0.414222,0.949575,0.244938,0.13521,0.016162,0.126247,0.441867,3
245,0.033111,0.093739,0.875434,0.381431,0.931806,0.216917,0.033698,0.001114,0.03241,0.396152,3
1750,0.026199,0.074187,0.901411,0.495733,0.880192,0.321391,0.225083,0.056927,0.237825,0.618513,2
1890,0.086073,0.223754,0.707836,0.394496,0.799919,0.228306,0.006596,4.6e-05,0.005875,0.118464,1
219,0.043225,0.121876,0.838165,0.38876,0.886681,0.223059,0.022937,0.000714,0.025757,0.306873,3
1659,0.188759,0.391334,0.516773,0.204277,0.797582,0.091172,0.003655,1.5e-05,0.00297,0.060025,4
1219,0.005553,0.016698,0.977553,0.605027,0.982758,0.438338,0.023658,0.001092,0.032078,0.336305,5
781,0.080519,0.204571,0.734274,0.312991,0.866651,0.163089,0.013102,0.000195,0.013001,0.261476,3
1227,0.025152,0.071568,0.9048,0.463224,0.904969,0.289813,0.078404,0.009594,0.097038,0.372697,3
2268,0.314061,0.441838,0.516406,0.12647,0.85906,0.049344,0.009172,4.2e-05,0.005518,0.113489,1
2250,0.022275,0.063183,0.916007,0.388236,0.955243,0.222575,0.073138,0.007417,0.0852,0.394089,4
633,0.160688,0.361567,0.543708,0.211672,0.795275,0.095642,0.006063,3.4e-05,0.004881,0.098783,4
1860,0.019383,0.054133,0.928254,0.574228,0.9172,0.403732,0.094793,0.021245,0.144892,0.42638,2
2095,0.10456,0.240661,0.694412,0.354825,0.772419,0.195331,0.023246,0.000651,0.02455,0.324076,1
855,0.045126,0.125341,0.834073,0.468612,0.897656,0.294956,0.061987,0.006161,0.077563,0.355088,1
2275,0.028732,0.081346,0.891892,0.546757,0.840147,0.373978,0.10058,0.008121,0.089201,0.485286,1
1358,0.114231,0.273218,0.650079,0.202506,0.922139,0.089892,0.008791,6.7e-05,0.007255,0.146741,3
468,0.040015,0.112045,0.85143,0.316742,0.939322,0.16583,0.018626,0.000289,0.016028,0.323871,3
404,0.036305,0.098551,0.870121,0.50225,0.887077,0.327971,0.002491,2.5e-05,0.004049,0.080459,4
225,0.029377,0.082696,0.89023,0.491586,0.902634,0.317246,0.008978,0.000123,0.010128,0.202984,1
1720,0.084265,0.204596,0.736891,0.43588,0.701206,0.264658,0.043303,0.002785,0.051826,0.355806,5
2173,0.094312,0.230575,0.703122,0.234496,0.91804,0.109317,0.011933,0.000118,0.009921,0.200678,3
755,0.070624,0.178492,0.768382,0.306448,0.893193,0.158282,0.089826,0.006471,0.079516,0.484191,2
1475,0.036168,0.102605,0.863596,0.39742,0.929906,0.230351,0.06964,0.004148,0.063464,0.511604,4
1657,0.032157,0.088763,0.882563,0.465658,0.878644,0.29211,0.030792,0.001587,0.038876,0.265021,1
1633,0.0583,0.14491,0.812566,0.357503,0.943541,0.197337,0.021871,0.000586,0.023248,0.302846,1
605,0.151767,0.347861,0.558971,0.198781,0.829273,0.08776,0.008528,4.9e-05,0.006044,0.123089,3
1110,0.034965,0.099109,0.868265,0.506687,0.827699,0.332417,0.040405,0.001736,0.040704,0.361446,2
1903,0.032846,0.091827,0.878258,0.576089,0.842213,0.405831,0.05305,0.005409,0.072615,0.324821,1
233,0.018085,0.051812,0.930987,0.472845,0.940353,0.299024,0.062447,0.005593,0.073858,0.41569,4
615,0.033465,0.090059,0.881556,0.455763,0.976901,0.282774,0.011034,0.000208,0.013441,0.26903,5
984,0.052598,0.146432,0.806062,0.304774,0.921181,0.157112,0.090299,0.006497,0.079677,0.520953,4
177,0.062413,0.127029,0.843896,0.420098,0.907414,0.250223,0.059959,0.005588,0.073824,0.385113,1
912,0.01638,0.047069,0.937269,0.512233,0.909044,0.337969,1.0,1.0,1.0,0.688713,3
2269,0.051492,0.135966,0.821893,0.461637,0.801908,0.288417,0.011719,0.000235,0.014359,0.28739,3
520,0.061332,0.163245,0.785761,0.34453,0.912174,0.187121,0.011848,0.000184,0.012595,0.252838,1
1618,0.032408,0.092095,0.877527,0.461592,0.888209,0.288296,0.116097,0.010102,0.0996,0.481955,1
2236,0.114093,0.248195,0.689159,0.188737,0.924751,0.081918,0.157585,0.011517,0.106418,0.698982,3
2020,0.038016,0.103273,0.863891,0.378046,0.929841,0.214091,0.17961,0.037445,0.192692,0.593344,3
980,0.264029,0.49512,0.40568,0.192547,0.651473,0.084317,0.07497,0.003097,0.054705,0.564624,3
1889,0.0,0.0,1.0,0.883504,0.983255,0.811703,0.011211,0.00058,0.023106,0.238165,5
875,0.020852,0.059015,0.921582,0.608437,0.931627,0.442303,0.037179,0.001937,0.043052,0.324473,5
1848,0.138048,0.322095,0.589561,0.145801,0.922949,0.05892,0.012221,7.8e-05,0.007862,0.161042,3
106,0.096366,0.202826,0.748573,0.521615,0.904112,0.347825,0.068718,0.008768,0.092725,0.426871,5
381,0.035339,0.083485,0.893164,0.277092,0.971932,0.137292,0.040135,0.001357,0.035877,0.444181,1
949,0.023921,0.068168,0.909297,0.463209,0.932902,0.289773,0.081932,0.008099,0.089074,0.471755,3
1692,0.041574,0.116703,0.845178,0.428612,0.86314,0.257864,0.175614,0.02438,0.155289,0.615988,3
1381,0.07434,0.179237,0.76982,0.37267,0.828854,0.209704,0.027019,0.00092,0.029357,0.340106,1
1793,0.044101,0.123664,0.835977,0.340646,0.919171,0.184004,0.132574,0.017977,0.133204,0.525713,1
1206,0.059549,0.157539,0.793541,0.386572,0.87221,0.221295,0.200663,0.048039,0.218389,0.602116,2
1173,0.054586,0.147701,0.805512,0.477089,0.757257,0.303212,0.011126,0.000103,0.009207,0.186244,3
835,0.100547,0.240454,0.692001,0.307794,0.824211,0.159261,0.094578,0.005452,0.072906,0.53424,2
519,0.021397,0.061146,0.918595,0.367614,0.958634,0.20542,0.251292,0.062072,0.248383,0.58312,2
1559,0.136597,0.247601,0.703802,0.568863,0.789796,0.39795,0.014505,0.000524,0.021914,0.180472,5
780,0.023535,0.067033,0.910816,0.509423,0.945782,0.335123,0.211556,0.068734,0.261426,0.583036,1
866,0.027154,0.077207,0.897315,0.321281,0.967271,0.169117,0.026108,0.00063,0.024136,0.398151,4
2027,0.030747,0.087497,0.88361,0.374354,0.945612,0.210958,0.033205,0.000916,0.029296,0.380354,4
2081,0.080102,0.205293,0.732821,0.331048,0.949051,0.176717,0.005721,5.2e-05,0.006242,0.125107,3
1454,0.03195,0.086089,0.88669,0.309003,0.969102,0.160005,0.019062,0.000379,0.018498,0.305043,1
1622,0.042058,0.112153,0.852774,0.535515,0.798761,0.362151,0.049103,0.003189,0.055521,0.336243,1
143,0.024779,0.070701,0.905903,0.327372,0.980279,0.173727,0.245084,0.038659,0.195808,0.624263,3
1498,0.016749,0.04755,0.936777,0.492132,0.929232,0.317815,0.131898,0.022511,0.149179,0.466654,2
379,0.065179,0.177519,0.765907,0.223911,0.959192,0.102693,0.018905,0.000199,0.013134,0.267922,3
529,0.036957,0.100643,0.867268,0.454713,0.967623,0.28185,0.053844,0.003972,0.06208,0.353568,6
291,0.023393,0.066346,0.911802,0.332085,0.982453,0.177334,0.065722,0.003871,0.061277,0.358023,3
1658,0.152833,0.332645,0.58394,0.30848,0.726941,0.159937,0.067681,0.004251,0.064258,0.506957,5
724,0.063192,0.173012,0.771641,0.348787,0.88409,0.190412,0.010626,0.000136,0.010705,0.215174,2
2075,0.022399,0.059341,0.922188,0.527655,0.927731,0.353829,0.056724,0.006884,0.082047,0.343364,3
844,0.087778,0.223333,0.70978,0.189163,0.939172,0.082197,0.009636,6.5e-05,0.007124,0.144796,3
16,0.035585,0.097106,0.871904,0.391518,0.917269,0.225337,0.364847,0.141488,0.375517,0.734089,2
513,0.134749,0.295551,0.62902,0.267762,0.798102,0.131105,0.012759,0.000174,0.012235,0.246299,4
447,0.103938,0.224098,0.719774,0.383336,0.761312,0.218658,0.009465,0.000161,0.011712,0.234332,1
1068,0.312619,0.488114,0.448618,0.141543,0.763614,0.056845,0.141753,0.009245,0.095238,0.689546,1
1060,0.019712,0.056253,0.925129,0.548223,0.87209,0.37551,0.099083,0.011166,0.104768,0.395506,2
105,0.030376,0.083436,0.889784,0.654212,0.7792,0.496524,0.062546,0.010189,0.100032,0.312393,1
1067,0.077206,0.16059,0.800479,0.185149,0.978996,0.079819,0.063164,0.002399,0.048021,0.528652,1
953,0.031877,0.089916,0.880601,0.40461,0.917506,0.236664,0.080491,0.006506,0.079732,0.410677,4
535,0.023249,0.066179,0.911962,0.482299,0.929725,0.308179,0.10842,0.019186,0.137642,0.444353,4
2114,0.053194,0.122234,0.844717,0.534189,0.763249,0.360728,0.014537,0.000424,0.019621,0.226733,2
1667,0.117368,0.245343,0.695312,0.287843,0.848975,0.144876,0.009274,9.6e-05,0.008859,0.178311,1
269,0.026041,0.074249,0.901195,0.677474,0.789259,0.525151,0.090195,0.021993,0.147438,0.39373,3
200,0.194841,0.313183,0.640765,0.278048,0.782286,0.13809,0.012717,0.000124,0.010156,0.205774,5
697,0.014814,0.042519,0.943345,0.496237,0.940271,0.321888,0.548584,0.498936,0.706058,0.628055,3
608,0.017558,0.050427,0.932801,0.485144,0.918622,0.310962,0.134782,0.017168,0.130151,0.46308,4
2259,0.03445,0.083304,0.892718,0.275417,0.978308,0.136134,0.060883,0.003397,0.057341,0.422715,1
2143,0.069004,0.178399,0.76736,0.297703,0.917243,0.151915,0.022937,0.000511,0.021641,0.364154,1
2205,0.060102,0.158772,0.791991,0.335818,0.897455,0.180336,0.005559,3.3e-05,0.004842,0.097687,3
1679,0.025865,0.072562,0.903728,0.444953,0.949214,0.272661,0.014771,0.000337,0.017386,0.264875,1
220,0.04471,0.124098,0.835742,0.305808,0.93764,0.157727,0.021347,0.000462,0.020517,0.413148,1
349,0.020731,0.059338,0.920977,0.664247,0.861999,0.508813,0.011734,0.000186,0.012684,0.254524,4
1910,0.03788,0.105856,0.859694,0.653579,0.679153,0.495779,0.181964,0.07361,0.270574,0.493572,3
464,0.126881,0.232569,0.721229,0.218117,0.923036,0.099106,0.038075,0.001062,0.031618,0.400505,1
1074,0.065344,0.173236,0.772846,0.389433,0.810073,0.223734,0.048168,0.001973,0.043461,0.425847,1
993,0.048754,0.135681,0.82031,0.294455,0.938461,0.149549,0.089157,0.006888,0.08207,0.472772,1
429,0.045449,0.123227,0.837645,0.329571,0.927592,0.175467,0.07175,0.005802,0.075239,0.403237,1
1662,0.125,0.282616,0.642347,0.199016,0.889491,0.087955,0.0033,1.1e-05,0.002426,0.049234,4
756,0.05458,0.146073,0.808089,0.535696,0.729227,0.362394,0.049511,0.004257,0.064305,0.369286,3
895,0.035138,0.098049,0.87008,0.519967,0.884332,0.345954,0.022826,0.00071,0.025681,0.249596,1
310,0.011997,0.034755,0.953607,0.398963,0.980848,0.231681,0.141424,0.012191,0.109514,0.627437,4
2165,0.031403,0.085786,0.886814,0.456886,0.902017,0.283869,0.039499,0.002198,0.045927,0.364983,5
803,0.071252,0.174416,0.774944,0.213505,0.967887,0.096295,0.266633,0.047369,0.216854,0.782441,3
1063,0.005875,0.017621,0.976323,0.652993,0.934156,0.494956,0.223384,0.084191,0.289439,0.475997,1
786,0.054109,0.142599,0.813223,0.321481,0.931632,0.169351,0.032132,0.00106,0.031586,0.354162,3
45,0.227007,0.457297,0.43953,0.142554,0.806955,0.057416,0.007884,3.6e-05,0.005036,0.103165,1
1036,0.046452,0.126051,0.833922,0.405502,0.922862,0.237393,0.022937,0.000755,0.026512,0.312998,1
1847,0.041735,0.110739,0.854711,0.347673,0.931196,0.189458,0.046062,0.00262,0.050232,0.369974,1
183,0.029101,0.082522,0.890303,0.535489,0.835298,0.36207,0.052723,0.003659,0.059546,0.375083,1
117,0.182937,0.378001,0.532285,0.186447,0.800496,0.080817,0.091164,0.004403,0.065415,0.624085,1
375,0.247656,0.395198,0.54956,0.152608,0.886605,0.06233,0.010541,6.2e-05,0.00694,0.141937,2
1836,0.029308,0.083276,0.889258,0.467019,0.902726,0.293482,0.055975,0.002903,0.052927,0.413964,3
1974,0.043568,0.122892,0.83681,0.25925,0.961459,0.125258,0.044771,0.001553,0.038445,0.399765,2
403,0.047585,0.119606,0.844958,0.327277,0.935663,0.173711,0.016763,0.000321,0.016956,0.34091,2
1285,0.193258,0.388991,0.522065,0.292066,0.704919,0.148478,0.016792,0.000317,0.016841,0.233106,3
2262,0.068443,0.176431,0.769961,0.305028,0.945225,0.157205,0.012746,0.00018,0.012451,0.250511,1
2064,0.043212,0.121883,0.838152,0.53778,0.770612,0.364524,0.279379,0.084507,0.289984,0.649523,3
792,0.053285,0.11744,0.851877,0.331436,0.953389,0.17689,0.041398,0.00138,0.036181,0.417443,3
772,0.013234,0.03829,0.948901,0.300083,0.988844,0.153494,0.10567,0.009835,0.098263,0.461326,1
1257,0.4202,0.700945,0.191902,0.111452,0.535088,0.042308,0.002171,4e-06,0.001329,0.027216,4
199,0.034493,0.097365,0.87068,0.405052,0.904112,0.23703,0.226931,0.073269,0.269945,0.554243,3
1359,0.060572,0.168179,0.77738,0.253728,0.940361,0.121633,0.025675,0.000462,0.020537,0.3665,1
395,0.031791,0.090405,0.879757,0.338727,0.951856,0.182453,0.354785,0.072143,0.267856,0.790053,1
1528,0.035812,0.10171,0.864756,0.592085,0.804794,0.423683,0.113192,0.021775,0.146702,0.527779,4
941,0.034175,0.094462,0.875074,0.367642,0.945727,0.205461,0.200625,0.039703,0.198447,0.5509,1
1895,0.314256,0.517777,0.402594,0.151757,0.704113,0.062022,0.003513,1e-05,0.002354,0.048014,1
1191,0.031417,0.084056,0.889568,0.603657,0.796442,0.436907,0.101365,0.020562,0.142528,0.379755,3
1378,0.04897,0.128048,0.83262,0.413563,0.955177,0.244418,0.014804,0.000306,0.016533,0.242902,3
474,0.260753,0.467761,0.446652,0.179799,0.736678,0.076967,0.037431,0.000849,0.028164,0.389529,3
1812,0.193356,0.358649,0.569246,0.186561,0.858525,0.080734,0.00602,2.9e-05,0.004482,0.091017,1
1312,0.472697,0.662694,0.279465,0.181641,0.331055,0.078158,0.009223,5.8e-05,0.006681,0.135917,3
1245,0.016791,0.048144,0.935863,0.958216,0.502438,0.930338,0.038583,0.00426,0.064325,0.271935,3
460,0.100848,0.267989,0.648491,0.222115,0.879932,0.101705,0.003674,1.4e-05,0.002901,0.058695,3
1892,0.035316,0.099502,0.8679,0.497595,0.849571,0.323307,0.295708,0.164326,0.40477,0.477364,3
674,0.04933,0.118105,0.8483,0.320357,0.948827,0.168464,0.091089,0.007952,0.088254,0.460683,3
2011,0.022584,0.064164,0.914668,0.530657,0.90044,0.35696,0.140232,0.036509,0.190254,0.474756,1
807,0.053795,0.15115,0.799443,0.224276,0.96038,0.102969,0.014662,0.000163,0.011807,0.239162,3
1416,0.145095,0.266438,0.680613,0.230283,0.876645,0.106644,0.020244,0.000303,0.016432,0.332796,1
152,0.042768,0.120842,0.839478,0.245134,0.967665,0.116066,0.068979,0.003379,0.057182,0.442361,4
635,0.233206,0.358048,0.596526,0.204255,0.811519,0.090826,0.033416,0.000773,0.026839,0.3322,1
1474,0.020653,0.058242,0.922661,0.39111,0.954215,0.224995,0.013548,0.000309,0.016603,0.332359,5
1144,0.043492,0.120059,0.841235,0.333074,0.961941,0.178193,0.042784,0.001916,0.042812,0.380407,1
337,0.046999,0.121724,0.841151,0.310492,0.941948,0.161148,0.029221,0.000848,0.02815,0.398665,1
303,0.219007,0.398928,0.52226,0.153535,0.834424,0.062871,0.010704,6.4e-05,0.00707,0.144585,3
436,0.08995,0.184272,0.772835,0.347961,0.860757,0.189729,0.112362,0.013322,0.114527,0.474971,3
1851,0.118811,0.243106,0.701019,0.426243,0.718091,0.255771,0.00681,0.000107,0.009379,0.187243,1
1600,0.145343,0.267699,0.678198,0.358776,0.753775,0.198439,0.062282,0.004898,0.069052,0.398736,1
110,0.043411,0.085891,0.89446,0.434038,0.931741,0.26272,0.110965,0.019509,0.138804,0.424679,2
696,0.030374,0.085944,0.885803,0.366424,0.959632,0.204444,0.094858,0.007878,0.087841,0.487549,1
709,0.079117,0.21537,0.716068,0.234045,0.927361,0.109147,0.003827,1.6e-05,0.003128,0.063214,4
1607,0.109106,0.187793,0.78018,0.313479,0.85713,0.163339,0.038152,0.001426,0.036802,0.390414,1
2152,0.051161,0.134301,0.82429,0.310552,0.933944,0.161205,0.117664,0.009781,0.097992,0.513701,3
215,0.435612,0.555605,0.412939,0.124745,0.807393,0.04853,0.008369,4e-05,0.005382,0.110202,1
1103,0.125998,0.248413,0.696351,0.242793,0.885026,0.11454,0.016896,0.00023,0.014195,0.287072,1
873,0.071581,0.181898,0.763602,0.353672,0.877179,0.19425,0.077297,0.006521,0.079824,0.424042,1
1742,0.04203,0.105222,0.863763,0.197991,0.988903,0.087122,0.058132,0.002179,0.045719,0.50173,1
2107,0.054088,0.145365,0.808864,0.470807,0.775471,0.297358,0.076476,0.007246,0.084202,0.467522,3
1519,0.061078,0.166916,0.779769,0.303987,0.948163,0.156409,0.009019,9.8e-05,0.008946,0.179862,2
1726,0.311963,0.471644,0.472205,0.139377,0.80882,0.055699,0.031862,0.00044,0.020014,0.350507,3
1014,0.086912,0.209023,0.731669,0.364367,0.845903,0.203067,0.010923,0.000171,0.012126,0.243163,1
1161,0.023427,0.066776,0.911144,0.373521,0.958978,0.210308,0.009361,7.7e-05,0.007847,0.15863,3
441,0.027422,0.076895,0.89801,0.643822,0.825686,0.483939,0.031661,0.002369,0.047713,0.296361,3
2156,0.05149,0.142523,0.811461,0.429966,0.877902,0.259064,0.003878,4.6e-05,0.005822,0.115959,1
1239,0.029777,0.081835,0.891895,0.33653,0.95917,0.180758,0.110577,0.013915,0.117071,0.462731,3
15,0.03973,0.104373,0.863388,0.299524,0.952194,0.153148,0.122279,0.014726,0.120463,0.499468,1
1959,0.217579,0.34978,0.598673,0.384453,0.618582,0.219484,0.015583,0.000346,0.017621,0.187016,5
880,0.049803,0.139584,0.814882,0.312041,0.947261,0.162344,0.006961,5.8e-05,0.006661,0.134008,3
1822,0.190828,0.335146,0.605055,0.248617,0.843503,0.118323,0.043614,0.001587,0.038875,0.396443,1
1449,0.046725,0.127995,0.831035,0.347067,0.919876,0.189046,0.044385,0.001449,0.037109,0.467686,4
828,0.121722,0.282697,0.640273,0.167231,0.929706,0.070061,0.006367,2.9e-05,0.004441,0.090477,1
299,0.028689,0.080871,0.892625,0.453145,0.895176,0.28031,0.261938,0.067808,0.259651,0.628188,1
2171,0.071427,0.189493,0.751516,0.357529,0.831978,0.197412,0.032222,0.001217,0.033924,0.35657,3
1835,0.051128,0.143314,0.80993,0.485959,0.818187,0.311772,0.036798,0.001592,0.038933,0.36012,1
1090,0.120911,0.273842,0.653761,0.217429,0.940975,0.098723,0.037982,0.001054,0.031493,0.341198,4
1846,0.03014,0.085751,0.885938,0.410722,0.911104,0.241884,0.112898,0.008129,0.089243,0.519071,1
995,0.036136,0.101218,0.865772,0.374524,0.986756,0.211101,0.112541,0.008435,0.090929,0.618767,6
1467,0.013645,0.03943,0.947392,0.373266,0.975561,0.210062,0.162544,0.02336,0.151983,0.480462,1
1838,0.164544,0.357689,0.552469,0.307062,0.731862,0.158836,0.011819,0.000159,0.01164,0.234133,1
46,0.122661,0.292489,0.625114,0.167092,0.933938,0.070023,0.020693,0.000259,0.015112,0.307497,3
1138,0.035585,0.097106,0.871904,0.391518,0.917269,0.225337,0.364847,0.141488,0.375517,0.734089,1
1502,0.022845,0.064786,0.913878,0.386798,0.948815,0.221335,0.050545,0.003198,0.055605,0.340989,3
1787,0.029858,0.078522,0.89722,0.301776,0.969905,0.154739,0.319939,0.100021,0.315569,0.708998,1
