'Contrast Feature','Dissimilarity Feature','Homogeneity Feature','Energy Feature','Correlation Feature','ASM Feature',diagnostic
Low,Low,Low,Low,Low,Low,1
Low,Low,Low,Low,Low,High,4
High,High,High,High,High,Low,3
Low,Low,Low,Low,Low,High,1
Medium,High,High,High,Medium,Low,3
Low,Medium,Medium,Low,High,Low,1
Low,Low,Low,Low,Low,High,3
Low,Low,Low,Medium,Low,Medium,5
Low,Low,Medium,Low,High,High,1
Low,Low,Low,Low,Low,High,3
High,High,High,High,High,Low,3
High,Medium,Medium,High,Low,Low,4
Low,Low,Medium,Low,Low,Low,1
Low,Low,Low,Medium,High,High,1
Low,Medium,Medium,High,Low,Low,1
Low,Low,Low,High,Low,Low,2
Low,Low,Medium,High,Low,Low,1
Low,Low,Low,High,Low,Low,4
Low,Low,Low,High,Low,Low,1
Low,Low,Low,Low,Low,High,4
Low,Low,Low,Medium,Low,High,3
Low,Low,Low,Medium,High,Medium,4
Low,Low,Low,Low,Low,High,1
Low,Low,Medium,Low,Low,High,2
Low,Low,Medium,Low,Low,Low,1
Low,Low,Low,Low,Low,High,2
High,Medium,Medium,Low,Low,Low,5
Low,Low,Low,High,Low,Low,5
Low,Low,Medium,Low,Low,Low,1
Low,Low,Low,Low,High,High,2
Low,Low,Medium,Low,High,Low,3
Low,Low,Low,Low,Low,Low,3
Low,Low,Low,Medium,High,Medium,2
Low,Low,Low,Low,Low,High,3
Low,Low,Low,Low,Low,High,1
Low,Low,Medium,Low,Low,Low,6
Low,Low,Low,Medium,High,High,1
Low,Low,Low,Medium,Low,Medium,5
Medium,High,High,High,Low,Low,5
Low,Low,Low,Low,Low,Low,1
Low,Low,Medium,High,Low,Low,3
Low,Low,Low,Medium,High,High,3
Low,Low,Low,Low,Low,High,2
High,High,High,High,High,Low,1
High,Medium,Medium,High,Medium,Low,1
High,Medium,Medium,High,Low,Low,3
Low,Low,Low,Low,Low,High,4
Low,Medium,Medium,Low,High,High,4
Low,Medium,Medium,High,High,Low,1
Low,Low,Low,Low,Low,High,1
Low,Low,Low,Low,High,High,3
Low,Low,Low,Low,Low,Low,2
Low,Low,Low,Medium,High,Medium,5
Low,Medium,Medium,High,Low,Low,1
High,Medium,Medium,High,Low,Low,3
Low,Low,Low,High,Low,Low,3
Low,Low,Low,Low,Low,High,3
High,Medium,Medium,Medium,Medium,High,3
Low,Medium,Medium,High,Low,Low,1
Medium,High,High,High,High,Low,5
Low,Low,Low,Low,Low,High,3
Low,Medium,Medium,High,Low,Low,3
High,High,High,High,High,Low,3
High,Medium,Medium,High,High,Low,6
Low,Medium,Medium,High,Low,Low,4
Low,Low,Medium,High,Low,Low,1
High,Medium,High,High,High,Low,3
Low,Low,Low,Low,Low,Low,3
Low,Low,Low,Medium,Medium,Medium,4
Low,Medium,Medium,Medium,Medium,High,4
Low,Low,Low,Medium,High,Medium,3
Low,Low,Low,Medium,Low,High,4
Low,Low,Low,Medium,Low,Medium,6
High,Medium,Medium,Low,Medium,Low,1
Low,Medium,Medium,High,Low,Low,1
Low,Low,Low,High,Low,Low,2
Low,Low,Low,Medium,High,High,5
Low,Low,Low,Low,Low,Low,3
Low,Low,Low,Low,Low,High,1
High,High,High,High,High,Low,1
Low,Low,Low,Low,Low,High,2
Low,Low,Medium,Low,Low,Low,1
High,Medium,High,High,High,Low,1
Low,Low,Medium,High,Low,Low,3
Low,Low,Low,Medium,Low,Medium,5
High,Medium,Medium,High,Low,Low,4
High,High,High,High,High,Low,3
Low,Low,Low,Low,Low,High,1
Low,Low,Medium,Low,Low,Low,3
Low,Low,Low,Low,Low,High,4
Low,Low,Low,Medium,Medium,Medium,1
High,Medium,High,High,Low,Low,5
Low,Low,Low,High,Low,Low,1
High,Medium,Medium,Low,High,Low,1
High,High,High,High,High,Low,1
Low,Low,Low,Low,Low,Low,1
High,High,High,High,Low,Low,4
High,Medium,Medium,Low,Medium,Low,1
Low,Low,Low,Medium,Low,Medium,5
Low,Low,Low,Low,Low,High,1
Low,Low,Low,High,Low,Low,3
Low,Low,Low,High,Low,Low,1
Low,Low,Low,Medium,Low,High,4
Low,Low,Low,Low,Low,High,1
Low,Medium,Medium,High,Low,Low,6
Low,Low,Medium,High,Low,Low,1
High,Medium,High,High,Low,Low,1
Low,Low,Low,Low,Low,High,1
Medium,High,High,High,Medium,Low,1
Low,Low,Low,Low,Low,High,3
Low,Low,Low,Low,Low,High,4
Low,Medium,Medium,High,Low,Low,3
Low,Low,Low,Low,Low,Low,5
High,Medium,High,High,High,Low,1
Low,Low,Low,Medium,High,Medium,3
Low,Low,Low,Medium,Low,High,4
Low,Low,Low,Low,Low,High,3
Low,Low,Low,Medium,High,Medium,3
Low,Low,Low,High,Low,Low,1
Low,Low,Low,Low,Low,High,3
Low,Low,Low,Medium,Low,High,1
Low,Low,Low,Low,Low,High,1
High,Medium,Medium,High,Low,Low,3
Low,Low,Low,High,Low,Low,1
Low,Low,Medium,Low,High,High,1
Low,Low,Low,Low,Low,High,3
Low,Low,Low,Low,Low,High,1
Low,Low,Low,Low,Low,Low,5
Low,Low,Low,Low,Low,High,3
High,High,High,High,Low,Low,4
High,Medium,Medium,High,Low,Low,2
Low,Low,Low,High,Low,Low,1
Low,Low,Low,Medium,Low,High,5
Low,Low,Low,Low,Low,High,5
Low,Low,Medium,High,Low,Low,1
Low,Low,Low,Low,Low,High,1
Low,Low,Low,Medium,Low,Medium,5
Low,Low,Low,Low,High,High,3
High,High,High,High,Medium,Low,1
High,High,High,High,Medium,Low,4
Low,Low,Low,High,Low,Low,3
High,Medium,Medium,High,Low,Low,2
Low,Low,Low,Low,Low,Low,3
Low,Low,Low,Low,Low,High,1
Low,Low,Low,High,Low,Low,1
Low,Low,Low,Low,Low,Low,3
Low,Low,Low,Medium,High,High,4
Low,Low,Low,High,Low,Low,5
Low,Low,Low,High,Low,Low,1
Low,Low,Low,Low,Low,High,1
High,Medium,High,Low,Medium,High,1
Low,Low,Low,Medium,High,High,3
Low,Low,Low,Low,Low,Low,3
Low,Medium,Medium,High,Low,Low,3
Low,Low,Low,Low,Low,High,1
High,Medium,High,Low,High,High,5
Low,Low,Low,Low,Low,High,4
High,Medium,High,High,Low,Low,2
Medium,High,High,High,Medium,Low,4
High,Medium,Medium,High,High,Low,1
Low,Low,Low,Medium,Low,Medium,5
Low,Medium,Medium,High,Low,Low,4
Low,Low,Low,Medium,High,Medium,5
Low,Low,Low,Medium,High,Medium,2
Low,Low,Low,Medium,Low,Medium,5
Low,Medium,Medium,High,High,Low,1
Low,Low,Low,Medium,Low,High,3
Low,Low,Medium,High,Low,Low,3
Low,Low,Medium,Low,High,High,3
Low,Medium,Medium,Low,High,High,1
Low,Low,Low,Medium,Low,High,3
Low,Low,Low,Low,Low,High,1
Low,Low,Low,Low,Low,High,1
Low,Low,Low,Low,Low,High,4
Medium,High,High,High,Medium,Low,1
Low,Low,Low,High,Low,Low,2
High,Medium,Medium,Low,High,High,5
Low,Medium,Medium,High,Low,Low,3
High,Medium,Medium,Low,High,Low,3
Low,Medium,Medium,High,Low,Low,1
Low,Low,Low,Low,Low,Low,1
Low,Low,Medium,Low,High,High,3
High,Medium,Medium,High,High,Low,1
Low,Medium,Medium,Low,High,Low,4
Low,Low,Low,High,Low,Low,3
Low,Low,Low,Low,Low,High,3
Low,Low,Low,High,Low,Low,3
Low,Low,Low,High,Low,Low,3
Low,Low,Low,Low,Low,High,1
High,Medium,Medium,High,High,Low,1
Low,Low,Low,Low,Low,Low,5
Low,Low,Low,High,Low,Low,3
Low,Medium,Medium,High,Low,Low,3
Low,Low,Low,Low,High,High,1
High,Medium,Medium,High,Low,Low,3
Low,Medium,Medium,Low,High,High,1
Low,Low,Low,Medium,High,Medium,4
High,Medium,Medium,High,Low,Low,1
Medium,High,High,High,Medium,Low,1
Low,Low,Low,Low,Low,High,4
Low,Low,Low,High,Low,Low,3
High,Medium,Medium,Low,High,Low,4
Low,Low,Medium,Low,High,High,5
Low,Low,Low,Low,Low,High,1
Low,Medium,Medium,High,Low,Low,3
Low,Low,Low,Low,Low,High,3
Low,Low,Low,Low,Low,High,1
Low,Low,Low,Medium,High,Medium,1
Low,Low,Low,Medium,High,High,5
Low,Low,Low,Low,Low,Low,1
Low,Low,Medium,Low,Low,Low,1
High,High,High,High,Medium,Low,1
Low,Medium,Medium,High,Low,Low,3
Low,Low,Low,Medium,High,Medium,3
Low,Low,Medium,High,Low,Low,3
Low,Low,Low,High,Low,Low,1
Low,Low,Medium,Low,Low,High,5
Low,Low,Low,Medium,Low,High,5
Low,Low,Low,Medium,High,High,1
Low,Low,Low,Medium,High,Medium,3
High,Medium,Medium,Low,Medium,High,3
Low,Low,Medium,Low,High,High,1
High,Medium,Medium,High,High,Low,1
Low,Low,Low,Low,High,High,4
Low,Low,Low,Low,Low,High,5
Low,Low,Medium,High,Low,Low,3
Low,Medium,Medium,Low,High,High,1
Low,Low,Low,High,Low,Low,3
High,Medium,Medium,High,Low,Low,1
Low,Low,Low,Medium,Low,Medium,5
Low,Medium,Medium,High,Low,Low,3
Low,Low,Low,Medium,High,Medium,1
High,Medium,Medium,Low,Medium,Low,3
Low,Medium,Medium,High,High,Low,3
Low,Low,Low,Medium,Low,High,1
Low,Low,Low,Low,Low,High,3
Low,Low,Low,Low,Low,High,5
Low,Low,Low,Medium,Medium,Medium,3
Low,Low,Low,Low,Low,High,3
Low,Low,Low,Low,Low,Low,3
Low,Low,Low,Medium,Low,Medium,1
Low,Low,Low,Low,Low,Low,3
Low,Low,Low,Low,Low,High,4
Low,Low,Low,Low,Low,High,1
Low,Low,Low,Medium,Low,Medium,5
High,Medium,Medium,High,Low,Low,3
High,Medium,Medium,Low,High,Low,1
Low,Medium,Medium,High,Low,Low,3
High,Medium,High,High,Low,Low,3
Low,Low,Medium,Low,High,High,3
Low,Low,Low,Low,Low,High,3
Low,Low,Low,Low,Low,High,3
Low,Medium,Medium,Low,Low,Low,1
Low,Low,Medium,Low,High,High,3
High,Medium,High,High,High,Low,1
High,High,High,High,High,Low,1
Medium,High,High,High,Medium,Low,5
Low,Low,Medium,High,Low,Low,2
Low,Low,Low,Medium,Low,High,1
Low,Low,Low,Medium,Low,High,6
Low,Low,Medium,High,Low,Low,1
Low,Low,Low,Medium,Low,Medium,1
High,High,High,High,High,Low,1
High,Medium,Medium,High,High,Low,2
Low,Low,Low,High,Low,Low,3
Low,Low,Low,Medium,Low,High,4
Low,Low,Low,Low,Low,High,1
Low,Low,Low,Low,Low,Low,5
High,Medium,High,High,High,Low,1
Low,Low,Low,Low,Low,High,1
Low,Low,Low,Medium,Low,High,4
High,Medium,Medium,High,Low,Low,4
Low,Low,Medium,High,Low,Low,3
Low,Low,Low,Low,Low,High,3
Low,Low,Low,Low,Low,High,5
Low,Low,Low,Low,Low,High,3
Low,Low,Low,Medium,Low,High,3
Low,Low,Low,Low,Low,High,1
Low,Low,Low,Low,Low,High,4
Low,Low,Low,Low,Low,Low,1
Low,Low,Low,Low,Low,High,3
Low,Low,Low,High,Low,Low,1
Low,Low,Low,Low,Low,High,3
High,High,High,High,High,Low,2
High,Medium,Medium,Low,High,Low,1
Low,Medium,Medium,High,Low,Low,3
Low,Low,Low,Medium,Low,Medium,3
Low,Low,Low,Medium,Low,High,3
Low,Medium,Medium,High,Low,Low,6
Low,Low,Low,Low,Low,High,3
Low,Low,Low,Low,Low,High,1
Low,Medium,Medium,Low,High,Low,4
Low,Medium,Medium,Low,High,High,3
Low,Low,Low,Medium,High,Medium,1
Low,Low,Low,Low,Low,High,1
Low,Low,Low,Low,Low,Low,3
Low,Low,Low,Low,Low,High,3
Low,Low,Medium,Low,Low,Low,2
High,Medium,Medium,Low,High,Low,1
Low,Low,Medium,Medium,Medium,High,5
Low,Medium,Medium,High,Low,Low,2
Low,Medium,Medium,High,Low,Low,3
Low,Low,Medium,Low,High,High,1
Low,Low,Low,Low,Low,High,1
Low,Medium,Medium,Low,High,High,1
Low,Low,Low,Low,Low,High,1
Low,Medium,Medium,High,Low,Low,3
Low,Medium,Medium,High,Low,Low,4
High,Medium,High,High,High,Low,1
Low,Low,Low,Medium,Low,Medium,5
Medium,High,High,High,Medium,Low,1
Low,Low,Low,Low,Low,Low,3
Low,Medium,Medium,Low,High,High,3
Low,Low,Low,Low,Low,High,1
Low,Medium,Medium,High,Low,Low,1
Low,Low,Medium,High,Low,Low,1
Low,Low,Low,Low,Low,High,3
Low,Low,Low,Low,Low,High,3
Low,Low,Low,Low,Low,Low,3
Low,Low,Low,High,Low,Low,1
Low,Low,Low,Medium,High,Medium,4
Low,Low,Low,Low,Low,Low,3
Low,Low,Low,Low,Low,High,4
Low,Low,Low,Medium,Low,Medium,5
Low,Low,Low,Low,Low,Low,1
Low,Low,Medium,Low,Low,Low,3
Low,Low,Low,Medium,High,Medium,5
High,Medium,High,High,High,Low,3
High,Medium,Medium,High,Low,Low,3
Low,Medium,Medium,Low,High,Low,1
Low,Low,Low,Low,Low,Low,5
Low,Low,Medium,High,Low,Low,1
Medium,High,High,High,High,Low,1
Low,Low,Low,Low,Low,High,1
Low,Low,Medium,Low,High,High,1
Low,Low,Low,High,Low,Low,1
Low,Low,Low,Low,Low,High,3
Low,Low,Low,Low,High,High,5
High,Medium,Medium,Low,High,Low,3
Low,Medium,Medium,Low,High,High,4
Low,Low,Medium,Low,High,High,3
High,High,High,High,High,Low,1
High,High,High,High,High,Low,4
Low,Low,Medium,High,Low,Low,1
Low,Low,Low,High,Low,Low,3
High,Medium,High,High,High,Low,3
Low,Medium,Medium,High,Low,Low,6
High,Medium,Medium,High,High,Low,4
Low,Low,Low,Low,Low,High,5
Low,Low,Low,Low,Low,Low,5
Low,Medium,Medium,Medium,High,High,1
High,Medium,High,High,High,Low,3
High,Medium,Medium,High,Low,Low,4
Low,Low,Low,Low,Low,High,1
Low,Low,Low,High,Low,Low,1
Low,Medium,Medium,Low,Low,High,4
Low,Low,Low,Medium,High,Medium,1
Low,Medium,Medium,High,Low,Low,3
Low,Low,Low,Medium,High,Medium,3
High,Medium,Medium,High,High,Low,4
Low,Low,Low,Low,Low,High,1
Low,Low,Low,Medium,Low,High,3
Low,Low,Low,Medium,High,High,3
Low,Low,Low,Low,Low,High,1
Low,Low,Low,Low,Low,Low,3
Low,Low,Low,Medium,High,Medium,6
High,Medium,High,High,Low,Low,1
Low,Low,Low,Low,Low,High,5
Low,Low,Low,Low,Low,Low,2
Low,Medium,Medium,Low,Low,High,5
High,Medium,High,High,High,Low,1
High,Medium,Medium,High,Low,Low,3
High,Medium,High,Low,Medium,Low,1
Low,Low,Low,Low,Low,High,3
Low,Medium,Medium,High,Low,Low,3
Low,Low,Low,Low,Low,High,4
High,Medium,Medium,High,Low,Low,1
Low,Low,Low,High,Low,Low,3
Low,Low,Low,Low,Low,High,3
Low,Low,Low,Low,Low,Low,3
Medium,High,High,High,Medium,Low,5
Low,Low,Low,Medium,High,Medium,2
Low,Low,Low,Medium,Low,High,1
Low,Low,Low,Low,Low,High,4
High,Medium,Medium,Low,High,Low,1
Medium,High,High,High,Medium,Low,4
Medium,High,High,High,High,Low,1
High,Medium,High,High,High,Low,4
Low,Low,Low,Medium,Low,Medium,5
Low,Low,Medium,High,Low,Low,1
Low,Medium,Medium,High,Low,Low,4
Low,Medium,Medium,Medium,Medium,High,3
Medium,High,High,High,Medium,Low,1
Medium,High,High,High,Low,Low,1
Low,Low,Low,Medium,High,Medium,3
Low,Low,Low,Medium,Low,Medium,1
High,Medium,Medium,Low,High,Low,1
Low,Low,Low,High,Low,Low,3
Low,Low,Low,High,Low,Low,5
Low,Low,Low,Low,Low,High,1
High,Medium,Medium,Low,Medium,High,3
Low,Low,Low,Medium,High,Medium,5
Low,Low,Low,High,Low,Low,1
Low,Low,Low,Low,High,High,3
Low,Low,Low,High,Low,Low,1
Low,Low,Low,Low,Low,High,3
Low,Low,Low,High,Low,Low,1
Medium,High,High,High,Medium,Low,3
Low,Low,Low,Medium,Low,High,2
Low,Low,Low,Medium,Low,Medium,1
Low,Low,Low,Medium,Low,High,1
Low,Low,Low,Medium,Low,Medium,2
Low,Low,Low,Low,Low,High,3
Low,Low,Low,High,Low,Low,5
Low,Medium,Medium,Low,Low,Low,1
High,High,High,High,High,Low,1
Low,Low,Low,High,Low,Low,3
Low,Low,Low,Low,Low,High,5
Low,Low,Low,Medium,Low,Medium,6
High,Medium,Medium,High,Low,Low,3
Low,Low,Low,Medium,Low,High,3
Low,Low,Low,Low,Low,High,1
Low,Low,Low,Medium,High,Medium,3
Low,Low,Low,Low,Low,High,5
Low,Low,Low,High,Low,Low,2
Low,Low,Low,High,Low,Low,5
Low,Low,Low,Medium,Low,Medium,5
Low,Low,Low,Low,High,High,3
High,Medium,Medium,High,High,Low,1
Low,Low,Low,Medium,High,Medium,3
Low,Low,Low,Low,Low,High,2
Low,Low,Low,Medium,Low,Medium,5
Low,Low,Low,Low,Low,High,4
Low,Low,Low,Low,Low,Low,1
Low,Medium,Medium,Low,High,High,4
Low,Low,Low,Medium,Low,High,1
Medium,High,High,High,Medium,Low,3
Low,Low,Low,Low,Low,High,4
Low,Low,Medium,Low,Low,High,3
Low,Low,Low,High,Low,Low,1
Low,Low,Low,Low,Low,High,1
High,Medium,Medium,High,Low,Low,4
Low,Low,Low,Low,Low,Low,3
High,High,High,High,High,Low,3
Low,Low,Low,Low,Low,High,3
Low,Low,Low,High,Low,Low,1
High,Medium,High,High,Low,Low,1
Low,Medium,Medium,High,Low,Low,4
Low,Low,Low,Low,Low,High,3
Low,Low,Low,High,Low,Low,1
High,Medium,High,High,High,Low,2
Low,Low,Low,Low,Low,High,2
Low,Medium,Medium,High,Low,Low,4
Low,Low,Medium,Low,High,High,3
Low,Low,Low,Low,Low,High,1
Low,Low,Low,Low,Low,Low,1
Low,Low,Low,Low,Low,High,1
Low,Medium,Medium,Low,Medium,High,3
Low,Medium,Medium,Low,High,High,1
Low,Low,Low,Low,Low,High,1
High,Medium,High,High,High,Low,1
Low,Low,Low,Medium,Low,High,5
Low,Low,Low,Low,Low,Low,5
Low,Low,Low,High,Low,Low,4
Low,Low,Low,Low,Low,High,3
Low,Low,Low,Medium,Low,Medium,6
Medium,High,High,High,High,Low,2
Low,Low,Low,High,Low,Low,3
Low,Low,Low,Medium,High,High,1
High,Medium,Medium,High,Low,Low,3
Low,Low,Low,Low,Low,High,3
Low,Low,Low,Low,Low,Low,3
Low,Medium,Medium,High,Low,Low,2
Low,Medium,Medium,High,Low,Low,3
Low,Medium,Medium,Low,High,High,4
Low,Medium,Medium,Low,Low,Low,1
High,Medium,Medium,High,High,Low,2
Low,Low,Medium,High,Low,Low,3
Low,Low,Low,High,Low,Low,3
Low,Low,Low,High,Low,Low,1
Medium,High,High,High,High,Low,1
High,Medium,High,High,High,Low,4
Low,Low,Medium,High,Low,Low,1
Low,Low,Low,Medium,High,High,4
Low,Medium,Medium,High,Low,Low,2
Low,Medium,Medium,High,Low,Low,5
Low,Medium,Medium,Low,High,High,1
Low,Low,Low,Medium,High,High,4
Low,Low,Low,Low,Low,High,1
Low,Low,Low,Low,Low,Low,1
Low,Low,Low,Low,Low,Low,3
Low,Low,Low,Low,Low,High,6
High,Medium,Medium,Low,High,Low,1
Low,Medium,Medium,Low,Low,Low,1
Low,Low,Low,Low,Low,High,6
High,High,High,High,High,Low,3
Low,Medium,Medium,High,Low,Low,6
High,Medium,Medium,High,Low,Low,2
Low,Medium,Medium,High,High,Low,1
Low,Low,Low,Low,Low,High,3
Low,Low,Medium,Low,High,High,3
Low,Low,Low,Low,Low,Low,1
High,Medium,Medium,High,High,Low,1
Low,Low,Low,Medium,Low,High,5
Medium,High,High,High,Medium,Low,1
Low,Medium,Medium,Low,Low,Low,3
Low,Low,Low,Medium,High,High,3
Low,Low,Low,Low,Low,High,2
Low,Medium,Medium,High,Low,Low,3
Low,Low,Low,Low,Low,Low,4
High,Medium,Medium,High,Low,Low,3
Low,Low,Low,Low,Low,High,1
Medium,High,High,High,Medium,Low,5
Low,Low,Low,High,Low,Low,4
Low,Low,Low,Low,Low,High,3
Low,Low,Low,Low,Low,High,1
Low,Low,Low,Medium,Low,Medium,5
Low,Low,Low,Low,Low,Low,5
Low,Low,Low,Low,Low,High,1
Low,Low,Low,Low,Low,High,3
High,Medium,Medium,High,Low,Low,1
Low,Medium,Medium,Low,High,Low,3
Medium,High,High,High,Medium,Low,1
Low,Low,Low,Medium,High,High,1
Low,Low,Low,Low,Low,Low,6
Low,Low,Low,Low,Low,High,3
Medium,High,High,High,High,Low,3
Medium,High,High,High,High,Low,3
Medium,High,High,High,High,Low,1
Low,Low,Low,Low,Low,Low,3
Low,Low,Low,Medium,Low,High,5
Low,Low,Low,Medium,High,Medium,5
Low,Low,Low,Medium,Low,Medium,5
High,High,High,High,Low,Low,2
Low,Low,Low,Low,Low,Low,3
Low,Low,Low,Low,Low,High,3
Low,Low,Low,High,Low,Low,1
Low,Low,Low,Low,High,High,1
Low,Medium,Medium,High,High,Low,3
High,Medium,Medium,Low,High,Low,2
Low,Low,Low,Medium,Low,Medium,1
High,Medium,Medium,Low,Medium,High,3
Low,Low,Low,Low,Low,High,1
Low,Low,Low,High,Low,Low,3
High,Medium,High,High,High,Low,4
Low,Low,Low,Medium,Low,Medium,2
Low,Medium,Medium,High,Low,Low,2
Low,Low,Medium,Low,High,High,3
Low,Low,Low,Low,Low,High,5
Medium,High,High,High,Medium,Low,3
Low,Low,Low,Low,Low,High,1
Low,Low,Low,Low,Low,Low,3
Low,Low,Low,High,Low,Low,1
Medium,High,High,High,Medium,Low,5
Low,Low,Low,Low,Low,High,3
Low,Low,Low,Low,Low,Low,1
Low,Low,Low,Low,Low,High,4
Low,Low,Low,Low,Low,High,3
Low,Low,Low,Low,Low,Low,3
Low,Low,Low,Low,Low,High,1
High,Medium,Medium,Low,Medium,High,1
High,Medium,Medium,High,High,Low,1
High,Medium,Medium,High,Low,Low,3
Low,Low,Low,Low,Low,High,3
Medium,High,High,High,High,Low,5
Low,Low,Low,Low,Low,High,1
Low,Low,Low,Low,Low,Low,3
Low,Low,Medium,Low,High,High,5
Low,Medium,Medium,Low,High,High,2
Low,Low,Low,High,Low,Low,1
Low,Medium,Medium,Low,High,High,1
Low,Medium,Medium,High,Low,Low,3
Low,Low,Low,Low,Low,Low,1
High,Medium,Medium,Low,Low,High,1
Low,Medium,Medium,Low,Low,High,1
Low,Low,Low,Low,High,High,2
Low,Medium,Medium,Low,Low,Low,4
Low,Low,Low,Low,Low,High,3
Medium,High,High,High,Medium,Low,1
High,Medium,Medium,High,Low,Low,1
High,Medium,High,Low,Medium,Low,5
Low,Low,Low,Low,High,High,1
Low,Medium,Medium,High,Low,Low,1
Low,Low,Low,Low,Low,Low,4
Low,Low,Low,Medium,Low,High,3
Low,Low,Low,Medium,Low,High,3
High,Medium,Medium,High,Low,Low,4
Low,Medium,Medium,Low,High,High,3
Low,Medium,Medium,High,High,Low,3
Low,Low,Low,Medium,High,High,3
Low,Medium,Medium,High,High,Low,3
High,Medium,High,High,High,Low,1
Low,Low,Low,High,Low,Low,3
Low,Low,Low,Low,High,High,1
Low,Low,Low,Low,Low,Low,3
Low,Low,Low,High,Low,Low,1
Low,Low,Medium,Low,High,High,1
Low,Low,Low,Medium,High,Medium,2
Low,Low,Medium,Low,High,Low,4
High,Medium,High,High,High,Low,2
Low,Medium,Medium,High,Low,Low,4
Low,Low,Low,Low,Low,Low,4
Low,Low,Medium,High,Low,Low,3
Low,Low,Low,Low,Low,Low,3
High,Medium,Medium,Low,High,Low,1
Medium,High,High,High,High,Low,1
Low,Low,Medium,Low,Low,Low,1
Low,Low,Low,Low,High,High,2
High,High,High,High,Medium,Low,3
Low,Low,Low,Medium,Low,Medium,5
Low,Low,Low,Medium,High,Medium,3
High,Medium,High,High,Medium,Low,2
Low,Low,Low,High,Low,Low,3
Low,Medium,Medium,High,Low,Low,1
Low,Low,Low,Low,Low,High,1
Low,Low,Low,High,Low,Low,1
Low,Medium,Medium,Low,Medium,High,3
Low,Low,Low,Medium,Low,High,3
Low,Low,Low,Medium,Low,High,1
Low,Low,Low,Low,Low,High,5
Low,Low,Low,Low,Low,High,1
Low,Low,Low,Medium,Low,High,2
Low,Medium,Medium,High,Low,Low,3
Low,Low,Low,Low,Low,High,3
Low,Low,Medium,High,Low,Low,3
Low,Low,Medium,Low,High,High,1
Low,Low,Low,Low,Low,High,1
Low,Low,Low,High,Low,Low,4
High,Medium,Medium,Low,High,Low,1
Low,Low,Low,Low,Low,High,2
Low,Low,Medium,High,Low,Low,1
Low,Low,Medium,Low,High,High,1
Low,Medium,Medium,High,Low,Low,4
Low,Low,Low,High,Low,Low,4
Low,Low,Low,Low,High,High,3
Low,Low,Low,Low,Low,High,3
High,Medium,Medium,High,Low,Low,1
Low,Low,Low,Low,Low,High,1
Low,Low,Low,Medium,Low,High,1
High,High,High,High,Low,Low,3
Low,Low,Low,Low,Low,High,3
High,Medium,Medium,High,Low,Low,2
Low,Low,Low,Low,Low,High,5
Low,Low,Low,High,Low,Low,2
High,Medium,Medium,High,High,Low,3
Low,Low,Low,Low,Low,High,4
Low,Low,Low,Low,Low,High,4
Low,Low,Low,Low,Low,High,1
Low,Low,Low,High,Low,Low,2
Low,Medium,Medium,High,Low,Low,3
Low,Low,Low,Low,Low,High,1
Medium,High,High,High,Medium,Low,1
Low,Low,Low,Low,Low,High,4
Low,Low,Low,Low,Low,Low,3
High,High,High,High,Medium,Low,1
Low,Low,Low,Low,Low,High,1
High,Medium,Medium,High,High,Low,3
High,Medium,Medium,High,Low,Low,3
Medium,High,High,High,Medium,Low,1
Medium,High,High,High,Medium,Low,2
Low,Low,Medium,High,Low,Low,1
Low,Low,Medium,High,Low,Low,3
Low,Low,Medium,High,Low,Low,1
Low,Low,Low,High,Low,Low,2
Low,Low,Low,Low,Low,High,1
Low,Low,Medium,High,Low,Low,1
Low,Low,Low,Low,Low,High,4
Low,Low,Low,Low,Low,Low,2
High,Medium,Medium,High,Low,Low,1
High,High,High,High,Low,Low,1
High,Medium,Medium,High,High,Low,4
Low,Medium,Medium,Low,High,Low,2
Low,Low,Low,Low,High,High,3
Low,Low,Low,Low,Low,High,3
Low,Low,Low,Low,Low,Low,2
High,High,High,High,High,Low,3
Low,Low,Low,Low,Low,High,4
Low,Low,Low,High,Low,Low,2
Low,Low,Low,Medium,High,High,1
Low,Low,Low,Medium,Low,High,3
Low,Low,Low,Medium,Medium,Medium,1
Low,Low,Low,High,Low,Low,1
Low,Low,Low,High,Low,Low,3
Low,Medium,Medium,High,Low,Low,2
Low,Low,Low,High,Low,Low,3
Low,Low,Low,High,Low,Low,1
Low,Medium,Medium,Low,High,Low,6
Low,Low,Low,Low,High,High,1
Low,Low,Low,Medium,High,Medium,1
Low,Low,Medium,High,Low,Low,1
High,Medium,Medium,Low,High,High,1
Low,Low,Low,Medium,High,Medium,3
Low,Low,Low,Low,Low,Low,3
High,Medium,Medium,Low,Medium,High,5
Low,Low,Low,High,Low,Low,3
Medium,High,High,High,High,Low,1
Low,Low,Low,Low,Low,Low,3
Low,Low,Low,Medium,Low,High,3
High,Medium,High,High,Medium,Low,1
Low,Low,Low,Low,Low,High,4
Low,Medium,Medium,Medium,Medium,High,4
High,Medium,Medium,High,High,Low,3
High,Medium,Medium,Low,Low,Low,1
Low,Medium,Medium,High,Low,Low,5
Low,Low,Low,Low,Low,Low,5
Low,Low,Low,Low,High,High,4
Low,Low,Low,Low,Low,High,4
Low,Low,Low,Medium,High,Medium,1
High,Medium,High,High,High,Low,3
Low,Low,Low,Medium,Low,Medium,3
Low,Low,Low,Medium,Low,Medium,5
Low,Medium,Medium,Low,High,High,3
Low,Low,Low,High,Low,Low,3
