age,region,itch,grew,hurt,changed,bleed,elevation,biopsed,diagnostic
75,5,0,0,0,1,0,1,1,2
68,1,0,1,0,0,0,0,0,3
79,7,1,2,0,2,0,1,1,1
76,11,0,0,0,0,0,0,0,3
77,6,1,0,0,0,1,0,1,3
77,1,0,0,0,0,0,0,0,3
80,6,1,1,0,0,0,1,1,1
52,12,1,0,1,0,0,1,1,3
45,6,0,2,0,2,0,0,1,1
78,1,1,1,1,0,1,1,1,1
59,8,0,2,0,2,0,1,1,1
51,2,0,1,1,0,0,1,0,5
70,10,1,0,0,0,0,0,0,3
81,11,1,0,0,0,0,0,0,3
81,11,1,0,0,0,0,0,0,3
72,1,1,1,0,0,0,0,0,4
64,10,1,1,1,0,1,1,1,1
85,3,1,0,1,0,1,1,1,1
80,10,1,0,0,0,0,0,0,3
64,3,1,0,1,0,1,1,1,1
55,12,0,1,0,1,0,1,0,3
88,1,1,1,0,1,0,1,1,1
75,11,0,1,0,0,1,1,1,1
73,11,1,1,0,0,1,0,0,3
81,3,1,1,0,0,0,1,1,1
47,3,1,0,0,0,0,0,0,3
74,1,1,2,0,2,0,0,1,1
71,7,1,1,0,0,0,1,1,1
74,1,1,0,0,0,0,0,1,3
86,10,1,0,0,0,0,0,0,3
71,8,0,2,0,2,0,0,1,6
56,1,1,1,0,0,0,1,1,1
30,8,0,2,0,2,0,0,1,5
35,11,1,0,0,0,0,0,0,3
67,1,0,0,0,0,0,0,0,3
60,11,1,0,0,0,0,0,0,3
58,1,0,0,0,0,1,1,1,1
55,7,1,1,0,0,0,1,1,1
28,1,0,1,0,0,0,1,0,5
66,3,1,2,0,2,1,1,1,1
53,13,0,0,0,0,0,1,0,3
26,7,1,0,1,0,1,1,1,1
87,1,1,1,1,0,1,1,1,1
53,8,1,1,1,0,1,1,1,1
63,1,1,2,0,2,0,1,1,1
73,10,1,0,0,0,0,0,0,3
72,7,1,1,1,0,1,1,1,1
74,1,0,1,0,0,0,1,0,4
83,8,1,2,0,2,1,1,1,2
71,3,1,0,1,0,1,1,1,1
91,1,1,1,1,0,1,1,1,1
51,8,0,0,0,0,0,0,1,1
73,1,1,2,1,2,1,1,1,1
63,8,0,2,0,2,0,0,1,2
84,12,0,0,0,0,0,1,1,1
64,1,0,1,0,0,0,1,0,4
44,3,1,1,0,0,0,1,1,1
67,8,1,1,0,0,0,1,0,4
36,5,0,1,0,0,0,1,0,5
64,6,1,2,1,2,1,1,1,1
77,3,1,1,0,0,1,1,1,1
78,1,1,0,0,0,0,0,1,1
33,12,1,1,0,0,0,1,0,3
61,6,0,1,0,0,1,1,1,1
69,6,1,1,0,0,1,1,1,1
86,8,0,1,0,0,0,1,0,4
65,6,1,0,1,0,0,0,0,3
58,8,1,1,0,1,0,0,1,6
84,3,0,0,0,0,1,1,1,1
44,7,1,2,1,2,1,1,1,1
62,8,0,0,0,0,0,0,0,4
70,1,0,2,0,2,0,1,1,1
74,11,0,0,0,0,0,1,1,3
70,3,1,1,0,0,0,1,1,1
73,10,0,1,0,0,0,1,1,2
54,10,1,1,1,0,1,1,1,1
62,7,1,2,0,2,1,1,1,2
64,6,1,1,1,0,1,1,1,1
75,8,1,1,0,0,1,1,1,1
64,1,1,1,0,1,0,0,0,3
41,1,0,0,0,0,0,1,0,5
75,3,0,1,0,0,0,0,0,4
85,3,0,1,0,0,0,1,1,1
74,12,1,0,0,0,0,0,0,3
49,5,1,2,0,2,0,1,1,1
12,8,0,1,0,0,0,1,0,5
10,8,0,0,0,0,0,0,0,5
78,8,0,1,0,1,0,1,1,6
57,8,1,1,0,0,0,1,0,4
90,11,1,0,1,0,1,1,0,3
78,11,1,0,0,0,0,1,1,3
66,10,1,1,0,0,1,0,0,3
66,10,0,0,0,0,0,1,0,3
65,10,1,0,0,0,0,0,0,3
62,1,1,1,1,0,1,1,1,1
56,3,1,2,1,2,1,1,1,1
40,12,0,0,0,0,0,0,0,3
37,1,1,1,0,0,1,1,1,3
43,1,1,1,0,0,0,1,1,1
59,14,0,0,0,0,0,1,1,3
77,1,1,1,0,0,0,1,1,1
58,1,1,2,0,2,1,1,1,1
65,12,1,0,0,0,0,0,0,3
63,11,1,0,0,0,0,0,1,3
43,4,1,1,0,0,1,1,1,2
61,7,1,2,1,2,1,1,1,1
52,11,1,0,0,0,0,0,0,3
40,1,1,1,0,1,0,0,0,3
63,1,0,0,0,0,0,0,1,3
82,11,1,0,0,0,1,0,0,3
47,11,1,0,0,0,0,0,0,3
68,8,1,0,1,0,1,1,1,1
62,3,1,1,1,0,1,1,1,1
52,1,0,1,0,1,1,1,1,1
64,1,0,2,0,2,0,1,1,1
69,1,1,1,0,0,0,0,0,4
75,7,1,0,0,1,0,1,0,3
71,1,0,1,0,1,0,1,1,1
63,6,0,1,0,1,0,0,1,4
78,1,1,0,1,0,1,1,1,3
53,8,0,2,0,2,0,1,1,5
51,3,0,1,1,0,1,1,1,1
35,7,0,1,0,1,0,1,1,5
36,5,0,1,0,0,0,1,0,5
47,11,1,0,0,0,0,0,0,3
90,10,2,2,2,2,0,1,1,2
35,1,1,1,0,0,0,0,0,3
35,1,0,0,0,0,0,1,1,1
62,8,0,1,0,1,0,1,1,1
52,8,0,0,0,0,0,1,0,4
28,12,0,0,0,0,0,1,0,5
83,11,1,2,0,2,0,1,1,2
79,8,1,2,0,2,0,0,1,2
57,7,0,1,0,0,0,1,0,4
57,7,0,1,0,0,0,1,0,4
68,1,0,0,0,0,0,1,0,4
52,11,1,0,0,0,0,0,0,3
50,11,1,0,0,0,0,0,0,3
34,8,1,1,1,1,0,1,0,5
62,3,1,1,1,0,1,1,1,1
45,7,1,1,0,0,0,1,1,1
56,12,1,2,0,2,0,1,1,2
63,1,0,1,0,0,0,1,1,1
70,1,0,1,0,1,0,0,1,6
51,7,0,1,0,1,1,0,1,1
68,8,1,0,1,0,1,0,1,1
68,11,1,1,1,1,1,1,1,2
10,8,0,1,0,1,0,0,0,5
55,1,0,0,0,0,0,0,0,3
51,1,1,1,1,0,0,1,1,1
61,1,0,1,0,1,0,1,1,3
78,1,1,0,0,0,1,1,1,1
22,11,1,1,0,0,0,1,0,5
31,8,0,1,0,0,0,1,0,5
58,7,0,1,0,0,0,1,0,4
75,3,1,1,0,0,0,0,0,3
49,14,0,2,0,2,0,0,1,5
36,8,0,1,0,0,0,0,1,5
52,11,1,0,0,0,0,1,0,4
85,1,1,0,1,0,0,1,1,2
72,3,1,0,0,0,0,0,0,3
80,4,1,1,1,0,1,0,1,1
84,7,1,1,0,0,1,1,1,1
68,1,1,1,0,0,1,1,0,3
68,1,0,0,0,0,0,0,1,3
50,8,0,2,0,2,0,0,1,5
63,1,1,0,0,0,0,0,0,3
54,11,1,0,0,0,0,0,0,3
52,7,0,2,0,2,0,1,1,4
76,1,0,0,0,0,0,1,0,4
46,11,0,2,0,2,0,1,1,1
44,11,1,0,0,0,0,0,0,3
85,1,1,1,1,0,0,1,1,1
49,4,1,2,1,2,1,0,1,1
71,8,1,1,0,0,1,0,1,1
44,7,1,1,0,0,0,0,0,3
69,11,1,1,1,0,1,1,1,1
87,1,1,1,0,0,0,1,1,1
73,12,0,0,0,0,0,1,0,4
78,8,1,1,0,0,0,1,1,1
58,12,1,0,0,0,0,1,0,3
68,13,0,1,0,2,0,0,1,6
62,10,1,1,1,0,1,1,1,1
79,1,0,0,0,0,0,1,0,4
69,1,0,1,0,0,0,1,1,1
76,2,1,1,0,0,0,1,0,4
68,9,1,1,0,0,0,1,0,4
70,8,1,1,0,0,0,1,0,4
73,10,1,1,0,0,0,1,0,4
53,2,1,0,0,0,0,0,0,3
32,8,0,0,0,0,0,1,0,5
74,3,1,0,0,0,1,1,1,1
81,13,1,1,0,1,0,0,1,2
84,3,1,2,0,2,0,1,1,1
54,7,1,0,0,0,1,1,0,3
72,10,1,0,0,0,0,0,0,3
52,1,0,1,0,0,0,1,0,4
55,3,0,0,0,0,0,1,1,3
66,12,0,2,0,2,0,1,1,1
79,7,1,0,1,0,0,1,1,2
75,11,1,1,0,0,0,1,0,3
57,10,1,0,0,0,0,0,0,3
89,7,1,0,1,0,1,1,1,1
66,7,1,0,0,0,0,0,0,3
39,1,1,1,1,1,1,1,1,1
84,1,1,1,1,0,1,1,1,1
67,11,1,1,0,1,1,0,1,1
71,6,1,0,0,0,1,1,1,1
76,7,0,0,0,0,0,0,0,3
72,11,0,0,0,0,0,0,0,3
63,12,1,0,0,0,0,0,0,3
41,10,1,1,0,1,0,0,1,6
70,1,0,0,0,0,0,1,0,4
51,7,1,1,0,0,1,0,1,1
91,1,1,1,1,1,1,1,1,1
46,14,1,2,0,2,0,1,1,2
77,11,1,0,1,0,1,0,0,3
73,3,1,1,1,0,1,1,1,1
80,6,0,0,0,0,0,0,1,2
77,6,1,0,0,0,1,0,1,3
53,1,1,1,0,0,1,1,1,2
10,8,0,1,0,0,0,1,0,5
62,10,1,0,0,0,0,0,0,3
61,11,1,0,0,0,0,1,1,1
66,1,1,2,0,2,0,0,1,1
48,1,1,1,0,0,1,1,1,1
70,11,1,0,0,0,0,0,1,3
68,11,1,0,0,0,0,0,0,3
47,7,1,0,1,0,1,0,1,1
54,10,1,1,1,0,1,1,1,1
82,11,1,0,0,0,1,0,0,3
78,10,1,1,0,0,0,1,1,1
52,1,1,1,0,0,1,1,1,1
67,13,0,1,0,1,0,0,1,6
84,4,1,0,0,0,1,0,1,3
55,1,1,1,0,1,0,1,0,4
24,8,0,2,0,2,0,1,1,5
53,8,1,1,1,0,1,1,1,1
66,11,1,0,0,0,0,1,1,1
39,1,1,1,1,0,1,1,1,1
51,1,0,0,0,0,0,1,1,1
55,10,0,0,0,0,0,0,0,4
41,3,1,1,1,0,1,1,1,1
69,10,1,2,0,2,0,1,1,2
62,11,1,1,0,1,1,1,0,3
52,1,1,0,0,0,0,0,0,3
59,1,1,2,0,2,0,0,1,1
79,7,1,0,1,0,0,1,1,2
66,1,1,1,0,0,1,1,1,1
37,4,0,1,0,0,0,1,0,5
37,1,1,1,0,0,1,1,1,3
61,7,1,0,0,0,0,0,0,3
71,7,1,0,0,0,0,1,0,3
77,1,0,0,0,0,0,1,1,1
50,1,0,1,0,0,0,0,0,4
66,6,1,2,0,2,0,1,1,2
50,1,0,2,0,2,0,0,1,5
34,6,0,1,0,0,0,1,0,5
71,7,0,1,0,0,0,1,1,3
53,11,1,0,0,0,0,0,0,3
53,7,0,2,0,2,0,0,1,1
37,3,1,0,0,0,0,0,0,3
63,1,0,2,0,2,0,1,1,1
44,7,1,2,0,2,0,1,1,1
41,8,0,0,0,0,0,0,0,5
76,1,0,0,0,0,0,1,0,4
72,1,1,0,1,0,1,1,1,1
71,1,1,1,1,0,1,1,1,1
64,1,0,1,0,0,0,1,0,4
79,12,1,1,0,0,0,1,0,3
72,1,0,0,0,0,0,0,0,4
30,6,0,1,0,0,0,1,0,5
65,1,1,2,1,2,1,1,1,1
67,8,1,0,1,0,1,1,1,1
58,11,1,0,0,0,0,0,0,3
75,1,1,0,0,0,1,0,0,3
41,10,1,1,0,1,0,0,1,6
61,1,1,2,1,2,1,1,1,1
68,1,1,2,0,2,0,1,1,1
69,11,1,0,0,0,0,0,0,3
57,11,0,0,0,0,0,0,0,3
55,6,1,1,0,1,1,1,1,1
52,8,0,0,0,0,0,1,0,4
64,11,1,1,1,0,1,1,1,1
52,13,1,1,0,0,1,0,1,1
58,3,1,1,1,0,1,1,1,1
51,3,0,1,1,0,1,1,1,1
73,11,1,2,0,0,1,0,1,3
67,13,1,0,0,0,0,0,0,4
71,1,1,1,0,0,0,1,1,1
49,1,1,2,2,2,2,1,1,1
30,3,1,2,1,2,1,1,1,1
39,7,1,0,0,0,0,0,0,3
59,4,0,0,0,0,0,0,1,1
56,3,1,1,0,0,0,1,1,1
39,1,0,0,0,0,0,0,0,3
65,10,1,0,0,0,0,0,0,3
62,1,1,1,0,0,1,1,1,1
77,11,0,1,0,0,0,1,0,3
72,12,1,2,1,2,1,1,1,2
25,10,0,1,0,0,0,1,0,5
85,10,1,1,1,0,1,1,1,1
47,11,1,0,0,0,0,0,0,3
83,8,0,0,0,0,0,1,1,1
31,12,1,0,0,0,0,0,0,3
78,6,1,2,1,2,1,1,1,1
52,7,0,0,0,0,0,1,0,4
82,1,1,2,1,2,1,1,1,1
55,8,0,1,0,0,0,1,1,1
80,11,0,0,0,0,0,0,0,3
53,6,1,1,1,0,1,1,1,1
43,7,1,1,0,0,1,1,1,1
71,1,1,0,0,0,1,1,1,1
50,8,1,1,1,0,1,1,1,1
55,1,1,1,0,0,1,1,1,1
54,7,0,0,0,0,0,0,1,3
56,1,0,1,0,0,0,0,0,4
81,3,1,1,1,0,1,1,1,1
73,1,0,1,0,0,0,1,0,4
41,5,1,2,1,2,1,1,1,2
79,11,1,0,0,0,0,0,0,3
8,8,0,0,0,0,0,1,0,5
64,12,1,0,0,0,0,0,1,3
70,4,0,1,0,0,1,1,1,1
87,11,1,0,0,0,0,0,0,3
67,10,1,1,0,0,1,0,0,3
27,12,0,0,0,0,0,0,1,5
68,11,1,0,0,0,0,0,0,3
80,3,1,2,1,2,1,1,1,1
73,1,1,0,0,0,0,1,1,3
31,8,0,1,0,0,0,1,0,5
53,12,0,0,0,0,0,0,0,4
68,11,1,0,0,0,0,1,0,3
61,8,0,0,0,0,0,1,0,5
44,7,0,0,0,0,0,0,0,3
83,11,1,2,1,2,1,1,1,1
73,11,0,0,0,0,0,0,1,3
69,1,1,1,1,0,1,1,1,1
86,1,0,0,0,0,0,1,0,4
71,12,1,0,0,0,0,0,1,3
57,1,1,0,0,0,0,0,0,3
54,10,1,1,0,0,1,0,0,3
47,8,1,1,0,0,1,1,1,1
54,7,1,0,0,0,1,1,0,3
46,1,1,0,0,0,0,0,0,3
65,4,0,0,0,0,0,0,0,4
74,8,1,1,1,1,0,1,1,1
60,7,0,1,0,0,0,1,0,5
79,4,1,2,1,2,1,1,1,1
59,6,1,1,1,0,1,1,1,1
51,8,1,0,0,0,0,0,0,3
79,1,1,0,0,0,0,1,0,4
53,7,0,0,0,0,0,1,0,4
74,12,1,0,0,0,0,0,0,3
41,11,1,0,0,0,0,0,0,3
39,1,1,1,1,0,1,1,1,1
60,3,1,0,0,0,0,0,1,2
65,1,1,0,0,0,0,0,0,3
77,13,1,0,0,0,0,0,1,2
64,1,1,1,1,0,1,1,1,2
51,7,0,0,0,0,0,1,1,1
84,12,0,0,0,0,0,1,1,1
84,3,1,1,1,0,0,1,1,1
87,1,1,1,1,0,1,1,1,1
61,7,1,2,0,2,0,1,1,2
81,1,0,0,0,0,0,1,0,4
72,11,1,0,0,0,0,0,0,3
16,1,0,2,0,2,0,1,1,5
63,8,1,0,1,0,1,1,1,1
85,4,0,1,0,1,1,1,1,1
75,8,1,1,0,1,0,1,1,1
68,1,1,1,1,0,0,1,1,2
64,1,0,2,0,2,0,1,1,1
65,7,1,0,0,0,1,0,0,3
68,1,0,0,0,0,0,1,0,3
77,1,1,1,0,0,1,0,1,1
73,7,1,2,1,2,0,1,1,1
57,10,1,0,0,0,0,0,0,3
87,1,1,1,0,0,1,1,1,1
79,11,1,0,0,0,0,1,1,3
66,1,1,1,0,0,1,1,1,1
52,11,1,0,0,0,0,0,0,3
44,7,0,2,0,2,0,1,1,1
81,1,1,2,1,2,1,1,1,1
50,7,0,1,0,0,0,1,1,1
50,10,1,0,0,0,0,0,0,3
52,3,0,1,0,1,1,1,1,1
33,12,0,0,0,0,0,1,0,3
25,1,0,1,0,0,0,1,0,5
73,5,1,0,1,0,1,1,1,1
75,8,0,0,0,0,0,1,0,4
13,6,0,1,0,0,0,0,0,5
42,11,0,1,1,0,0,0,0,3
83,4,1,2,1,2,1,1,1,1
68,3,1,1,1,1,1,0,1,1
57,12,1,2,0,2,1,1,1,2
72,12,1,2,1,2,1,1,1,2
31,2,0,1,0,0,0,1,0,5
42,7,0,1,0,0,0,1,0,5
76,6,0,1,0,0,0,1,1,1
44,1,0,1,0,0,0,1,0,5
79,11,1,1,0,0,1,1,1,1
65,8,1,2,0,2,1,1,1,1
69,1,1,0,0,0,0,0,0,3
56,1,1,0,0,0,0,0,1,3
58,6,1,0,0,0,1,0,0,3
81,11,1,0,0,0,0,0,0,3
75,13,1,1,0,0,0,1,1,3
77,1,1,0,0,0,0,0,1,1
44,7,1,2,1,2,1,1,1,1
39,13,0,2,0,2,0,0,1,1
40,11,1,0,0,0,0,0,0,3
77,14,1,2,0,2,1,1,1,2
37,10,0,0,0,0,0,0,0,3
54,11,1,0,1,0,1,0,0,3
74,1,0,1,0,0,0,1,0,4
45,11,1,1,0,0,0,1,1,3
67,5,1,1,1,0,1,1,1,1
64,11,1,0,1,0,1,1,1,1
39,6,1,1,0,0,1,0,1,1
77,11,1,2,1,2,1,1,1,1
50,1,0,2,0,2,0,1,1,1
67,1,1,1,0,0,0,1,0,4
73,3,1,1,1,0,1,1,1,1
60,3,1,0,0,0,0,0,1,2
65,7,1,0,0,0,1,0,0,3
68,2,0,1,0,0,0,1,0,4
47,7,1,1,1,0,1,1,1,1
88,1,1,0,1,0,1,1,1,1
79,11,1,2,0,2,0,1,1,2
72,10,1,0,0,0,0,0,0,3
79,1,1,1,0,0,0,1,0,4
50,1,1,0,0,0,0,0,0,3
90,12,0,1,0,1,0,0,1,6
44,12,0,0,0,0,0,1,0,3
67,4,1,1,0,1,0,1,1,2
30,13,0,0,0,0,0,0,0,5
60,11,1,0,0,0,0,0,0,3
62,7,1,1,1,0,0,1,1,1
65,1,1,1,0,0,0,1,1,3
55,7,1,1,0,0,0,1,1,1
73,12,1,2,0,2,2,0,1,1
55,7,1,0,0,0,0,0,0,3
64,1,1,2,0,2,1,1,1,1
31,8,1,1,1,0,0,1,1,1
50,10,1,0,0,0,0,1,0,3
52,3,1,1,1,0,1,1,1,1
62,1,1,1,0,0,0,1,1,1
70,1,0,1,0,1,0,1,1,1
66,6,1,2,0,2,1,1,1,1
50,7,0,1,0,1,0,0,1,6
69,1,0,0,0,0,0,1,0,4
63,7,1,2,0,2,0,1,1,1
71,1,1,1,1,0,1,1,1,1
65,7,1,0,0,0,1,0,0,3
53,8,1,2,0,2,0,1,1,1
53,1,1,1,1,0,1,1,1,1
38,3,0,2,0,2,0,1,1,1
64,1,0,1,0,0,0,0,1,1
58,10,0,2,0,2,0,1,1,1
59,10,1,1,0,0,1,0,1,1
85,8,1,2,1,2,1,1,1,1
58,8,1,2,0,2,0,0,1,2
42,3,1,1,0,1,0,1,1,1
34,11,1,0,0,0,0,0,0,3
57,12,0,1,1,1,0,1,1,2
78,13,1,2,0,2,1,1,1,2
50,11,0,0,0,0,0,0,0,4
66,1,0,2,0,2,0,1,1,1
81,8,1,1,0,0,1,1,1,1
51,12,1,0,0,0,0,0,0,3
75,10,1,0,0,0,1,0,0,3
79,10,1,1,1,0,1,0,1,2
64,1,0,1,0,0,0,1,1,3
85,1,0,0,0,0,0,1,1,1
83,7,1,0,0,0,0,1,1,2
68,4,1,0,0,0,0,0,0,3
14,8,0,1,0,0,0,1,0,5
51,7,0,1,0,1,1,0,1,1
17,8,0,1,0,0,0,1,0,5
55,7,1,0,0,0,0,0,0,3
68,11,1,1,0,0,0,1,1,2
73,8,1,2,0,2,0,1,1,1
27,9,0,1,0,0,0,1,1,5
64,1,0,1,0,0,0,1,1,1
62,1,0,0,0,0,0,0,0,4
59,9,0,1,0,0,0,1,0,5
32,1,1,1,1,1,1,1,1,2
34,1,1,0,0,0,0,0,0,3
51,6,1,0,0,0,0,1,0,3
84,3,0,0,0,0,0,1,1,2
71,5,0,1,0,0,0,1,1,3
59,11,1,0,0,0,0,0,0,3
82,10,1,0,0,0,0,0,1,3
65,1,1,2,0,2,0,1,1,1
22,7,0,0,0,0,0,0,0,5
52,7,1,2,0,2,1,1,1,1
38,7,0,1,0,0,0,0,0,5
54,11,1,0,0,0,0,0,0,3
35,2,0,1,0,0,0,0,0,5
84,1,0,2,0,2,0,1,1,1
58,7,1,1,1,0,1,1,1,1
77,4,0,1,0,0,0,1,1,2
58,1,0,2,0,2,2,1,1,1
44,9,1,2,1,2,1,1,1,1
68,11,1,0,0,0,0,0,0,3
33,1,0,2,0,2,0,1,1,1
36,7,1,1,1,0,1,1,1,1
74,11,0,0,0,0,0,1,0,3
57,7,1,1,1,0,0,1,1,1
47,1,0,1,0,0,1,1,1,1
73,10,0,1,0,0,0,1,0,4
78,4,1,2,1,2,1,1,1,1
35,13,0,1,0,0,0,1,0,5
51,9,0,0,0,0,0,1,0,5
63,4,1,1,1,0,1,1,1,1
57,12,1,0,0,0,0,0,0,3
72,10,1,0,0,0,0,0,1,1
92,7,1,0,0,0,0,0,0,3
40,7,0,1,0,0,0,1,0,5
40,7,0,1,0,1,1,1,1,1
65,1,1,0,0,0,1,0,0,3
58,8,1,1,0,1,0,0,1,6
67,10,1,0,0,0,1,0,0,3
73,11,1,0,1,0,0,0,0,3
70,3,1,2,1,2,1,1,1,1
38,8,0,1,0,0,0,1,0,5
66,3,0,2,0,2,0,1,1,1
69,12,1,1,0,1,0,1,1,2
78,1,1,0,1,0,1,1,1,3
80,12,1,0,0,0,0,1,1,2
77,6,1,1,0,1,1,1,1,3
57,1,0,0,0,0,0,0,0,3
61,3,1,1,1,0,1,1,1,1
70,11,1,2,0,2,0,1,1,1
56,1,1,0,0,0,0,0,1,3
56,11,0,1,0,0,0,1,1,1
62,11,1,0,0,0,1,0,0,3
13,13,0,2,2,2,0,1,1,5
55,8,1,1,0,0,1,1,1,1
75,1,1,0,0,0,0,0,0,3
62,13,1,0,0,0,0,1,0,3
59,7,1,0,0,0,0,0,0,3
83,5,1,0,0,0,0,0,0,3
58,1,1,1,0,0,0,1,0,4
41,1,1,0,0,0,0,0,0,3
45,10,0,1,0,1,0,0,1,6
22,7,0,0,0,0,0,0,0,5
56,7,0,0,0,0,0,1,1,1
9,8,0,0,0,0,0,0,0,5
86,10,1,0,0,0,0,0,1,1
30,8,0,2,0,2,0,0,1,5
27,13,0,1,0,0,0,1,1,5
76,1,0,1,0,0,0,0,0,4
64,1,1,1,1,0,1,1,1,1
70,1,1,2,1,2,1,1,1,1
83,8,0,0,0,0,0,1,1,1
52,1,1,0,0,0,0,0,0,3
35,1,1,1,0,0,0,1,0,5
45,11,1,0,0,0,0,1,0,3
86,3,1,2,0,2,0,1,1,1
75,8,1,1,0,1,0,1,1,1
14,1,0,0,0,0,0,0,1,5
63,11,1,0,0,0,0,1,0,3
54,10,0,0,0,0,1,1,1,1
66,8,0,2,0,2,0,0,1,5
58,11,1,0,0,0,0,0,0,3
61,13,1,1,0,0,0,1,0,3
57,7,0,0,0,0,1,1,1,1
77,1,1,1,0,0,1,0,1,1
51,7,1,1,0,0,1,0,1,1
63,1,0,1,0,0,0,1,1,1
46,10,0,2,0,0,0,0,1,3
54,7,0,2,0,2,0,0,1,5
69,1,1,2,0,2,1,1,1,1
69,1,1,1,1,0,1,1,1,1
79,10,1,1,0,0,0,0,0,3
51,7,0,1,0,0,0,1,0,5
59,1,0,1,0,0,0,1,0,4
47,8,1,1,0,0,1,1,1,1
58,11,1,2,0,2,1,1,1,2
66,1,1,0,1,0,1,1,1,1
91,1,1,1,1,0,1,1,1,1
73,11,0,0,0,0,0,0,0,3
85,10,1,1,1,0,1,1,1,1
51,1,1,1,1,0,0,1,1,1
37,11,0,1,0,1,0,1,0,5
81,11,1,0,0,0,0,0,0,3
81,1,0,0,0,0,0,1,1,2
69,7,0,1,0,0,0,1,0,4
60,3,1,0,0,0,1,0,1,1
55,7,1,1,0,1,0,0,1,1
63,9,0,0,0,0,0,1,0,4
20,9,0,0,0,0,0,0,0,5
45,7,1,1,0,0,0,1,1,1
54,3,1,2,1,2,1,1,1,1
62,8,1,1,0,0,0,1,0,4
42,11,1,1,0,0,0,1,1,1
56,8,0,1,0,0,0,1,0,5
48,1,1,1,0,1,0,1,1,1
70,1,1,2,0,2,0,0,1,1
41,11,1,0,0,0,0,0,0,3
72,6,0,2,0,2,0,0,1,2
43,4,1,1,0,0,1,1,1,2
43,1,1,1,0,0,1,1,1,1
60,11,1,2,0,2,1,1,1,1
46,2,0,1,0,0,0,1,0,5
61,11,1,0,1,0,0,1,1,3
65,10,1,0,0,0,0,0,0,3
69,11,1,0,0,0,0,0,0,3
64,6,1,1,1,0,1,1,1,1
40,7,0,1,0,1,1,1,1,1
80,1,1,1,0,0,1,1,1,1
73,1,1,2,0,2,0,1,1,2
39,7,0,1,0,0,0,1,0,5
51,11,1,0,0,0,0,1,1,3
65,1,0,1,0,0,0,1,0,4
37,8,1,2,0,2,0,1,1,1
63,8,1,0,1,0,1,1,1,1
71,11,1,0,0,0,0,1,1,3
49,7,1,1,0,0,0,1,0,4
54,13,0,2,0,0,0,0,1,6
44,7,1,0,0,0,0,0,0,3
62,12,0,0,1,0,0,1,1,2
65,11,1,0,0,0,0,0,0,3
73,12,1,0,0,0,0,1,1,2
49,11,1,1,0,0,0,0,0,3
73,10,1,1,0,0,0,1,0,4
73,12,1,0,0,0,0,1,1,2
72,1,1,1,0,1,1,1,1,1
74,8,1,1,1,1,0,1,1,1
68,11,1,0,0,0,0,1,1,3
51,7,1,2,0,2,0,1,1,2
68,1,0,0,0,0,0,1,0,4
48,10,1,2,0,2,0,1,1,1
56,11,0,1,0,1,0,1,1,6
49,3,0,1,0,1,0,1,1,1
53,6,0,0,0,0,0,1,1,1
75,1,0,0,0,0,0,1,0,4
66,11,0,0,0,0,0,0,1,6
38,8,0,1,0,0,0,1,0,5
51,12,1,0,0,0,0,0,1,3
47,3,0,0,0,0,0,0,0,3
36,11,1,1,0,0,1,0,0,3
59,1,1,1,0,0,0,0,0,4
73,8,2,2,0,2,0,0,1,2
37,3,0,1,0,1,0,0,1,1
58,10,0,1,0,1,0,1,1,6
71,11,1,0,0,0,1,1,0,3
58,1,1,1,0,0,1,0,1,1
75,7,1,0,0,0,0,0,0,3
77,1,0,0,0,0,0,1,0,4
58,1,1,1,1,1,1,1,1,1
32,13,0,1,0,0,0,1,0,4
53,1,0,2,0,2,0,0,1,6
68,3,1,1,1,1,1,0,1,1
65,3,0,0,0,0,0,0,1,3
67,1,1,0,0,0,0,0,1,3
46,11,0,2,0,2,0,0,1,2
65,10,0,2,0,2,0,1,1,6
80,11,0,1,0,0,0,1,0,4
77,3,1,2,0,2,0,1,1,1
67,5,1,1,1,0,1,1,1,2
65,11,1,1,0,0,0,0,0,3
66,10,1,0,1,0,0,1,1,3
54,11,1,1,1,0,0,1,1,2
70,11,1,0,0,0,0,0,0,3
45,10,1,0,0,0,0,0,0,3
81,1,0,1,0,0,0,0,1,5
65,11,1,2,1,2,1,1,1,1
83,11,1,0,0,0,0,0,1,3
77,7,0,1,0,0,0,1,1,2
79,11,1,0,0,0,0,0,0,3
55,13,0,0,0,0,0,0,1,3
79,12,1,1,0,0,0,1,0,3
91,1,1,1,0,1,1,1,1,2
60,1,1,0,1,0,0,0,0,4
66,7,1,0,0,0,0,1,1,3
55,7,0,0,0,0,0,0,1,6
27,10,1,1,0,1,0,0,1,5
81,7,0,0,0,0,0,1,0,4
62,4,1,0,0,0,0,0,0,3
52,10,0,1,0,0,0,0,0,4
59,6,1,1,1,0,1,1,1,1
51,12,1,0,0,0,0,0,0,3
66,4,1,2,0,2,0,0,1,1
29,9,0,0,0,0,0,0,0,5
74,11,1,1,0,0,0,0,0,3
63,5,0,1,0,1,0,1,1,2
81,1,1,1,1,0,1,1,1,1
65,1,0,1,0,0,0,1,0,4
77,11,0,0,0,0,0,0,0,3
75,12,1,0,0,0,0,1,0,3
80,6,1,1,0,0,0,1,1,1
22,12,0,1,0,1,0,0,0,5
39,1,1,1,1,0,1,1,1,1
55,1,0,1,0,1,0,1,1,1
81,11,0,0,0,0,0,0,0,3
